our_set,their_category,gene
LINE,L1-enriched genes,ARHGAP20
LINE,L1-enriched genes,CASP8
LINE,L1-enriched genes,CD86
LINE,L1-enriched genes,CEP112
LINE,L1-enriched genes,CLDN34
LINE,L1-enriched genes,CPS1
LINE,L1-enriched genes,CYP2J2
LINE,L1-enriched genes,DDX4
LINE,L1-enriched genes,DNAH9
LINE,L1-enriched genes,DYNAP
LINE,L1-enriched genes,FETUB
LINE,L1-enriched genes,GABRA3
LINE,L1-enriched genes,GBP6
LINE,L1-enriched genes,GPR34
LINE,L1-enriched genes,HTR7
LINE,L1-enriched genes,KBTBD3
LINE,L1-enriched genes,MCF2
LINE,L1-enriched genes,NLRP9
LINE,L1-enriched genes,NOX4
LINE,L1-enriched genes,OCRL
LINE,L1-enriched genes,OOSP1
LINE,L1-enriched genes,OXCT1
LINE,L1-enriched genes,PDCD6IP
LINE,L1-enriched genes,POLK
LINE,L1-enriched genes,PRLR
LINE,L1-enriched genes,SCAPER
LINE,L1-enriched genes,SCN7A
LINE,L1-enriched genes,SPIN4
LINE,L1-enriched genes,STK33
LINE,L1-enriched genes,SYCP3
LINE,L1-enriched genes,TAS2R10
LINE,L1-enriched genes,TEX28
LINE,L1-enriched genes,TMEM126A
LINE,L1-enriched genes,TMEM140
LINE,L1-enriched genes,WDR48
LINE,L1-enriched genes,ZC2HC1A
LINE,Low-complexity-repeat-enriched genes,ACTR5
LINE,Low-complexity-repeat-enriched genes,AHSA2P
LINE,Low-complexity-repeat-enriched genes,ANKS1B
LINE,Low-complexity-repeat-enriched genes,ARAP1
LINE,Low-complexity-repeat-enriched genes,C1orf198
LINE,Low-complexity-repeat-enriched genes,C2CD4B
LINE,Low-complexity-repeat-enriched genes,CACNB4
LINE,Low-complexity-repeat-enriched genes,CALR4P
LINE,Low-complexity-repeat-enriched genes,CAPN6
LINE,Low-complexity-repeat-enriched genes,CDYL
LINE,Low-complexity-repeat-enriched genes,CLCN3
LINE,Low-complexity-repeat-enriched genes,CLDN34
LINE,Low-complexity-repeat-enriched genes,CMAS
LINE,Low-complexity-repeat-enriched genes,CPLX2
LINE,Low-complexity-repeat-enriched genes,CSRNP1
LINE,Low-complexity-repeat-enriched genes,CUL4B
LINE,Low-complexity-repeat-enriched genes,DAB2IP
LINE,Low-complexity-repeat-enriched genes,DOCK11
LINE,Low-complexity-repeat-enriched genes,DRAP1
LINE,Low-complexity-repeat-enriched genes,DRP2
LINE,Low-complexity-repeat-enriched genes,DTNB
LINE,Low-complexity-repeat-enriched genes,ECM2
LINE,Low-complexity-repeat-enriched genes,FBL
LINE,Low-complexity-repeat-enriched genes,GABRE
LINE,Low-complexity-repeat-enriched genes,GARNL3
LINE,Low-complexity-repeat-enriched genes,GRM4
LINE,Low-complexity-repeat-enriched genes,HSD11B1
LINE,Low-complexity-repeat-enriched genes,IQSEC2
LINE,Low-complexity-repeat-enriched genes,LEMD3
LINE,Low-complexity-repeat-enriched genes,LMO2
LINE,Low-complexity-repeat-enriched genes,LRRC8D
LINE,Low-complexity-repeat-enriched genes,MAB21L3
LINE,Low-complexity-repeat-enriched genes,MAPK1
LINE,Low-complexity-repeat-enriched genes,MMP24
LINE,Low-complexity-repeat-enriched genes,MUSK
LINE,Low-complexity-repeat-enriched genes,NAA20
LINE,Low-complexity-repeat-enriched genes,NCOR1
LINE,Low-complexity-repeat-enriched genes,NPNT
LINE,Low-complexity-repeat-enriched genes,NPR2
LINE,Low-complexity-repeat-enriched genes,NT5C2
LINE,Low-complexity-repeat-enriched genes,POLR2M
LINE,Low-complexity-repeat-enriched genes,PPP1R12A
LINE,Low-complexity-repeat-enriched genes,PPP1R3F
LINE,Low-complexity-repeat-enriched genes,PRDM10
LINE,Low-complexity-repeat-enriched genes,PRDM11
LINE,Low-complexity-repeat-enriched genes,PRICKLE2
LINE,Low-complexity-repeat-enriched genes,PRKAA1
LINE,Low-complexity-repeat-enriched genes,PRKG2
LINE,Low-complexity-repeat-enriched genes,PTBP2
LINE,Low-complexity-repeat-enriched genes,PTBP3
LINE,Low-complexity-repeat-enriched genes,RALGPS2
LINE,Low-complexity-repeat-enriched genes,RASSF8
LINE,Low-complexity-repeat-enriched genes,RBM19
LINE,Low-complexity-repeat-enriched genes,RBM26
LINE,Low-complexity-repeat-enriched genes,RFX4
LINE,Low-complexity-repeat-enriched genes,RNF130
LINE,Low-complexity-repeat-enriched genes,SELL
LINE,Low-complexity-repeat-enriched genes,SEZ6L
LINE,Low-complexity-repeat-enriched genes,SH3GLB1
LINE,Low-complexity-repeat-enriched genes,SHROOM4
LINE,Low-complexity-repeat-enriched genes,SLC39A8
LINE,Low-complexity-repeat-enriched genes,SLC4A5
LINE,Low-complexity-repeat-enriched genes,SLC9B1
LINE,Low-complexity-repeat-enriched genes,SLK
LINE,Low-complexity-repeat-enriched genes,SPECC1
LINE,Low-complexity-repeat-enriched genes,SULF1
LINE,Low-complexity-repeat-enriched genes,SYCP3
LINE,Low-complexity-repeat-enriched genes,TBC1D2B
LINE,Low-complexity-repeat-enriched genes,TENM3
LINE,Low-complexity-repeat-enriched genes,TLK1
LINE,Low-complexity-repeat-enriched genes,TMEM132B
LINE,Low-complexity-repeat-enriched genes,TRIM26
LINE,Low-complexity-repeat-enriched genes,TSPAN33
LINE,Low-complexity-repeat-enriched genes,UBE2D3
LINE,Low-complexity-repeat-enriched genes,UBE2Q2
LINE,Low-complexity-repeat-enriched genes,UBE2U
LINE,Low-complexity-repeat-enriched genes,UGT8
LINE,Low-complexity-repeat-enriched genes,WIPF3
LINE,Low-complexity-repeat-enriched genes,XKR7
LINE,Low-complexity-repeat-enriched genes,XPC
LINE,Low-complexity-repeat-enriched genes,ZBTB7C
LINE,Low-complexity-repeat-enriched genes,ZNF579
LINE,SINE-enriched genes,ABHD6
LINE,SINE-enriched genes,ATG16L2
LINE,SINE-enriched genes,BECN1
LINE,SINE-enriched genes,C6orf89
LINE,SINE-enriched genes,CAPZB
LINE,SINE-enriched genes,CD274
LINE,SINE-enriched genes,CFAP70
LINE,SINE-enriched genes,CHCHD4
LINE,SINE-enriched genes,CINP
LINE,SINE-enriched genes,CLASRP
LINE,SINE-enriched genes,COA7
LINE,SINE-enriched genes,COX7B
LINE,SINE-enriched genes,CXCL17
LINE,SINE-enriched genes,DDX46
LINE,SINE-enriched genes,DLEC1
LINE,SINE-enriched genes,DTNB
LINE,SINE-enriched genes,EVI5
LINE,SINE-enriched genes,FLOT1
LINE,SINE-enriched genes,GARNL3
LINE,SINE-enriched genes,GJB3
LINE,SINE-enriched genes,GMNN
LINE,SINE-enriched genes,HILPDA
LINE,SINE-enriched genes,KLB
LINE,SINE-enriched genes,KSR1
LINE,SINE-enriched genes,MAS1
LINE,SINE-enriched genes,MED14
LINE,SINE-enriched genes,MRE11
LINE,SINE-enriched genes,MRPL30
LINE,SINE-enriched genes,PARP16
LINE,SINE-enriched genes,PDCD6IP
LINE,SINE-enriched genes,PDPR
LINE,SINE-enriched genes,PLEKHO2
LINE,SINE-enriched genes,PPFIA1
LINE,SINE-enriched genes,PPP2R5C
LINE,SINE-enriched genes,RUVBL1
LINE,SINE-enriched genes,RWDD3
LINE,SINE-enriched genes,SEC11A
LINE,SINE-enriched genes,SPINK4
LINE,SINE-enriched genes,SPINT2
LINE,SINE-enriched genes,STAT1
LINE,SINE-enriched genes,SYCP3
LINE,SINE-enriched genes,TBC1D25
LINE,SINE-enriched genes,TECPR2
LINE,SINE-enriched genes,TIPIN
LINE,SINE-enriched genes,TMEM170A
LINE,SINE-enriched genes,TNFRSF13B
LINE,SINE-enriched genes,TNPO3
LINE,SINE-enriched genes,TSACC
LINE,SINE-enriched genes,UNC13B
LINE,SINE-enriched genes,WDFY2
LINE,SINE-enriched genes,WIF1
LINE,SINE-enriched genes,YIPF1
LTR,L1-enriched genes,ADAM20
LTR,L1-enriched genes,ANTXR2
LTR,L1-enriched genes,CCDC7
LTR,L1-enriched genes,CEACAM21
LTR,L1-enriched genes,CGRRF1
LTR,L1-enriched genes,CHST7
LTR,L1-enriched genes,CLEC4A
LTR,L1-enriched genes,CLEC4C
LTR,L1-enriched genes,CLEC6A
LTR,L1-enriched genes,CMBL
LTR,L1-enriched genes,CYP2B6
LTR,L1-enriched genes,HSPB3
LTR,L1-enriched genes,NFU1
LTR,L1-enriched genes,PATE2
LTR,L1-enriched genes,PCCA
LTR,L1-enriched genes,PRR5L
LTR,L1-enriched genes,RDH12
LTR,L1-enriched genes,TAB3
LTR,L1-enriched genes,TEX30
LTR,L1-enriched genes,THEM4
LTR,L1-enriched genes,TMEM45A
LTR,L1-enriched genes,TRIM5
LTR,L1-enriched genes,UGT2A3
LTR,L1-enriched genes,WDR7
LTR,Low-complexity-repeat-enriched genes,AAMDC
LTR,Low-complexity-repeat-enriched genes,ARGLU1
LTR,Low-complexity-repeat-enriched genes,ARHGEF7
LTR,Low-complexity-repeat-enriched genes,ATMIN
LTR,Low-complexity-repeat-enriched genes,CATIP
LTR,Low-complexity-repeat-enriched genes,CCDC149
LTR,Low-complexity-repeat-enriched genes,CCDC158
LTR,Low-complexity-repeat-enriched genes,CHMP6
LTR,Low-complexity-repeat-enriched genes,CNOT6
LTR,Low-complexity-repeat-enriched genes,DEK
LTR,Low-complexity-repeat-enriched genes,DTWD1
LTR,Low-complexity-repeat-enriched genes,FBLL1
LTR,Low-complexity-repeat-enriched genes,FBXW11
LTR,Low-complexity-repeat-enriched genes,GGA2
LTR,Low-complexity-repeat-enriched genes,IFRD1
LTR,Low-complexity-repeat-enriched genes,ITGB5
LTR,Low-complexity-repeat-enriched genes,KCNIP4
LTR,Low-complexity-repeat-enriched genes,KLHL22
LTR,Low-complexity-repeat-enriched genes,MME
LTR,Low-complexity-repeat-enriched genes,PGK1
LTR,Low-complexity-repeat-enriched genes,PPP2R2C
LTR,Low-complexity-repeat-enriched genes,RBPJ
LTR,Low-complexity-repeat-enriched genes,RIMKLB
LTR,Low-complexity-repeat-enriched genes,RNF138
LTR,Low-complexity-repeat-enriched genes,RUSC2
LTR,Low-complexity-repeat-enriched genes,SLC17A1
LTR,Low-complexity-repeat-enriched genes,SLC39A8
LTR,Low-complexity-repeat-enriched genes,STK32C
LTR,Low-complexity-repeat-enriched genes,THBS4
LTR,Low-complexity-repeat-enriched genes,TLK1
LTR,Low-complexity-repeat-enriched genes,TMEM132B
LTR,Low-complexity-repeat-enriched genes,TMX3
LTR,Low-complexity-repeat-enriched genes,TRIM5
LTR,Low-complexity-repeat-enriched genes,TRIM59
LTR,Low-complexity-repeat-enriched genes,TRUB1
LTR,Low-complexity-repeat-enriched genes,ZBTB7C
LTR,Low-complexity-repeat-enriched genes,ZNF280D
LTR,SINE-enriched genes,ACOT13
LTR,SINE-enriched genes,ALDH3B2
LTR,SINE-enriched genes,ANKRD33
LTR,SINE-enriched genes,BLOC1S4
LTR,SINE-enriched genes,CDK10
LTR,SINE-enriched genes,COMMD5
LTR,SINE-enriched genes,COX8C
LTR,SINE-enriched genes,CPSF1
LTR,SINE-enriched genes,DNAH17
LTR,SINE-enriched genes,ENPP1
LTR,SINE-enriched genes,EPS15L1
LTR,SINE-enriched genes,F12
LTR,SINE-enriched genes,FOLR1
LTR,SINE-enriched genes,GLRX2
LTR,SINE-enriched genes,GSTP1
LTR,SINE-enriched genes,GUK1
LTR,SINE-enriched genes,IPP
LTR,SINE-enriched genes,MRPL55
LTR,SINE-enriched genes,MTRF1
LTR,SINE-enriched genes,PADI6
LTR,SINE-enriched genes,PDE6G
LTR,SINE-enriched genes,PIK3CD
LTR,SINE-enriched genes,PLA2G4E
LTR,SINE-enriched genes,RBM22
LTR,SINE-enriched genes,RIN3
LTR,SINE-enriched genes,SFT2D1
LTR,SINE-enriched genes,SLBP
LTR,SINE-enriched genes,SMYD3
LTR,SINE-enriched genes,SSB
LTR,SINE-enriched genes,TM4SF20
LTR,SINE-enriched genes,TMEM33
LTR,SINE-enriched genes,TMEM91
LTR,SINE-enriched genes,ZG16
LTR,SINE-enriched genes,ZNF226
LTR,SINE-enriched genes,ZNF8
SINE,L1-enriched genes,GP6
SINE,L1-enriched genes,MUC16
SINE,L1-enriched genes,NKAP
SINE,L1-enriched genes,TEX28
SINE,Low-complexity-repeat-enriched genes,ABCC4
SINE,Low-complexity-repeat-enriched genes,ARIH2
SINE,Low-complexity-repeat-enriched genes,ASCC2
SINE,Low-complexity-repeat-enriched genes,ASMT
SINE,Low-complexity-repeat-enriched genes,CALR4P
SINE,Low-complexity-repeat-enriched genes,CANX
SINE,Low-complexity-repeat-enriched genes,CARM1
SINE,Low-complexity-repeat-enriched genes,CCT4
SINE,Low-complexity-repeat-enriched genes,CD74
SINE,Low-complexity-repeat-enriched genes,CECR2
SINE,Low-complexity-repeat-enriched genes,CELF1
SINE,Low-complexity-repeat-enriched genes,CEP250
SINE,Low-complexity-repeat-enriched genes,CPPED1
SINE,Low-complexity-repeat-enriched genes,CRLF2
SINE,Low-complexity-repeat-enriched genes,CSDC2
SINE,Low-complexity-repeat-enriched genes,DOT1L
SINE,Low-complexity-repeat-enriched genes,ELAVL1
SINE,Low-complexity-repeat-enriched genes,ELL
SINE,Low-complexity-repeat-enriched genes,FAF2
SINE,Low-complexity-repeat-enriched genes,FAM168B
SINE,Low-complexity-repeat-enriched genes,FAM193A
SINE,Low-complexity-repeat-enriched genes,FAM76A
SINE,Low-complexity-repeat-enriched genes,GGA2
SINE,Low-complexity-repeat-enriched genes,GHRH
SINE,Low-complexity-repeat-enriched genes,GMEB1
SINE,Low-complexity-repeat-enriched genes,GSN
SINE,Low-complexity-repeat-enriched genes,HDAC1
SINE,Low-complexity-repeat-enriched genes,IL27
SINE,Low-complexity-repeat-enriched genes,ITGAL
SINE,Low-complexity-repeat-enriched genes,KCTD17
SINE,Low-complexity-repeat-enriched genes,MGRN1
SINE,Low-complexity-repeat-enriched genes,NMRK2
SINE,Low-complexity-repeat-enriched genes,NT5C2
SINE,Low-complexity-repeat-enriched genes,PACS2
SINE,Low-complexity-repeat-enriched genes,PCBD2
SINE,Low-complexity-repeat-enriched genes,PEX14
SINE,Low-complexity-repeat-enriched genes,PHF19
SINE,Low-complexity-repeat-enriched genes,PLEKHG5
SINE,Low-complexity-repeat-enriched genes,PPP6C
SINE,Low-complexity-repeat-enriched genes,PRRC2B
SINE,Low-complexity-repeat-enriched genes,RABGEF1
SINE,Low-complexity-repeat-enriched genes,RANGAP1
SINE,Low-complexity-repeat-enriched genes,RBM39
SINE,Low-complexity-repeat-enriched genes,RPA1
SINE,Low-complexity-repeat-enriched genes,RTF1
SINE,Low-complexity-repeat-enriched genes,SMIM22
SINE,Low-complexity-repeat-enriched genes,SOX30
SINE,Low-complexity-repeat-enriched genes,SPAST
SINE,Low-complexity-repeat-enriched genes,STARD10
SINE,Low-complexity-repeat-enriched genes,TPCN1
SINE,Low-complexity-repeat-enriched genes,USP34
SINE,Low-complexity-repeat-enriched genes,USP42
SINE,Low-complexity-repeat-enriched genes,VSIG10
SINE,Low-complexity-repeat-enriched genes,ZNF653
SINE,Low-complexity-repeat-enriched genes,ZNF771
SINE,SINE-enriched genes,ADSL
SINE,SINE-enriched genes,AKT2
SINE,SINE-enriched genes,AMBRA1
SINE,SINE-enriched genes,ANAPC11
SINE,SINE-enriched genes,ANAPC5
SINE,SINE-enriched genes,AP3D1
SINE,SINE-enriched genes,APOC2
SINE,SINE-enriched genes,APOC4
SINE,SINE-enriched genes,ARCN1
SINE,SINE-enriched genes,ASB16
SINE,SINE-enriched genes,ASCC2
SINE,SINE-enriched genes,ATP1B2
SINE,SINE-enriched genes,BLM
SINE,SINE-enriched genes,BLVRB
SINE,SINE-enriched genes,BPNT1
SINE,SINE-enriched genes,C17orf75
SINE,SINE-enriched genes,C19orf44
SINE,SINE-enriched genes,C19orf53
SINE,SINE-enriched genes,CALCOCO2
SINE,SINE-enriched genes,CALR3
SINE,SINE-enriched genes,CAMLG
SINE,SINE-enriched genes,CASP8AP2
SINE,SINE-enriched genes,CATSPERG
SINE,SINE-enriched genes,CBFA2T2
SINE,SINE-enriched genes,CBY3
SINE,SINE-enriched genes,CCAR1
SINE,SINE-enriched genes,CCL5
SINE,SINE-enriched genes,CD79A
SINE,SINE-enriched genes,CDK12
SINE,SINE-enriched genes,CELF1
SINE,SINE-enriched genes,CEP164
SINE,SINE-enriched genes,CFAP74
SINE,SINE-enriched genes,CLASRP
SINE,SINE-enriched genes,CLPSL2
SINE,SINE-enriched genes,CNKSR1
SINE,SINE-enriched genes,CNPY4
SINE,SINE-enriched genes,CNR2
SINE,SINE-enriched genes,COMMD7
SINE,SINE-enriched genes,COPS7A
SINE,SINE-enriched genes,COPZ1
SINE,SINE-enriched genes,COX5A
SINE,SINE-enriched genes,COX6A1
SINE,SINE-enriched genes,CRK
SINE,SINE-enriched genes,CSE1L
SINE,SINE-enriched genes,CTDSPL2
SINE,SINE-enriched genes,CWC25
SINE,SINE-enriched genes,DAG1
SINE,SINE-enriched genes,DAND5
SINE,SINE-enriched genes,DHX30
SINE,SINE-enriched genes,DNA2
SINE,SINE-enriched genes,DNAJA3
SINE,SINE-enriched genes,DNASE1L1
SINE,SINE-enriched genes,DNM2
SINE,SINE-enriched genes,DPF2
SINE,SINE-enriched genes,DPPA2
SINE,SINE-enriched genes,DPPA3
SINE,SINE-enriched genes,DPPA4
SINE,SINE-enriched genes,DPY30
SINE,SINE-enriched genes,DRG2
SINE,SINE-enriched genes,EIF3B
SINE,SINE-enriched genes,EIF3I
SINE,SINE-enriched genes,EIF4H
SINE,SINE-enriched genes,ELOF1
SINE,SINE-enriched genes,EMC3
SINE,SINE-enriched genes,ENDOG
SINE,SINE-enriched genes,EP400
SINE,SINE-enriched genes,EPOR
SINE,SINE-enriched genes,ERAL1
SINE,SINE-enriched genes,ERCC2
SINE,SINE-enriched genes,EXOC7
SINE,SINE-enriched genes,FAM222B
SINE,SINE-enriched genes,FAM76A
SINE,SINE-enriched genes,FBXO46
SINE,SINE-enriched genes,FCGRT
SINE,SINE-enriched genes,FLAD1
SINE,SINE-enriched genes,FLYWCH1
SINE,SINE-enriched genes,FNBP4
SINE,SINE-enriched genes,FOLR1
SINE,SINE-enriched genes,GANAB
SINE,SINE-enriched genes,GAPVD1
SINE,SINE-enriched genes,GEMIN5
SINE,SINE-enriched genes,GEMIN6
SINE,SINE-enriched genes,GJC1
SINE,SINE-enriched genes,GMEB1
SINE,SINE-enriched genes,GMFG
SINE,SINE-enriched genes,GPATCH3
SINE,SINE-enriched genes,GPR37L1
SINE,SINE-enriched genes,GTF2F1
SINE,SINE-enriched genes,HAPLN2
SINE,SINE-enriched genes,HIP1
SINE,SINE-enriched genes,HMGCL
SINE,SINE-enriched genes,HNRNPF
SINE,SINE-enriched genes,ICAM1
SINE,SINE-enriched genes,IFI35
SINE,SINE-enriched genes,IMP3
SINE,SINE-enriched genes,INSL3
SINE,SINE-enriched genes,INTS5
SINE,SINE-enriched genes,IPO7
SINE,SINE-enriched genes,KAT8
SINE,SINE-enriched genes,KEAP1
SINE,SINE-enriched genes,KIF1B
SINE,SINE-enriched genes,KIF2C
SINE,SINE-enriched genes,KPNA6
SINE,SINE-enriched genes,KXD1
SINE,SINE-enriched genes,LBHD1
SINE,SINE-enriched genes,LDLRAD2
SINE,SINE-enriched genes,LEO1
SINE,SINE-enriched genes,LIMK1
SINE,SINE-enriched genes,LMAN1L
SINE,SINE-enriched genes,LUC7L
SINE,SINE-enriched genes,LUZP1
SINE,SINE-enriched genes,MAD2L1BP
SINE,SINE-enriched genes,MCAT
SINE,SINE-enriched genes,MED1
SINE,SINE-enriched genes,MED18
SINE,SINE-enriched genes,MEIOB
SINE,SINE-enriched genes,METTL23
SINE,SINE-enriched genes,MGAT4EP
SINE,SINE-enriched genes,MORN3
SINE,SINE-enriched genes,MRPL4
SINE,SINE-enriched genes,MRPL51
SINE,SINE-enriched genes,MRPL52
SINE,SINE-enriched genes,MRPS21
SINE,SINE-enriched genes,MYADML2
SINE,SINE-enriched genes,MYDGF
SINE,SINE-enriched genes,NAA25
SINE,SINE-enriched genes,NANOS2
SINE,SINE-enriched genes,NASP
SINE,SINE-enriched genes,NDUFA13
SINE,SINE-enriched genes,NDUFA3
SINE,SINE-enriched genes,NDUFS5
SINE,SINE-enriched genes,NDUFV3
SINE,SINE-enriched genes,NICN1
SINE,SINE-enriched genes,NLRP12
SINE,SINE-enriched genes,NME1
SINE,SINE-enriched genes,NOB1
SINE,SINE-enriched genes,NOL9
SINE,SINE-enriched genes,NPAS1
SINE,SINE-enriched genes,NPLOC4
SINE,SINE-enriched genes,NRBP1
SINE,SINE-enriched genes,NUP85
SINE,SINE-enriched genes,NXNL1
SINE,SINE-enriched genes,ORAI1
SINE,SINE-enriched genes,OTUB1
SINE,SINE-enriched genes,PAFAH1B3
SINE,SINE-enriched genes,PBX4
SINE,SINE-enriched genes,PDE4A
SINE,SINE-enriched genes,PDE6G
SINE,SINE-enriched genes,PDPR
SINE,SINE-enriched genes,PGPEP1
SINE,SINE-enriched genes,PHACTR4
SINE,SINE-enriched genes,PIF1
SINE,SINE-enriched genes,PISD
SINE,SINE-enriched genes,PITHD1
SINE,SINE-enriched genes,PKD1
SINE,SINE-enriched genes,PLA2G1B
SINE,SINE-enriched genes,PLA2G6
SINE,SINE-enriched genes,PLEKHA4
SINE,SINE-enriched genes,PLVAP
SINE,SINE-enriched genes,PMM1
SINE,SINE-enriched genes,PMVK
SINE,SINE-enriched genes,POLR2G
SINE,SINE-enriched genes,POLR3H
SINE,SINE-enriched genes,PRPF3
SINE,SINE-enriched genes,PRR19
SINE,SINE-enriched genes,PRRG2
SINE,SINE-enriched genes,PRX
SINE,SINE-enriched genes,PSKH1
SINE,SINE-enriched genes,PSMA6
SINE,SINE-enriched genes,PSMB5
SINE,SINE-enriched genes,PSMD4
SINE,SINE-enriched genes,PTGES3
SINE,SINE-enriched genes,PTPN11
SINE,SINE-enriched genes,PUM1
SINE,SINE-enriched genes,PWWP2A
SINE,SINE-enriched genes,R3HDM4
SINE,SINE-enriched genes,RAB10
SINE,SINE-enriched genes,RAB19
SINE,SINE-enriched genes,RABEPK
SINE,SINE-enriched genes,RBP7
SINE,SINE-enriched genes,REC8
SINE,SINE-enriched genes,RELB
SINE,SINE-enriched genes,RHOT1
SINE,SINE-enriched genes,RILPL1
SINE,SINE-enriched genes,RILPL2
SINE,SINE-enriched genes,RITA1
SINE,SINE-enriched genes,RLN3
SINE,SINE-enriched genes,RMDN3
SINE,SINE-enriched genes,RNASEH2A
SINE,SINE-enriched genes,RPA2
SINE,SINE-enriched genes,RPAP1
SINE,SINE-enriched genes,RPGRIP1
SINE,SINE-enriched genes,RPL24
SINE,SINE-enriched genes,RPS10
SINE,SINE-enriched genes,RPS9
SINE,SINE-enriched genes,RRP12
SINE,SINE-enriched genes,SAE1
SINE,SINE-enriched genes,SCAMP4
SINE,SINE-enriched genes,SDS
SINE,SINE-enriched genes,SEC24A
SINE,SINE-enriched genes,SEPHS2
SINE,SINE-enriched genes,SERTAD1
SINE,SINE-enriched genes,SESN2
SINE,SINE-enriched genes,SFI1
SINE,SINE-enriched genes,SH3GLB2
SINE,SINE-enriched genes,SIRT4
SINE,SINE-enriched genes,SLC37A3
SINE,SINE-enriched genes,SLC44A2
SINE,SINE-enriched genes,SMARCA4
SINE,SINE-enriched genes,SMARCC1
SINE,SINE-enriched genes,SMIM14
SINE,SINE-enriched genes,SNF8
SINE,SINE-enriched genes,SNRPC
SINE,SINE-enriched genes,SNRPD2
SINE,SINE-enriched genes,SNTA1
SINE,SINE-enriched genes,SNX4
SINE,SINE-enriched genes,SNX8
SINE,SINE-enriched genes,SPATA2
SINE,SINE-enriched genes,SPG7
SINE,SINE-enriched genes,SRCAP
SINE,SINE-enriched genes,SSC4D
SINE,SINE-enriched genes,SSR2
SINE,SINE-enriched genes,SUMO2
SINE,SINE-enriched genes,SUZ12
SINE,SINE-enriched genes,SYCE2
SINE,SINE-enriched genes,SZRD1
SINE,SINE-enriched genes,TAB1
SINE,SINE-enriched genes,TAF6
SINE,SINE-enriched genes,TARDBP
SINE,SINE-enriched genes,TEF
SINE,SINE-enriched genes,TIPIN
SINE,SINE-enriched genes,TKTL1
SINE,SINE-enriched genes,TM4SF5
SINE,SINE-enriched genes,TMEM91
SINE,SINE-enriched genes,TNPO2
SINE,SINE-enriched genes,TRIAP1
SINE,SINE-enriched genes,TRIM75
SINE,SINE-enriched genes,TRNAU1AP
SINE,SINE-enriched genes,TSGA10IP
SINE,SINE-enriched genes,TSNAXIP1
SINE,SINE-enriched genes,TXNDC15
SINE,SINE-enriched genes,UBA52
SINE,SINE-enriched genes,UBAP1
SINE,SINE-enriched genes,UBAP2
SINE,SINE-enriched genes,UBB
SINE,SINE-enriched genes,UBE2G1
SINE,SINE-enriched genes,UBXN1
SINE,SINE-enriched genes,UBXN11
SINE,SINE-enriched genes,UBXN6
SINE,SINE-enriched genes,UHRF1
SINE,SINE-enriched genes,UQCC3
SINE,SINE-enriched genes,USP4
SINE,SINE-enriched genes,VASP
SINE,SINE-enriched genes,VHL
SINE,SINE-enriched genes,VKORC1
SINE,SINE-enriched genes,VPS11
SINE,SINE-enriched genes,VPS25
SINE,SINE-enriched genes,VPS51
SINE,SINE-enriched genes,WDR45
SINE,SINE-enriched genes,WDR74
SINE,SINE-enriched genes,WIPI2
SINE,SINE-enriched genes,XPO4
SINE,SINE-enriched genes,XPO6
SINE,SINE-enriched genes,ZNF207
SINE,SINE-enriched genes,ZNF335
SINE,SINE-enriched genes,ZNF709
SINE,SINE-enriched genes,ZNF786
SINE,SINE-enriched genes,ZP3
SINE,SINE-enriched genes,ZSCAN21
SINE,SINE-enriched genes,ZSWIM3
DNA,L1-enriched genes,ABCA4
DNA,L1-enriched genes,AIFM1
DNA,L1-enriched genes,ASB14
DNA,L1-enriched genes,CACNA2D4
DNA,L1-enriched genes,CBR4
DNA,L1-enriched genes,CCR1
DNA,L1-enriched genes,CHAC2
DNA,L1-enriched genes,DISP1
DNA,L1-enriched genes,E2F5
DNA,L1-enriched genes,EXOC6B
DNA,L1-enriched genes,GMNC
DNA,L1-enriched genes,GPR34
DNA,L1-enriched genes,IL12RB2
DNA,L1-enriched genes,KRCC1
DNA,L1-enriched genes,L3MBTL4
DNA,L1-enriched genes,METTL14
DNA,L1-enriched genes,MS4A12
DNA,L1-enriched genes,PHF8
DNA,L1-enriched genes,PRLR
DNA,L1-enriched genes,PRR5L
DNA,L1-enriched genes,RCN2
DNA,L1-enriched genes,SMR3A
DNA,L1-enriched genes,SRI
DNA,L1-enriched genes,TAS2R40
DNA,L1-enriched genes,TC2N
DNA,L1-enriched genes,TRIM34
DNA,L1-enriched genes,ZFP42
DNA,Low-complexity-repeat-enriched genes,ACADL
DNA,Low-complexity-repeat-enriched genes,ACVR1
DNA,Low-complexity-repeat-enriched genes,AEBP2
DNA,Low-complexity-repeat-enriched genes,ANK3
DNA,Low-complexity-repeat-enriched genes,ANKRD13A
DNA,Low-complexity-repeat-enriched genes,ARHGEF7
DNA,Low-complexity-repeat-enriched genes,ARL13B
DNA,Low-complexity-repeat-enriched genes,BEND7
DNA,Low-complexity-repeat-enriched genes,BRAP
DNA,Low-complexity-repeat-enriched genes,CASD1
DNA,Low-complexity-repeat-enriched genes,CCDC25
DNA,Low-complexity-repeat-enriched genes,CELF2
DNA,Low-complexity-repeat-enriched genes,CEP250
DNA,Low-complexity-repeat-enriched genes,CERS3
DNA,Low-complexity-repeat-enriched genes,CGGBP1
DNA,Low-complexity-repeat-enriched genes,CHAF1A
DNA,Low-complexity-repeat-enriched genes,CLN6
DNA,Low-complexity-repeat-enriched genes,CLYBL
DNA,Low-complexity-repeat-enriched genes,COBL
