seed,,5S-Deu-L2,Alu,CR1,Crypton,Crypton-A,Dong-R4,ERV1,ERVK,ERVL,ERVL-MaLR,Gypsy,Helitron,I-Jockey,Kolobok,L1,L1-Tx1,L2,MIR,MULE-MuDR,Merlin,PIF-Harbinger,Penelope,PiggyBac,RTE-BovB,RTE-X,SVA,TcMar,TcMar-Mariner,TcMar-Pogo,TcMar-Tc1,TcMar-Tc2,TcMar-Tigger,hAT,hAT-Ac,hAT-Blackjack,hAT-Charlie,hAT-Tag1,hAT-Tip100,hAT-Tip100?,hAT-hAT19,hAT?,tRNA,tRNA-Deu,tRNA-RTE
377,1521,99,76196,5438,28,8,53,9720,601,9062,18253,1465,137,6,27,79735,16,39471,34945,199,17,26,54,146,539,1335,538,16,1054,0,56,464,7875,182,362,1119,15803,171,4105,11,1,3,127,32,263
378,1467,149,76401,5440,14,13,70,9549,602,9095,18434,1364,136,7,32,79721,18,39577,34859,191,21,42,56,147,540,1410,517,10,996,3,61,517,7811,201,337,1091,16075,184,4195,10,2,0,116,29,261
379,1435,124,76470,5386,20,17,59,9818,605,9101,18515,1458,117,14,28,79744,19,39640,34891,261,16,35,67,157,564,1415,483,13,1008,2,42,480,7813,193,409,1094,16023,196,4156,4,0,0,95,21,250
380,1538,139,76940,5271,15,6,80,9770,594,9081,17777,1456,111,19,36,79477,18,39850,35435,219,10,28,66,180,531,1291,472,9,1077,3,36,462,7708,195,321,1109,15920,170,4280,6,0,2,90,29,294
381,1397,107,76429,5440,16,6,57,9928,662,9180,18494,1392,104,9,19,80249,14,39833,35185,204,11,31,53,123,507,1356,488,16,1066,2,33,471,7857,215,311,1039,16039,192,4155,7,1,2,115,24,303
382,1516,130,76665,5441,23,10,38,9678,640,8892,18480,1499,141,7,29,78938,14,39839,34683,174,11,29,41,172,593,1323,492,18,987,4,55,524,7859,184,335,1068,16250,241,4103,7,0,4,107,36,265
383,1453,119,77174,5283,16,7,75,9542,637,8978,18349,1436,98,7,30,79870,18,39644,35023,214,18,30,52,132,546,1322,518,10,1066,2,37,494,7773,215,327,1057,15801,190,4187,5,1,4,113,31,289
384,1496,106,76774,5454,11,15,61,9702,646,8926,18285,1408,135,8,36,79716,10,39376,35228,202,13,28,62,138,564,1305,496,35,1012,2,37,494,7906,211,336,1116,16050,210,4115,3,3,2,140,34,263
385,1506,132,76744,5279,12,4,53,9578,686,9229,18220,1472,120,20,25,79994,19,39500,35053,185,13,36,62,149,580,1205,486,23,1064,3,36,531,7717,174,354,1037,16043,183,4152,3,2,1,93,22,301
386,1459,158,77406,5441,25,10,63,9747,657,8907,18030,1446,171,7,26,78722,5,39597,34840,234,15,42,53,126,542,1398,516,11,1057,1,45,461,7843,199,353,1071,15977,224,4221,4,2,2,102,34,263
387,1466,151,77287,5386,19,12,61,9633,705,9189,18481,1432,137,8,23,79341,17,39677,35021,191,10,29,68,128,531,1338,486,12,1086,2,35,468,7942,180,340,1144,15981,203,4192,5,1,5,135,21,277
388,1483,152,76738,5263,23,10,37,9820,674,9027,18390,1405,144,7,33,79575,7,39785,34916,235,15,40,60,155,534,1345,528,17,1061,5,42,500,7847,204,342,1083,16054,173,4067,10,1,2,114,33,239
389,1455,123,76828,5564,22,9,54,9688,682,8931,18544,1417,144,15,18,79673,10,39876,35105,212,12,40,41,145,561,1332,519,20,1062,5,51,516,7898,170,349,1087,16180,233,4185,9,0,7,141,33,269
390,1503,156,77145,5577,27,12,62,9802,719,9189,18284,1466,131,11,22,80271,14,39864,35023,266,13,21,55,165,576,1383,483,18,994,4,58,507,7730,213,325,1181,15911,177,4279,5,0,4,125,39,309
391,1419,145,76806,5399,19,10,60,9736,650,8883,18271,1442,150,17,21,79846,20,39913,35265,187,25,24,47,154,555,1321,501,18,1059,2,65,460,7668,231,344,1015,16157,218,4203,7,0,1,98,25,318
392,1440,159,76934,5547,13,8,39,9530,649,9145,18525,1540,134,11,21,79803,24,39280,35001,190,20,22,59,150,597,1381,480,15,1012,0,46,537,7762,195,335,1096,15922,203,4080,7,3,8,94,15,257
393,1473,137,76947,5464,17,11,54,9776,635,9057,18470,1464,165,14,32,80216,18,39444,34884,234,17,29,51,148,596,1334,538,18,1009,0,44,518,7722,211,311,1072,15886,193,4220,10,0,4,98,35,243
394,1345,134,77019,5220,18,12,56,9763,626,9239,18453,1398,127,4,16,80237,12,39584,35258,215,8,28,86,143,607,1293,519,13,1053,4,40,544,7877,210,356,1091,16113,179,4167,7,2,3,114,19,283
395,1513,157,77038,5342,13,13,57,9679,661,9085,18370,1466,127,13,20,80239,14,39959,35203,173,10,23,66,136,557,1406,549,7,1060,1,57,485,7913,203,330,1157,16046,218,4282,2,0,3,114,30,229
396,1478,139,76841,5318,27,15,65,9716,654,9003,18469,1432,134,12,32,80145,12,40299,34670,226,13,21,63,145,548,1347,471,15,1047,2,46,490,7972,180,345,1090,15926,173,4204,7,0,1,97,22,272
397,1469,133,76652,5305,28,8,52,9663,694,9096,18522,1375,125,11,23,79331,3,39821,34651,207,29,37,59,140,543,1361,493,15,995,2,58,497,7782,216,342,989,15847,160,4250,10,1,0,131,33,286
398,1518,126,78179,5365,12,10,58,9615,602,9054,18524,1466,128,13,38,79034,8,39561,34912,202,11,26,51,141,537,1384,564,8,1052,4,60,472,7609,186,367,1133,16125,227,4178,7,1,0,104,49,249
399,1499,125,76620,5298,13,7,51,9675,675,9126,18500,1412,129,10,28,79839,18,39407,35422,220,21,32,65,147,516,1302,478,31,1088,4,43,476,7892,220,352,1127,16094,198,4148,6,0,1,115,22,246
400,1459,144,76909,5414,25,7,64,9653,635,9020,18339,1385,128,8,20,80056,17,39400,35139,208,13,26,63,132,581,1298,484,17,1056,5,48,541,7801,207,335,1161,15934,227,4112,4,1,3,106,20,244
401,1452,143,77025,5388,18,6,43,9762,589,9069,18067,1454,136,16,38,79392,20,39531,35566,219,9,36,52,145,535,1325,489,15,1061,2,56,528,7859,226,351,1097,15977,212,4210,9,0,0,115,30,250
402,1517,118,77050,5305,21,6,48,9713,694,9271,18362,1377,120,6,27,79700,16,39564,34881,172,9,21,44,135,561,1312,519,23,1017,4,44,479,7751,196,328,1043,15970,198,4119,4,0,2,110,26,274
403,1379,146,77403,5403,18,8,56,9766,653,9153,18178,1414,155,8,33,79550,14,39450,35150,207,18,26,53,159,555,1273,516,13,992,2,46,527,7956,198,340,1078,16080,188,4086,9,1,2,120,32,277
404,1497,130,76941,5460,19,9,56,9684,631,9260,18185,1459,127,4,24,79645,18,39511,35265,221,13,27,42,175,606,1344,520,19,1073,1,52,526,7746,220,349,1143,16163,184,4128,3,1,4,97,37,277
405,1454,151,76930,5351,15,10,40,9654,670,8814,18388,1422,152,5,31,79491,6,39659,35212,227,27,36,67,144,517,1352,483,12,1004,5,41,449,7988,195,352,1063,16313,188,4074,3,0,2,96,19,285
406,1377,114,76782,5449,20,12,57,9769,679,9087,18606,1514,119,6,33,79094,10,39465,35355,225,15,33,64,167,501,1312,459,11,1073,0,47,534,7838,227,398,1079,16140,202,4200,7,0,1,111,45,302
407,1499,128,76890,5461,17,14,47,9694,698,9088,18402,1425,129,9,23,80166,15,39546,35113,210,14,21,42,144,527,1328,588,10,1017,3,36,444,7734,197,325,1137,15964,223,4069,7,1,7,97,31,240
408,1454,129,76822,5374,16,16,45,10009,642,9108,18137,1413,105,4,19,79566,17,39653,34593,230,24,19,61,139,576,1288,521,9,1138,2,47,504,7769,188,325,1103,16364,189,4218,5,0,9,106,32,270
409,1448,144,76685,5516,11,8,60,9672,716,9189,18473,1455,140,16,27,79034,12,39932,35159,247,13,15,46,150,555,1391,443,8,938,5,47,461,7791,200,348,1144,16006,192,4083,5,3,4,92,24,245
410,1476,133,77172,5381,30,14,47,9621,628,8807,18078,1433,143,16,24,80070,11,39598,35249,210,15,26,66,140,556,1293,538,20,1071,0,42,470,7547,188,344,1069,16214,219,4175,3,0,3,110,30,272
411,1502,166,76504,5396,18,9,54,9754,681,9117,18397,1468,137,5,28,80267,11,39892,35196,197,17,50,89,162,555,1406,448,14,1019,2,40,487,7567,245,341,1056,15894,184,4148,6,3,3,109,29,278
412,1490,130,76671,5483,20,8,50,9577,608,9110,18308,1444,115,6,30,79441,9,39542,35385,216,10,26,74,149,570,1322,548,16,1033,4,57,578,7956,206,335,1089,16087,211,4099,11,0,2,111,44,294
413,1431,151,76748,5441,19,7,39,10006,628,8927,18230,1475,119,12,35,78879,7,39610,35419,184,17,21,54,131,552,1411,524,13,1054,4,53,508,7707,199,359,1108,15989,183,4106,8,1,1,118,34,276
414,1566,159,76479,5319,13,11,67,9860,642,8907,18372,1482,129,4,27,79019,11,39660,34906,234,11,28,60,171,524,1276,478,13,1013,0,61,481,7894,216,359,1159,16135,163,4279,3,2,2,118,27,268
415,1463,158,77555,5312,10,14,46,9608,643,9129,18571,1387,123,6,28,79947,10,39382,34868,238,11,28,72,159,565,1329,507,20,1108,15,44,513,8021,219,379,1098,15968,200,4265,2,1,4,99,33,293
416,1447,114,76905,5454,11,13,43,9678,656,9116,18251,1359,103,12,13,79071,15,39621,35287,253,22,44,60,150,558,1352,468,8,1062,2,47,492,7889,215,389,1018,15944,216,4236,2,0,1,113,42,253
417,1511,123,77135,5249,16,8,55,9577,644,9071,18411,1426,136,17,42,79886,6,39487,35173,207,21,34,71,167,561,1325,543,7,1061,0,43,508,7850,208,331,1113,15995,218,4112,7,0,3,102,40,252
418,1434,175,76726,5379,27,17,47,9685,672,8979,18255,1381,143,5,23,79455,17,39681,35289,196,14,31,42,141,534,1395,506,9,1063,1,56,474,7886,219,368,1101,16285,195,4016,4,1,1,93,23,290
419,1433,129,77408,5410,27,12,60,9721,685,9016,18305,1460,130,13,26,79621,6,39716,35077,230,26,33,71,177,539,1251,490,11,1100,1,42,526,7800,213,347,1056,16147,162,4220,5,1,1,102,30,300
420,1440,154,76887,5413,30,10,63,9704,676,8995,18309,1420,125,9,32,80028,20,39402,34822,195,13,41,58,167,569,1356,551,14,1009,5,31,511,7798,224,370,1068,16156,191,4176,2,0,0,120,32,248
421,1419,158,77054,5349,18,10,50,9734,611,8871,18150,1449,145,4,34,79973,10,40223,35241,224,16,41,56,151,554,1308,483,15,1037,2,43,467,7676,225,353,1071,16119,177,4178,1,0,2,108,26,291
422,1478,142,76599,5380,18,10,33,9879,612,9014,18315,1518,105,12,27,79982,7,40028,35214,206,15,27,82,167,533,1394,490,11,1095,1,49,467,7901,191,356,1076,16461,191,3993,4,0,2,112,23,305
423,1476,142,77828,5390,25,13,65,9641,644,8913,18435,1440,138,10,29,79925,11,39764,34948,216,22,33,52,129,552,1376,534,14,1028,4,42,571,7668,216,343,1017,15920,192,4202,7,3,3,107,28,289
424,1417,151,76761,5440,24,12,68,9578,693,9090,18536,1458,127,3,22,79351,11,39389,34803,246,27,37,56,133,558,1425,521,13,1070,6,38,492,7760,182,391,1198,15913,171,4179,9,0,2,97,22,267
425,1475,127,76196,5204,27,11,58,9889,676,8762,18213,1484,143,11,19,80190,12,39627,34807,255,14,32,47,156,539,1375,575,13,1063,0,27,527,7880,214,350,1080,16061,181,4241,9,0,9,118,39,250
426,1457,142,76968,5549,19,11,63,9684,665,8830,18465,1448,128,7,44,80310,13,40199,35273,213,13,39,68,146,563,1343,516,11,1063,2,38,507,7883,159,314,1049,15736,161,4199,10,0,4,110,32,288
427,1393,140,77236,5608,20,10,66,9717,682,8859,18482,1448,146,3,22,79653,17,39350,34967,228,15,21,61,131,564,1279,534,14,1064,5,36,494,7732,211,307,1027,16092,178,4103,3,1,6,95,29,255
428,1512,149,76663,5427,16,13,66,9727,644,8945,18496,1450,120,10,35,80065,12,39659,35356,190,12,23,60,143,565,1413,541,10,1032,1,44,469,7918,209,359,1073,15877,182,4262,7,1,1,106,25,285
429,1459,143,77343,5417,24,6,71,9501,648,8878,18133,1331,130,17,31,79768,14,39758,35316,233,10,22,73,134,572,1383,488,15,1042,3,39,482,7846,203,343,1133,16161,211,4147,3,0,4,98,28,307
430,1472,153,76951,5373,16,9,49,9505,683,8985,18378,1484,130,9,33,79147,5,39792,35141,192,11,31,65,150,540,1369,493,15,975,8,55,498,7833,187,351,1162,15746,195,4163,5,0,4,105,29,277
431,1448,112,76955,5470,16,11,36,9676,666,9128,18275,1392,140,8,32,79538,17,39341,35330,221,16,24,77,153,502,1342,486,11,932,5,45,518,7803,171,339,1193,15814,187,4085,1,1,7,84,17,280
432,1502,135,77285,5329,19,10,63,9517,669,8926,18282,1440,135,8,26,79940,10,39669,35265,240,22,19,64,155,528,1319,520,15,1059,6,43,491,7870,175,356,1112,15931,188,4181,1,0,2,111,16,285
433,1474,159,76807,5451,14,7,68,9929,652,9058,18502,1454,144,3,25,79082,8,39419,35224,220,18,36,40,139,547,1380,521,11,1061,2,46,517,7849,163,344,1083,15852,196,4210,3,1,2,120,23,281
434,1539,144,76768,5352,13,8,50,9818,647,9022,18212,1487,125,8,24,79647,11,39701,34851,253,16,22,61,176,622,1345,523,11,979,2,52,500,7956,208,322,1127,15691,223,4196,6,0,3,102,34,225
435,1477,159,77099,5456,22,4,43,9927,651,9103,18508,1407,143,14,25,79527,6,39627,34892,203,15,23,75,145,589,1295,512,14,1053,0,46,560,7736,200,357,1060,16101,184,4220,8,1,1,90,26,273
436,1535,159,76426,5488,18,17,47,9722,673,8923,18264,1461,112,9,39,79605,12,39436,35217,216,12,31,69,129,536,1308,526,11,1052,4,36,459,7810,222,349,1085,16065,174,4089,6,3,4,111,18,297
437,1477,124,76321,5246,20,13,52,9612,731,9168,18174,1346,143,19,26,80304,11,39937,35160,203,18,26,52,132,546,1465,523,12,1072,0,58,520,7900,234,349,1072,16034,187,4121,3,0,8,117,28,278
438,1466,120,76685,5325,36,10,40,9666,604,9069,18035,1484,139,11,21,80010,13,39711,35262,242,10,21,68,138,539,1321,574,21,1091,0,57,503,7620,188,363,1129,16098,225,4215,5,0,2,100,32,258
439,1541,127,76955,5218,40,9,52,9842,669,8998,18577,1446,127,12,17,79756,8,39899,35496,202,15,36,83,136,579,1310,475,15,1093,2,44,483,7729,191,340,1111,15933,195,4122,4,1,3,107,28,285
440,1490,134,76615,5522,18,9,48,9867,638,9176,18590,1483,152,6,26,80338,11,39622,35349,194,19,22,68,151,568,1241,482,16,1043,1,56,440,7870,213,324,1089,15988,196,4066,5,1,4,109,44,234
441,1566,149,77535,5418,15,8,57,9849,677,9196,18558,1463,123,2,42,79690,16,39470,35543,205,30,39,58,162,572,1258,534,15,1056,3,45,467,7735,208,387,1088,15819,205,4240,6,5,3,97,23,221
442,1515,158,76624,5272,26,14,55,9652,704,9255,18159,1439,120,11,24,79678,12,39904,35251,217,8,34,57,167,545,1232,547,21,1054,4,36,448,7857,221,305,1061,16104,182,4236,4,2,4,132,28,253
443,1471,148,77261,5491,27,11,42,9726,709,9028,18366,1434,136,8,21,79931,21,40331,34923,209,16,35,71,138,575,1310,490,17,968,2,47,507,7729,219,333,961,16122,192,4319,4,2,8,89,21,284
444,1439,142,76571,5579,10,10,45,9652,647,9210,18597,1451,141,17,17,80159,10,39389,35047,222,13,30,66,150,536,1396,479,14,1035,4,40,496,7735,173,358,1079,16189,189,4256,6,1,7,81,27,279
445,1499,140,76624,5359,12,6,63,9737,655,8860,18416,1468,95,8,26,79439,14,39643,35158,211,20,28,54,165,554,1332,503,11,1054,0,43,471,7756,197,340,1075,16145,210,4170,3,0,2,120,36,290
446,1467,159,76922,5261,20,8,74,9867,742,9086,18525,1492,120,10,25,80756,9,39828,34727,239,7,25,68,155,549,1350,495,15,1005,0,34,453,7923,183,366,1072,15887,174,4003,6,0,2,107,29,300
447,1460,148,76643,5391,17,14,55,9725,688,9036,18714,1434,127,7,35,79319,9,39969,35415,201,28,20,53,125,535,1329,499,8,992,2,43,442,7937,220,299,1125,16066,158,4086,3,0,1,105,17,259
448,1482,141,77197,5358,16,12,59,9720,615,8802,18395,1458,140,9,22,79542,6,39837,35064,214,9,32,46,151,539,1376,565,10,1033,4,49,495,7898,200,332,1093,16054,209,4139,2,0,1,134,28,268
449,1438,136,77332,5422,28,7,53,9798,716,8980,18250,1426,129,13,24,79268,22,39680,35073,241,17,35,83,161,558,1370,521,28,1047,2,38,466,7696,237,379,1121,15843,181,4203,7,2,2,86,29,285
450,1479,132,76949,5409,16,13,57,9715,636,9073,18452,1372,106,11,39,80161,13,39343,35043,208,11,40,59,138,576,1293,533,10,1077,0,52,463,7782,201,345,1113,15979,170,4241,9,1,2,89,31,285
451,1525,151,76874,5216,12,8,50,9526,622,9127,18322,1432,131,8,27,79703,13,39250,35217,222,13,27,64,145,532,1260,472,18,1028,0,53,461,7991,204,365,1080,16200,168,4087,6,1,1,104,36,286
452,1458,126,77472,5326,29,14,47,9748,627,8964,18358,1375,145,7,29,79714,11,39637,35105,213,12,22,52,176,499,1342,514,13,988,0,46,522,7869,199,351,1024,16116,218,4155,4,3,1,99,34,282
453,1459,127,76761,5495,37,12,54,9546,653,9117,18294,1501,140,10,31,80294,11,39277,35296,213,20,23,54,154,588,1341,522,22,1006,1,45,474,7739,234,387,1110,15915,190,3988,4,0,1,128,19,284
454,1524,137,77386,5437,13,16,45,9713,655,9236,18375,1396,153,9,32,80257,11,39741,35373,225,10,30,82,142,611,1293,488,12,1090,0,35,512,7836,176,336,1115,16144,196,4262,6,2,4,129,17,281
455,1504,120,77103,5283,31,7,70,9923,656,9006,18408,1379,119,5,36,79329,18,39555,35421,182,15,27,50,141,565,1296,550,17,1072,3,37,493,7711,184,352,1136,15823,206,4321,6,0,1,102,33,257
456,1475,155,76572,5641,25,8,56,9854,653,9052,18570,1409,111,6,31,79631,19,40050,34952,180,18,23,64,138,498,1302,443,14,1035,4,44,487,8075,227,324,1176,15821,203,4055,3,0,2,115,34,260
457,1492,129,76659,5277,21,12,41,9554,658,9012,18281,1431,113,14,22,79443,15,39642,34946,183,13,38,67,136,540,1435,532,15,1122,5,40,445,7728,240,367,1106,16016,225,4201,4,2,0,99,31,276
458,1502,148,77380,5365,23,8,45,10009,679,9069,18529,1506,154,8,27,79594,9,39480,35072,178,13,39,50,154,558,1344,542,20,1095,3,34,503,7816,225,348,1076,15974,228,4212,14,1,4,100,32,273
459,1442,166,76271,5344,24,11,26,9761,686,8868,18568,1524,164,5,20,79577,16,39747,35233,200,19,35,67,139,534,1338,520,17,1026,1,46,518,7886,248,368,1097,15684,244,4122,4,5,1,118,28,261
460,1449,130,77126,5408,12,9,53,9757,604,9010,18715,1396,145,7,46,79639,13,39870,35058,247,12,26,49,125,525,1384,515,9,1034,0,53,522,7762,178,384,1071,15860,198,4057,6,0,5,130,31,270
461,1512,118,76787,5347,12,7,40,9759,635,9030,18186,1446,121,8,23,79063,9,39816,35013,218,23,33,68,122,545,1372,522,15,991,0,40,467,7822,218,335,1078,16051,222,4064,3,1,0,100,26,286
462,1456,126,76757,5410,20,11,56,9666,687,9084,18353,1502,112,11,19,79770,13,39338,35031,170,17,29,65,153,509,1309,490,18,1080,2,38,459,7850,192,340,1108,16401,196,4044,5,1,4,76,24,261
463,1478,124,76943,5529,29,12,45,9861,653,9154,18300,1459,145,3,33,78977,8,39434,35463,239,14,23,59,148,542,1367,545,15,1033,4,39,495,8101,169,308,1009,16040,186,4445,2,3,1,112,35,277
464,1402,129,77457,5341,17,9,53,9815,709,9023,18363,1458,133,7,32,80310,6,39504,35054,259,19,47,47,160,590,1338,526,25,965,0,49,494,8143,219,354,1127,15944,191,4132,9,3,3,123,23,271
465,1527,143,77144,5452,23,14,58,9825,738,9142,18369,1398,130,15,30,79820,20,39909,34608,229,29,17,63,151,517,1321,525,19,1015,3,36,495,7871,199,343,1087,16221,191,4106,2,0,2,105,27,250
466,1397,146,76527,5521,28,10,53,9579,636,9162,18193,1446,117,14,32,79330,6,39760,34456,223,8,28,68,119,589,1462,567,12,1060,4,46,527,7981,201,328,1054,16006,226,4174,2,1,0,95,34,256
467,1480,150,76842,5492,24,15,51,9777,668,9044,18313,1412,130,12,37,79817,9,39965,35307,215,17,37,62,179,526,1315,498,16,1004,0,52,455,8211,225,374,1042,16201,179,4272,3,2,5,109,32,267
468,1524,145,76814,5276,21,17,81,9696,649,9075,18522,1425,152,12,30,78958,11,39367,35104,266,16,33,57,153,530,1383,466,17,1076,2,52,488,7838,231,360,1092,16076,176,4092,3,2,5,131,21,262
469,1457,146,77312,5409,7,16,63,9586,705,9024,18254,1401,121,9,33,79753,10,39826,34944,236,12,39,63,175,541,1408,453,16,1088,5,41,455,7701,202,294,1074,16514,218,4211,13,3,3,108,17,276
470,1521,169,77246,5499,27,11,47,9560,697,9034,18397,1532,136,8,26,79833,14,39858,35426,197,14,27,68,138,532,1309,532,18,1026,0,40,521,7686,188,325,1184,16370,206,4141,3,1,3,113,31,296
471,1504,151,76614,5264,14,12,49,9747,676,9114,18128,1509,131,17,16,80103,12,39598,34926,237,10,24,60,107,529,1304,486,19,1091,1,39,467,7744,220,358,1184,16198,180,4091,1,0,3,97,36,285
472,1504,136,77151,5449,26,8,51,9759,668,8896,18255,1404,154,8,34,79734,17,39710,35014,240,16,28,46,154,562,1295,506,21,1099,5,43,518,7917,209,332,1099,16030,203,4159,8,0,3,118,33,261
473,1445,148,76856,5362,20,7,58,9589,675,9050,18147,1386,114,8,42,79347,3,39965,34922,213,18,20,64,148,540,1232,499,12,1023,0,37,494,7752,211,280,1145,16617,218,4102,5,0,1,123,32,249
474,1489,120,76549,5544,9,7,36,9701,650,9100,18357,1415,135,9,24,80044,7,39475,35225,202,25,38,73,143,520,1431,513,13,1106,5,45,510,7856,211,345,1010,16084,170,4102,5,0,0,115,27,231
475,1500,157,77318,5531,33,10,38,9734,654,9029,18489,1557,131,16,28,80008,12,39469,34549,199,22,28,71,161,527,1360,543,17,978,0,47,500,7702,224,352,1116,15840,180,4065,6,3,5,111,33,295
476,1461,130,77182,5246,24,10,56,9805,674,8995,18127,1478,144,12,38,80231,20,39194,34888,237,18,32,47,114,613,1424,509,15,1037,1,40,515,7885,187,374,1067,16091,185,4153,4,2,2,105,38,273
477,1465,109,76265,5387,12,10,42,9533,591,8975,18296,1392,104,4,26,79676,14,39481,35146,235,13,18,50,167,555,1332,516,23,942,0,49,500,7934,181,394,1056,16018,235,4026,2,0,2,144,34,301
478,1437,148,76845,5430,23,8,71,9727,577,9143,18485,1402,140,12,30,79430,9,39650,35805,233,22,30,61,160,555,1331,557,12,1027,1,51,523,7784,189,340,1066,16376,202,4262,9,1,3,110,30,270
479,1538,132,76885,5375,29,13,56,9652,657,9040,18274,1382,128,10,33,79645,21,39943,35252,238,11,41,67,156,560,1311,466,12,1128,4,45,487,7887,196,355,1044,16138,167,4117,2,0,2,109,28,318
480,1502,140,76611,5408,17,18,55,10015,652,9155,18347,1418,149,11,41,79280,13,39893,34751,218,14,24,80,141,535,1423,545,17,1075,3,50,511,8007,202,367,1081,16402,181,4082,9,4,7,122,31,272
481,1471,163,76821,5373,23,15,55,9886,618,8992,18311,1421,137,16,34,80198,13,39581,35038,208,15,36,69,133,548,1394,511,16,1031,7,45,490,7930,202,297,1058,16147,227,4039,5,0,4,113,21,263
482,1458,106,76527,5334,23,10,71,9499,672,9027,18359,1497,116,11,30,79147,12,39186,35257,218,12,32,56,148,616,1329,546,19,1038,1,57,508,7924,176,366,1058,15979,219,4201,6,1,3,86,24,254
483,1438,152,76843,5571,16,9,56,9773,702,9066,18466,1492,133,3,38,79874,19,39382,34897,198,21,29,61,187,508,1339,521,27,959,2,51,461,8018,173,348,1128,16094,173,4181,4,0,3,124,24,274
484,1470,112,77233,5433,17,8,50,9577,659,9195,18472,1410,120,6,23,79737,5,39466,34890,220,11,39,54,148,607,1281,524,11,1054,2,37,501,7791,240,329,1044,16170,200,4203,1,2,3,101,28,292
485,1482,128,76970,5462,11,11,59,9884,660,8977,18628,1448,158,5,24,79461,13,39507,34931,204,18,18,73,146,565,1229,504,11,1107,0,55,512,7934,170,349,1015,16280,181,4186,10,1,3,110,28,282
486,1506,129,76693,5229,21,11,53,9862,649,9133,18291,1397,139,15,23,80219,15,39420,34855,245,19,39,70,160,505,1375,510,12,1015,1,39,496,7724,223,365,1094,15944,200,4096,4,1,3,153,32,260
487,1452,132,76919,5515,19,7,46,9629,630,8913,18416,1360,131,7,23,80155,14,39608,35646,206,11,34,56,144,546,1388,485,17,1000,2,63,511,7788,164,361,1200,15933,168,4227,10,0,2,134,28,278
488,1479,152,77361,5484,24,4,59,9703,670,8848,18223,1468,100,9,34,79740,11,39471,34966,193,21,33,64,147,568,1298,511,15,955,4,50,486,7800,203,362,1050,16018,183,4218,5,2,1,123,37,278
489,1524,133,76337,5349,14,10,54,9782,678,9211,18554,1494,143,10,39,80573,3,39599,34989,224,21,37,52,156,529,1317,489,22,1083,2,46,536,7934,208,333,1112,16213,202,4092,9,3,3,130,37,284
490,1456,150,76580,5528,28,9,65,10040,644,9199,18222,1371,125,13,31,79694,18,39486,35287,237,12,22,63,154,570,1356,519,15,1083,3,50,522,7872,230,351,1082,16170,204,4195,5,0,6,108,41,253
491,1483,144,76946,5370,14,6,36,9478,633,8814,18248,1495,144,9,28,79560,14,39417,35326,204,10,33,66,165,560,1314,540,24,1057,3,65,481,7801,219,356,1064,16287,209,4054,6,2,4,110,39,313
492,1398,136,76892,5387,19,6,64,9813,605,8988,18580,1462,128,8,32,79437,9,39948,35773,197,12,27,69,140,534,1376,512,20,1035,1,51,501,7860,216,373,1167,16021,185,4172,4,3,2,116,33,306
493,1485,141,76628,5461,15,13,54,9968,626,9166,18260,1450,119,7,24,80061,12,39828,35255,210,14,35,57,164,551,1367,536,11,1035,3,62,489,7749,192,308,1051,16021,180,4176,3,1,1,117,28,298
494,1386,130,76879,5426,20,10,65,9615,700,9073,18374,1409,129,7,42,79620,5,39511,35124,233,18,31,57,152,564,1387,488,16,1085,5,40,474,7842,221,365,1073,16094,162,4195,2,1,0,113,27,255
495,1469,126,76611,5454,21,15,47,9659,660,8825,18204,1471,125,13,37,79513,14,39876,35328,168,18,29,68,154,553,1391,551,16,1039,1,47,492,8064,192,357,1075,15824,213,4212,5,2,4,98,13,287
496,1473,120,77507,5519,17,15,48,9742,689,9027,18286,1475,125,7,18,80172,10,39717,35189,207,5,33,64,168,565,1356,518,17,1047,2,53,505,7726,188,353,1142,15959,199,4091,6,0,3,81,29,248
497,1568,126,77042,5434,25,7,49,9622,685,8986,17882,1406,160,12,13,80002,8,39867,35149,222,20,32,48,162,579,1356,529,18,1092,2,49,510,7890,202,369,1160,16176,209,4207,3,0,3,112,27,295
498,1460,124,76374,5502,22,4,54,9659,655,9204,18576,1465,146,7,16,79627,8,39593,34879,209,10,21,47,122,560,1369,508,21,1045,1,30,463,7925,213,380,1018,16310,205,4040,1,2,4,88,30,271
499,1471,142,76133,5347,21,10,49,9807,589,9034,18408,1436,120,10,36,79085,17,39382,35324,275,15,14,48,133,582,1355,481,18,1029,3,61,539,7616,205,400,1122,16033,211,4200,4,1,4,133,42,278
500,1586,143,76761,5407,24,15,44,9833,629,9085,18050,1433,125,10,29,79290,11,39334,34998,200,21,42,53,143,513,1329,480,10,1077,4,38,455,7812,203,355,1059,16494,202,4090,10,2,6,117,40,315
