seed,,5S-Deu-L2,Alu,CR1,Crypton,Crypton-A,Dong-R4,ERV1,ERVK,ERVL,ERVL-MaLR,Gypsy,Helitron,I-Jockey,Kolobok,L1,L1-Tx1,L2,MIR,MULE-MuDR,Merlin,PIF-Harbinger,Penelope,PiggyBac,RTE-BovB,RTE-X,SVA,TcMar,TcMar-Mariner,TcMar-Pogo,TcMar-Tc1,TcMar-Tc2,TcMar-Tigger,hAT,hAT-Ac,hAT-Blackjack,hAT-Charlie,hAT-Tag1,hAT-Tip100,hAT-Tip100?,hAT-hAT19,hAT?,tRNA,tRNA-Deu,tRNA-RTE
358,5341,536,293000,14688,73,26,158,31543,2046,30797,67235,4960,495,27,93,184167,46,108949,134030,635,51,116,156,566,1378,3364,1690,53,3949,7,180,1793,27869,791,990,4208,59830,483,14629,28,7,5,436,109,1016
359,5241,461,294379,14623,79,36,163,31374,2275,30879,65854,4802,502,29,84,183929,36,108373,134362,658,49,86,174,554,1585,3452,1694,40,4058,5,198,1767,27783,736,1002,4163,59437,510,14797,8,7,14,395,109,1040
360,5332,541,293630,14436,81,33,169,31342,2104,30336,66889,4925,453,26,85,184205,48,108828,134666,672,87,101,219,565,1494,3353,1685,68,4128,2,203,1793,27423,759,1019,4106,58998,510,15109,25,7,15,415,134,1055
361,5170,556,292876,14668,111,26,146,30985,2105,30257,66592,4868,499,37,112,185359,34,109490,134173,609,45,124,243,534,1593,3264,1727,51,3981,12,170,1681,27551,770,1059,4140,59183,574,14983,14,5,13,397,115,1046
362,5139,537,293265,14481,59,44,137,31332,2170,30570,66954,4889,458,24,98,184989,44,109165,134143,625,66,98,185,537,1404,3136,1622,40,3981,8,178,1855,27222,790,1058,4207,59983,489,14946,19,1,18,420,107,1025
363,5438,522,292885,14360,58,42,143,31379,2070,31217,66851,4946,468,55,120,185124,36,109086,135026,677,66,108,190,473,1542,3426,1755,57,3780,10,185,1728,27792,812,994,4090,59625,517,14707,9,4,5,385,84,1053
364,5283,512,293475,14448,65,42,155,31194,2046,30908,67723,4923,436,30,99,184734,40,109146,133938,660,51,127,239,561,1536,3350,1601,53,3834,7,130,1739,27620,749,979,4194,59423,496,14775,28,1,11,456,94,1119
365,5397,489,293872,14574,100,32,118,31230,2098,30486,66854,4847,465,44,102,184975,33,108987,134787,628,64,93,200,560,1410,3291,1615,60,3961,18,169,1785,27885,770,1002,4189,59095,571,14740,19,1,10,421,123,1052
366,5271,513,294905,14517,79,27,143,31721,2128,30523,67040,4993,479,33,72,184925,37,109098,135500,597,52,102,247,518,1508,3246,1671,72,4130,6,198,1780,27978,744,1018,3982,59335,554,14951,19,1,6,350,133,1065
367,5267,465,293652,14712,77,34,179,31086,2089,30430,66364,4892,474,33,117,185699,30,109042,135541,638,56,79,233,568,1391,3311,1654,39,3843,3,180,1744,27580,815,1053,4039,60281,515,15133,11,12,18,412,104,1054
368,5425,539,292193,14411,66,27,153,31481,2177,30512,66205,4985,469,37,106,184849,33,109725,134680,659,54,111,195,549,1479,3274,1773,88,3984,11,160,1715,27619,759,1119,4159,59484,590,14974,17,2,3,401,105,1050
369,5275,530,292977,14410,80,46,183,31425,2045,30427,66604,4933,490,35,102,184809,45,109175,135516,739,48,81,178,574,1510,3360,1638,43,3913,12,191,1831,27663,764,1005,4085,59118,546,14816,8,2,0,377,75,1023
370,5122,517,293000,14305,69,43,140,31352,2228,30519,67042,4693,520,40,107,186037,38,109193,134885,673,44,121,211,539,1494,3298,1612,61,3919,16,181,1777,27613,747,1070,4167,59296,508,15015,12,3,5,401,106,1013
371,5305,455,294533,14748,87,51,147,31521,2153,30669,66438,4934,492,38,86,185482,36,109586,133800,685,67,116,231,565,1436,3361,1662,58,3784,13,202,1791,27541,778,1073,4324,58889,580,14896,22,4,10,395,93,1039
372,5208,561,293431,14348,73,30,162,31506,2253,30860,66634,4907,495,27,103,185951,36,108832,134455,716,53,81,216,483,1592,3297,1646,37,4139,16,158,1834,27273,716,1071,3957,59527,529,14751,16,4,5,453,112,1111
373,5274,583,294052,14460,79,52,164,32089,2211,30566,66293,4929,480,38,104,185571,50,108257,134668,619,58,84,203,510,1438,3335,1584,47,4047,9,187,1882,27692,832,1034,4150,59171,576,14807,17,9,8,448,99,1060
374,5262,520,293495,14853,72,35,172,31314,2067,30539,67311,4956,497,31,74,185439,42,108311,134804,673,49,91,206,473,1440,3401,1678,54,3951,10,173,1810,27694,865,1060,4109,59367,589,14996,25,3,8,414,95,1086
375,5273,550,293873,14775,91,26,165,32082,2066,30898,66898,4964,422,24,125,184731,32,108601,134476,709,57,136,207,506,1524,3276,1679,57,3878,6,178,1698,27508,708,981,4133,59617,576,14634,22,6,9,362,119,1039
376,5349,526,293520,14750,83,36,149,31278,2106,30815,66548,4847,529,37,108,186232,40,108664,135722,690,50,93,181,573,1427,3309,1648,61,4032,10,150,1787,27660,817,1014,4148,59374,526,15119,29,4,3,379,119,1059
377,5364,451,293411,14438,82,39,146,31648,2096,30863,66561,5002,484,27,105,185475,39,109298,134002,674,63,93,220,539,1415,3319,1650,58,3941,5,173,1694,27817,679,1026,4000,58845,506,14494,30,2,11,480,141,1050
378,5451,499,292033,14438,64,35,152,31434,2028,30857,67213,4718,437,34,126,185102,57,109202,134464,690,62,139,224,553,1455,3450,1587,53,3826,9,191,1836,27510,769,1107,4094,59462,515,15033,25,4,4,418,107,1055
379,5260,463,291470,14537,79,39,158,31636,2055,30870,66370,4801,502,43,103,185700,45,108790,134401,732,47,124,224,620,1498,3437,1646,65,3874,9,186,1791,27508,750,1087,4153,58870,550,14729,22,2,8,376,94,1006
380,5453,483,293086,14478,81,28,175,31528,2036,30833,65945,4911,462,48,119,184945,54,109399,135515,721,54,97,218,616,1468,3294,1652,38,4126,10,174,1667,27478,750,1044,4168,58682,530,14840,10,2,10,375,132,1078
381,5354,452,292658,14665,70,33,156,31287,2118,30850,66718,4842,430,29,96,185491,65,109559,134513,674,48,90,195,541,1379,3419,1693,58,4045,5,164,1723,27546,801,1011,3965,59495,534,14866,17,5,11,380,117,989
382,5267,481,293193,14555,71,44,123,31340,2090,30597,66389,4816,508,31,103,183998,46,109698,134322,624,54,90,197,548,1581,3431,1599,64,3752,14,166,1796,27365,739,1037,4021,59162,587,14976,19,4,7,453,120,1037
383,5148,492,293076,14362,81,44,167,31249,2026,30635,66993,4895,425,21,123,184890,37,109140,134051,667,59,115,175,508,1455,3263,1668,37,3911,8,168,1778,27748,880,968,4128,59010,513,14916,8,1,11,403,111,1065
384,5297,477,293100,14578,71,45,149,30889,2107,30150,66546,4797,499,38,113,184872,45,109035,134924,709,44,102,221,546,1535,3371,1655,89,3885,7,167,1812,27686,809,1031,4175,59544,592,14746,9,4,5,446,115,1014
385,5445,513,293097,14358,68,35,134,31611,2209,30929,66601,4961,501,51,111,185306,46,109146,134621,614,45,95,211,582,1518,3189,1580,72,3913,13,196,1854,27457,765,1028,4093,59653,542,14644,20,5,6,397,109,1106
386,5354,524,294447,14564,85,33,143,31589,2125,30427,66248,4824,537,20,95,183960,37,109019,134347,747,54,116,207,534,1427,3462,1700,56,3949,9,187,1759,28075,805,1055,4105,59457,539,15058,27,6,11,383,116,1074
387,5440,570,293662,14369,85,29,180,31242,2128,30809,66925,4809,524,28,102,185326,36,108987,134783,667,57,117,191,545,1423,3421,1566,67,4006,11,165,1781,27599,695,1047,4175,58798,557,14721,18,3,9,375,112,1102
388,5313,485,292844,14351,71,47,133,31312,2124,30467,67058,4752,563,43,109,184694,37,109286,133952,729,63,116,187,513,1446,3313,1614,56,4103,11,186,1752,27610,775,1047,4130,58890,504,14710,24,8,7,400,129,1016
389,5450,515,293098,14521,70,42,138,31625,2131,30621,67479,4724,513,54,101,184462,33,109812,134205,652,50,129,179,546,1452,3431,1680,59,3932,10,163,1820,27886,755,1016,4152,59146,574,14784,30,1,11,496,109,1023
390,5363,544,294455,14654,94,31,173,31627,2123,30960,67062,4828,475,34,96,185853,43,109356,134668,759,56,105,212,590,1485,3440,1550,61,3835,10,221,1789,27452,770,1059,4201,58457,549,14919,16,2,7,401,118,1043
391,5425,455,293748,14768,75,25,136,31358,2129,30508,66793,4865,498,52,104,186026,65,109849,135096,629,85,113,220,533,1490,3277,1695,44,3996,5,204,1681,27378,812,1016,3841,59905,568,14893,24,4,7,419,96,1094
392,5161,535,293137,14827,63,29,134,31355,2094,31105,67554,5174,502,34,93,184364,49,108662,133912,690,64,101,202,513,1535,3334,1620,55,3870,3,187,1761,27527,770,999,4098,59588,568,15022,17,3,8,375,93,1084
393,5521,518,293706,14742,56,38,141,31443,2088,30968,66700,4833,523,43,102,185292,50,108827,135020,693,55,96,209,547,1451,3435,1732,70,4016,4,157,1756,27205,809,957,4143,59243,548,15062,22,1,13,374,121,999
394,5196,487,293377,14346,82,43,135,31527,2039,30987,66936,4956,456,45,88,185547,51,108192,134915,695,46,85,252,546,1566,3165,1720,58,3869,9,156,1840,27580,775,1019,4153,59673,500,15034,12,4,6,392,96,1035
395,5424,523,293558,14497,58,36,128,31090,2081,30842,66540,4857,440,31,100,185833,52,109580,134870,637,42,96,200,531,1462,3376,1728,52,3959,3,193,1774,27607,810,932,4208,59265,598,14875,13,1,10,400,136,1001
396,5425,499,293064,14338,90,51,191,31460,2065,30539,66895,4918,491,31,86,186100,46,110333,134472,702,44,121,184,573,1516,3435,1648,59,4015,5,202,1701,27587,710,1057,4084,59242,546,14799,30,4,4,389,99,1024
397,5441,515,292461,14700,92,35,133,31600,2188,30778,66843,4804,509,35,95,184763,18,109172,134207,689,88,108,195,555,1522,3435,1665,47,3849,13,215,1806,27470,823,1009,3830,59367,522,14727,21,4,9,417,133,1041
398,5481,503,296669,14482,83,44,153,31396,2151,30697,66868,4900,462,48,105,184448,35,109143,134399,650,49,90,212,578,1483,3336,1824,39,3978,13,182,1766,26867,745,1072,4168,58871,538,15173,21,5,8,337,174,1062
399,5585,451,292744,14546,82,39,122,31397,2166,30719,66575,4904,485,33,110,184599,40,108962,134200,654,75,129,212,583,1468,3256,1608,93,4028,12,181,1663,27429,737,1033,4057,59492,565,14667,12,7,7,408,86,989
400,5340,498,293863,14522,74,36,161,31806,2157,30874,66145,4814,483,38,93,185261,50,108632,134160,671,66,112,211,528,1534,3273,1576,51,4064,13,181,1875,27783,789,987,4318,58622,574,14718,19,1,10,409,103,983
401,5210,544,294525,14362,76,29,132,31575,2067,30932,66477,4930,543,40,133,184452,49,109569,134663,681,54,120,190,527,1522,3379,1574,65,4043,3,178,1814,27268,861,992,4232,59228,565,14864,19,5,9,495,125,1010
402,5352,493,294130,14692,88,33,156,31420,2151,30750,66871,4858,509,35,129,185532,62,109118,133593,624,57,84,189,503,1530,3432,1729,58,4058,14,185,1755,27521,719,1075,4130,59412,557,14659,12,10,5,439,110,1067
403,5147,519,295368,14700,65,28,154,31527,2012,30873,66586,4790,501,43,108,184838,40,108917,135309,708,47,118,195,535,1422,3253,1752,46,3829,9,185,1752,27660,726,1007,4201,59731,494,14864,26,2,8,435,137,994
404,5446,458,293940,14562,64,40,154,31305,2111,31179,66559,4983,453,25,99,184763,40,108416,134989,717,48,79,207,554,1554,3337,1666,61,4070,7,171,1859,27332,827,1039,4194,59376,504,14810,15,2,11,362,122,996
405,5180,557,293682,14802,64,27,147,31860,2069,30465,66360,4936,488,25,113,183842,29,109067,134530,683,66,111,208,518,1424,3332,1760,40,3909,12,141,1757,27743,773,1117,4009,59731,518,14706,13,2,9,370,129,1065
406,5225,507,293193,14523,56,56,159,31347,2064,30714,66462,4900,464,32,100,184172,43,108327,134967,662,62,100,188,609,1365,3310,1629,41,3955,7,207,1782,27406,844,1077,4095,59478,514,15021,21,1,11,404,133,1115
407,5397,512,292169,14835,72,49,143,31313,2143,30818,66455,4908,485,29,111,185860,45,108938,133949,654,81,90,179,519,1471,3373,1823,42,3916,9,184,1629,27688,750,1004,4127,58973,560,14628,16,7,13,409,110,1016
408,5398,519,293237,14321,70,48,136,31996,2104,30725,66249,4972,402,26,71,185381,38,109261,133944,654,73,103,204,553,1515,3403,1717,51,4065,9,149,1739,27171,732,1023,4117,59674,557,14762,16,6,13,392,104,1084
409,5318,513,294617,14804,52,27,151,31228,2247,31309,67024,4790,496,54,109,184112,45,109184,134250,651,59,91,204,531,1511,3369,1638,48,3988,13,179,1753,27789,787,1032,4098,58988,474,14855,12,5,13,384,109,1052
410,5400,478,294491,14514,68,32,148,31816,2072,30360,65958,4795,501,39,88,185444,38,109064,135079,649,48,89,197,503,1426,3276,1689,67,4006,10,174,1757,26923,764,1030,4055,59389,577,14841,12,0,9,464,117,1039
411,5396,543,292855,14596,65,40,149,31660,2119,30798,66563,4851,439,38,107,185907,50,109258,135083,667,55,127,223,609,1518,3449,1650,56,4056,3,176,1777,27369,824,1059,4052,58973,508,14717,19,10,6,423,125,1020
412,5362,482,292558,14614,72,34,160,31349,2103,30768,66880,4960,470,36,105,184262,49,108742,135179,682,46,96,257,540,1555,3232,1707,51,3916,9,186,2009,28089,828,1017,4035,59589,509,14708,23,3,6,439,142,1042
413,5280,488,293597,14868,79,36,149,31826,2020,30438,65990,4905,431,31,125,184676,39,108900,134361,664,66,100,192,571,1532,3385,1717,61,3972,12,162,1811,27763,742,1018,4124,59009,518,14859,15,2,6,427,111,1050
414,5525,606,293118,14383,68,29,158,31748,2087,30443,66893,4995,464,22,122,184831,36,108793,134783,686,55,102,243,555,1465,3275,1699,64,4054,1,220,1839,27529,763,1070,4229,59405,502,15092,17,6,5,406,101,1049
415,5479,510,294849,14504,51,45,139,31354,2100,30704,66602,4805,455,20,92,184613,32,108804,133668,646,47,94,222,594,1553,3384,1659,54,4006,25,181,1742,27831,773,1121,4112,59499,486,14766,13,6,12,403,112,1057
416,5191,412,294220,14570,59,46,157,31422,2097,30628,66932,4874,437,37,69,184918,41,108638,134831,754,65,109,204,517,1480,3387,1702,49,4039,16,163,1844,27909,787,1055,3984,58747,608,15094,17,1,5,486,137,1039
417,5375,502,293895,14303,84,39,163,31286,2181,30980,67158,4755,504,36,105,185296,45,108923,133692,685,68,134,213,615,1475,3282,1705,59,3907,4,172,1769,27529,827,1033,4119,59448,531,14891,26,1,9,393,111,1036
418,5197,550,293184,14542,121,51,150,31473,2068,30432,66183,4710,523,33,100,184848,55,109510,134721,640,60,116,189,579,1390,3567,1740,55,4022,6,190,1783,27368,784,1077,4205,59731,573,14534,15,1,12,394,86,1003
419,5345,481,294568,14471,93,42,157,31244,2112,30720,66784,5120,458,43,99,184905,29,109431,134645,646,63,100,206,624,1486,3165,1650,65,4099,11,162,1787,27571,831,1061,4011,59348,527,14684,16,7,5,414,127,1055
420,5414,521,293698,14535,71,38,152,31214,2186,30611,66459,4796,440,33,104,185687,52,109282,134549,638,50,126,214,564,1436,3402,1698,53,3857,13,183,1764,27535,867,1087,4196,59318,531,14664,4,9,6,446,94,994
421,5276,528,294424,14425,62,33,135,31784,1978,30417,66022,4939,500,27,118,184991,43,109549,135104,709,61,123,198,563,1532,3252,1668,51,3996,6,176,1695,27270,796,1003,4248,59471,500,14934,14,3,5,432,92,1024
422,5454,522,293116,14493,85,37,139,31533,2084,30697,66652,4960,435,27,115,185153,42,109130,135467,716,68,107,263,599,1505,3432,1742,39,4045,7,195,1720,27568,760,1043,4124,59595,511,14356,19,0,7,396,107,1090
423,5425,504,293599,14616,92,39,144,31249,2036,30492,66691,4864,474,36,123,185861,42,109213,134058,705,70,114,179,532,1449,3512,1828,62,3865,9,179,1822,27595,838,1005,4059,59159,519,14862,13,6,8,409,136,1038
424,5368,496,294068,14605,87,50,159,31312,2242,30899,67101,4880,464,28,109,185015,43,108403,134114,675,71,118,191,545,1495,3557,1673,46,4059,15,157,1783,27520,756,1158,4170,58816,480,14776,15,0,9,384,90,976
425,5449,526,292398,14197,100,36,151,31638,2165,30358,66909,4994,471,41,110,184684,49,109610,134082,662,65,90,179,591,1479,3362,1720,63,3983,7,159,1878,27338,803,1043,4083,59666,496,14848,21,2,16,433,135,1103
426,5248,512,294277,14961,69,32,150,31436,2084,30315,66122,4767,436,34,97,185427,44,109360,135069,705,53,113,203,530,1484,3405,1762,57,3927,7,169,1733,27470,720,995,3994,58841,490,14523,25,3,4,440,119,1074
427,5203,492,293899,14881,91,49,182,31430,2184,30770,66808,4938,480,35,86,185088,50,108539,135062,727,51,83,211,494,1492,3303,1739,55,4072,8,160,1757,27589,760,937,3877,59370,546,14551,17,2,17,354,108,1022
428,5387,509,293145,14492,63,38,151,31671,2042,30359,67249,4983,430,37,112,184943,40,109344,134917,680,51,84,186,464,1571,3324,1690,55,3869,12,153,1774,27447,733,1076,4011,58567,525,15040,24,9,8,414,111,1104
429,5148,592,295036,14488,88,37,159,31535,2159,30473,66887,4878,489,48,90,185267,40,109206,133806,722,45,91,211,511,1492,3347,1605,51,3900,14,154,1719,27808,751,1038,4347,59745,554,14725,15,5,13,394,105,1160
430,5287,536,293600,14208,67,28,152,30974,2180,30530,67185,5035,461,31,112,184519,21,109363,133999,661,64,105,204,564,1519,3411,1615,54,3855,12,201,1792,27328,710,1056,4141,58790,576,14845,27,4,7,344,96,1073
431,5264,456,291814,14834,82,39,134,31169,2100,30578,66689,4868,468,36,106,184789,59,108607,134808,738,84,116,229,579,1411,3373,1684,62,3778,15,190,1846,27139,730,1002,4269,58579,584,14664,16,3,14,389,109,1035
432,5435,461,293939,14392,76,36,147,31270,2244,30923,66526,4729,476,44,135,184971,40,109514,134551,684,65,86,219,568,1410,3266,1724,63,4010,16,161,1758,27592,763,1012,4098,59176,543,14880,9,1,20,390,103,1068
433,5262,532,294267,14544,78,21,163,31724,2129,30774,67139,4804,477,20,105,184609,35,108734,134158,677,60,113,182,581,1454,3338,1688,59,3918,8,192,1769,27812,734,1017,4090,58795,536,14857,21,5,14,432,114,1070
434,5335,533,293036,14641,68,31,159,31828,2099,30379,66227,4864,471,41,85,185862,43,108830,134326,673,54,93,219,581,1587,3283,1696,63,3803,9,181,1727,27588,798,1056,4120,58375,570,14854,17,5,4,430,116,971
435,5409,566,294591,14495,74,22,139,31579,2079,30556,67652,4853,494,34,89,184549,33,108787,134114,610,55,81,235,537,1491,3241,1742,56,3886,7,192,1910,27465,780,1018,4064,59180,520,14915,23,4,11,374,119,968
436,5367,559,292593,14713,72,52,118,31459,2219,30765,66669,4975,473,21,103,184526,58,109711,134932,671,50,81,215,525,1500,3320,1660,70,3914,11,176,1693,27872,756,1045,4008,59789,500,14844,23,4,11,378,104,1048
437,5389,455,292863,14439,64,43,170,31120,2324,30900,66739,4481,499,56,115,185046,33,109409,134264,681,61,73,209,519,1449,3479,1702,65,4019,3,178,1813,27707,783,1071,4168,59238,510,14924,24,5,14,453,110,1072
438,5327,482,293821,14456,74,39,138,31497,2075,30966,66402,4828,440,36,88,184939,40,110161,134221,682,49,104,208,527,1501,3222,1765,65,3988,7,167,1839,27188,718,1018,4045,59446,603,14835,14,6,10,391,104,1044
439,5457,506,293247,14164,96,43,149,31724,2075,30604,67346,4933,442,42,100,184937,41,109339,135615,686,55,128,261,547,1545,3212,1632,67,4055,14,188,1823,27474,683,1060,4209,58653,580,14961,18,8,6,421,110,1067
440,5315,505,293116,14748,71,35,118,31688,2129,30602,67111,5036,512,21,90,185972,32,108677,134346,652,65,88,225,550,1454,3306,1656,74,3869,7,197,1689,27663,852,957,4063,59251,526,14572,21,1,13,382,125,1057
441,5517,526,294533,14653,76,35,137,31703,2095,30971,67373,4972,473,18,127,185389,57,108705,134578,674,65,105,204,533,1464,3288,1750,46,3949,14,168,1733,27442,800,1050,4003,59219,561,14985,19,6,12,389,104,1001
442,5424,559,292854,14473,88,30,168,31472,2106,31068,66627,4800,449,25,109,184789,35,108807,134804,700,68,119,193,570,1486,3193,1762,63,3849,16,176,1801,27343,807,985,3986,59133,580,14793,12,8,9,481,142,1035
443,5363,499,294818,14784,64,31,112,31681,2183,30568,66549,4772,440,38,94,185587,50,109884,134565,676,70,121,199,520,1557,3214,1588,58,3747,6,199,1855,27425,800,964,3945,59661,522,15114,14,7,18,424,96,1074
444,5268,497,292795,14829,76,40,147,31243,2101,30980,67102,4823,491,33,99,184939,46,109145,134579,665,47,115,229,502,1392,3329,1644,55,3829,11,175,1787,27328,726,1117,4089,59264,549,15280,17,3,12,396,118,1064
445,5293,499,293207,14405,64,37,177,31508,2044,30988,67050,5023,452,29,87,184262,46,109454,135223,651,73,108,190,573,1508,3339,1730,52,3929,5,206,1771,27551,761,1000,4251,59576,589,14781,8,3,6,433,131,1035
446,5315,560,293682,14313,82,33,166,31289,2263,30801,66732,4943,487,55,103,186045,30,109365,133976,692,45,82,217,563,1514,3220,1667,52,3907,7,170,1689,27752,763,1037,4100,58942,448,14771,16,0,10,375,129,1086
447,5368,526,293667,14611,68,38,134,31503,2162,30764,67087,4732,518,30,115,184842,31,108823,135143,668,79,94,201,514,1445,3410,1682,64,3895,8,158,1735,27360,835,1032,4030,59088,502,14643,17,2,8,415,81,1070
448,5219,509,294214,14353,53,37,165,31558,2051,30470,66628,4867,467,28,87,184494,29,109959,134201,657,30,123,183,555,1509,3393,1758,45,4099,11,179,1876,27727,771,986,4042,59504,581,14648,11,0,9,450,112,965
449,5364,482,294381,14486,108,57,145,31379,2174,30723,66438,4968,456,35,99,184227,54,108767,134119,698,55,103,225,559,1551,3385,1700,63,3924,4,176,1717,27524,823,1104,4249,58408,529,14844,23,4,7,341,91,1031
450,5371,501,294607,14537,88,40,164,31139,2195,30704,66907,4635,426,33,111,186451,41,108807,134142,710,45,111,214,484,1514,3402,1828,34,3954,6,210,1769,27785,780,983,4075,58770,563,14983,18,3,4,389,101,1084
451,5455,548,293014,14267,79,37,155,31147,2100,31030,66322,4890,493,25,103,184969,48,108418,133970,695,58,112,221,534,1570,3190,1575,59,3899,9,147,1781,27987,792,1050,4148,59165,507,14716,16,5,7,433,116,1117
452,5401,534,294882,14643,101,38,126,31306,2044,30548,67255,4759,492,31,90,184656,33,108808,134482,626,65,92,216,583,1423,3442,1662,68,3874,4,162,1916,27742,790,1060,4110,59116,520,14794,16,5,9,386,120,1064
453,5361,540,293997,14565,101,41,155,31193,2143,30350,66594,4817,529,43,120,185634,37,107858,134524,688,57,89,171,562,1551,3372,1789,54,3840,4,185,1721,27471,815,1089,4124,59498,499,14653,12,5,18,395,96,1098
454,5332,455,294173,14633,84,35,130,31358,2127,30912,66880,4895,512,38,111,185568,39,109269,135132,654,43,96,255,572,1567,3393,1625,26,4043,5,159,1774,27757,700,1086,4067,59292,527,14695,18,4,8,451,78,968
455,5359,454,293760,14579,92,39,156,31586,2160,30679,66453,4853,449,32,88,184229,37,109397,135416,611,54,110,188,520,1566,3380,1685,54,3999,9,166,1818,27432,740,974,4161,59473,541,15007,15,4,5,342,128,1043
456,5304,504,293770,14943,94,28,135,31788,2181,30978,66855,4991,402,38,132,184744,40,110829,135035,709,63,90,227,486,1405,3243,1631,59,4158,11,160,1688,27684,795,1002,4095,58624,565,14285,15,5,5,407,94,1067
457,5398,494,293433,14450,81,47,122,31003,2110,30276,66733,4798,446,39,125,184785,48,109246,133820,635,49,100,194,513,1555,3409,1649,67,4064,14,183,1687,27515,848,1077,4001,58976,566,14714,16,7,8,386,113,1057
458,5398,524,295469,14260,66,29,159,31678,2126,30802,66688,4926,527,34,112,184575,23,108738,134310,642,51,139,201,600,1506,3271,1731,57,3947,5,163,1755,27748,773,1106,4001,58659,541,15103,30,6,11,440,126,1122
459,5271,534,293357,14442,100,43,102,31550,2103,30796,66233,4870,519,31,113,185063,59,109510,134336,688,75,99,206,560,1462,3338,1615,68,3974,6,175,1795,27599,810,1031,4052,58899,579,14600,14,6,6,417,111,959
460,5224,517,294622,14603,80,40,152,31435,2115,30551,67754,4721,459,29,125,185353,43,109363,134318,730,52,111,191,518,1446,3370,1605,38,3861,4,205,1816,27738,733,1044,3991,58853,565,14925,16,2,9,447,92,1009
461,5380,490,293410,14290,57,36,125,31455,2091,30572,66298,4923,429,42,76,183868,36,109907,134136,675,71,103,189,495,1459,3368,1709,52,3837,5,180,1766,27795,738,1041,4041,59666,521,14667,13,6,2,394,115,1069
462,5298,494,294226,14702,76,32,145,31419,2270,30759,66689,5024,489,43,89,184989,52,108920,134415,646,56,109,228,551,1482,3328,1649,60,4096,9,171,1755,27592,806,1059,4142,59213,536,14675,18,4,7,369,75,1017
463,5332,490,293112,14720,90,43,131,31614,2171,30708,66617,4973,487,28,112,183938,52,108549,134379,672,42,86,209,596,1505,3448,1721,57,3894,15,179,1817,27738,714,988,4068,59127,514,15326,14,9,7,463,115,1039
464,5198,542,294117,14557,57,39,146,31737,2237,30522,67149,4878,481,37,105,185118,37,108724,134183,692,81,142,200,534,1581,3332,1761,77,3843,5,149,1744,28023,820,1031,4220,59048,510,14998,18,12,6,422,109,1091
465,5354,542,294780,14625,74,52,176,31890,2225,30778,66745,4965,451,35,95,185302,43,109498,133400,699,63,85,214,568,1493,3368,1633,75,3904,9,173,1776,27523,719,1041,4040,60193,518,14628,13,5,9,425,97,1006
466,5122,509,294243,14776,104,35,155,31242,2174,30910,66719,4893,444,32,99,184621,31,109352,133859,650,49,126,245,532,1616,3582,1724,34,3997,18,176,1748,27712,771,1004,3988,59364,534,14640,14,2,6,385,116,1057
467,5343,513,295193,14640,98,39,126,31311,2106,30547,66891,4806,471,34,114,184662,34,109304,135082,708,83,98,232,617,1407,3328,1638,46,3845,7,151,1816,28031,787,1082,3978,59820,534,14853,17,5,8,415,124,1050
468,5553,506,294066,14229,87,37,148,32053,2109,30827,66916,4846,480,26,103,184383,44,108730,134229,730,52,106,179,548,1462,3431,1762,54,4078,7,196,1736,27506,784,1031,4153,59638,527,14683,21,3,10,443,89,1011
469,5426,582,295581,14437,74,46,161,31436,2275,30643,66486,4802,465,34,110,184454,38,108690,134050,720,65,122,182,579,1501,3468,1618,47,4063,22,175,1705,27379,806,1012,4094,59616,541,14882,39,4,12,407,106,1050
470,5410,541,293657,14627,90,35,164,31015,2194,30684,66550,5119,482,37,123,185365,48,109462,135442,647,45,78,225,532,1504,3321,1780,51,3996,5,155,1768,27772,733,945,4126,59900,548,14697,14,5,6,390,106,1056
471,5480,517,294195,14598,71,34,132,31282,2147,30558,66904,4920,493,35,73,185826,39,109690,134328,702,65,94,228,519,1435,3366,1692,59,4171,5,163,1792,27491,772,1071,4110,59011,516,14782,11,3,8,369,127,1067
472,5508,471,293614,14577,69,39,152,31328,2083,30467,66535,4857,494,37,95,185740,51,109041,133987,679,49,106,206,588,1529,3221,1758,61,4024,9,167,1822,27517,806,975,4031,58788,502,14983,15,2,8,433,135,1043
473,5372,514,292566,14843,58,24,149,31199,2161,30680,66553,4799,476,29,130,184428,32,109249,133881,675,56,101,183,594,1510,3197,1628,63,3877,4,171,1813,27283,724,1000,4222,59893,566,14785,19,3,8,430,136,1076
474,5347,503,293190,14697,69,40,125,31407,2010,30636,66956,4835,490,30,102,185300,28,108987,134679,692,68,104,198,559,1442,3500,1707,60,3956,15,179,1804,27833,747,1021,4088,59259,556,14917,25,4,2,445,103,985
475,5442,544,294224,14585,88,35,110,31779,2064,30811,66875,5069,483,32,93,185529,25,109017,134017,674,70,91,241,568,1429,3256,1735,51,3929,9,181,1761,27528,833,1041,4182,59280,481,14734,23,7,10,414,107,1180
476,5352,493,293526,14416,94,26,141,31374,2132,30984,66031,4758,522,44,120,185468,68,108456,134457,698,45,105,197,521,1577,3523,1707,55,3886,5,168,1725,27806,723,1052,4042,59066,526,14857,9,6,5,375,119,1101
477,5399,470,293477,14590,66,45,149,31361,1989,30590,66030,4834,422,32,100,184151,54,109117,135227,713,52,79,194,533,1432,3336,1736,62,3930,9,183,1760,27509,694,1118,3957,59397,609,14641,16,1,9,475,129,1086
