seed,class_name,n,mean_divergence,sd_divergence
11,RC,124,272.3467741935484,36.8585010885874
11,Retroposon,497,165.57344064386317,98.3184327793017
11,SINE,112206,177.8755948879739,85.35887789596345
12,DNA,32590,227.84323412089597,62.82580623853586
12,LINE,127015,227.85705625319844,84.983956180217
12,LTR,40138,204.42094773033037,72.20299130534235
12,RC,130,272.1923076923077,46.86085723531317
12,Retroposon,529,161.25708884688092,95.24666053929731
12,SINE,112833,177.6369147323921,85.04663439290637
13,DNA,32827,227.75757760380174,62.731153147739164
13,LINE,127143,227.30814909196732,85.0434835357903
13,LTR,40004,205.44595540445957,71.80961524618714
13,RC,139,278.9424460431655,31.59108557080704
13,Retroposon,525,164.0095238095238,95.47224929521421
13,SINE,112939,178.3166045387333,85.49087423408007
14,DNA,32652,226.759769692515,62.995281872573216
14,LINE,127347,227.4370106873346,85.22357665866045
14,LTR,40189,205.64487795167832,71.74013649629032
14,RC,129,269.49612403100775,38.39192502932726
14,Retroposon,538,160.9163568773234,95.40248564774689
14,SINE,112862,178.06998812709327,85.49363835709534
15,DNA,32848,227.5548283000487,62.663459714065624
15,LINE,127403,227.94074707816927,84.59274660321452
15,LTR,40034,205.66615876504972,72.03237616907617
15,RC,121,275.44628099173553,43.71147898733108
15,Retroposon,495,161.75151515151515,94.37557076007631
15,SINE,112455,177.79488684362633,85.60128773593836
16,DNA,32409,226.73451818939185,63.00392412440875
16,LINE,127062,227.97855377689632,84.4091058889439
16,LTR,40203,204.57625052856753,72.39506557142366
16,RC,108,265.462962962963,46.53044123572461
16,Retroposon,543,157.8987108655617,94.93160695120531
16,SINE,112091,177.61474159388354,85.23696146088612
17,DNA,32353,227.85800389453837,62.25610568910943
17,LINE,126796,227.54620019558976,85.15605421337867
17,LTR,39698,204.98274472265607,72.65929185822057
17,RC,141,275.27659574468083,46.32633342444542
17,Retroposon,518,170.75482625482624,97.80936330467722
17,SINE,112735,177.75147913247883,85.19396387032589
18,DNA,32923,227.8948151748018,62.493118108484126
18,LINE,127055,227.7612057770257,84.88409091060123
18,LTR,39794,205.0512891390662,72.7978027581652
18,RC,153,277.01960784313724,38.24883621421229
18,Retroposon,534,164.77715355805245,94.93327521979684
18,SINE,112265,177.79160913909055,85.46780346991504
19,DNA,32315,227.5729227912734,62.620663138281664
19,LINE,126977,227.52510297140427,84.9075442484722
19,LTR,39774,204.4901945994871,72.20019736064592
19,RC,133,274.1954887218045,42.758714302716136
19,Retroposon,536,173.02238805970148,95.98767539185951
19,SINE,112578,177.65178809358844,85.2623044608016
20,DNA,32175,227.59667443667445,62.815582882037255
20,LINE,126471,227.83716425109313,84.93210545691905
20,LTR,39953,205.4283533151453,72.13145736726715
20,RC,145,276.6896551724138,44.87845919682509
20,Retroposon,544,171.97058823529412,96.51595731950772
20,SINE,113083,177.01052324398893,85.25759459645076
21,DNA,32652,227.99660051451673,63.25943836619562
21,LINE,127830,227.99471172651178,84.71940647370057
21,LTR,39940,205.17789183775665,72.08354238372443
21,RC,106,271.0377358490566,47.44647918788549
21,Retroposon,509,163.51080550098231,95.66811071511293
21,SINE,112350,177.90535825545172,85.17807565383339
22,DNA,32588,227.97523628329446,63.020856065603056
22,LINE,127318,227.4818957256633,85.03446814087327
22,LTR,40007,204.7574174519459,72.10623959960864
22,RC,120,267.01666666666665,33.641735818606165
22,Retroposon,506,165.25494071146244,91.679499657271
22,SINE,112359,177.51107610427292,85.20014199348539
23,DNA,32850,228.0359208523592,62.6415260007895
23,LINE,126525,228.1017743528947,85.02378092670183
23,LTR,40563,204.85785075068412,72.26387791533735
23,RC,118,278.66101694915255,36.278868187030255
23,Retroposon,513,162.9083820662768,94.43560358301282
23,SINE,113186,177.956098810807,85.65063566329728
24,DNA,32546,227.61144226633073,62.612750703785586
24,LINE,127458,227.76644855560264,84.86689768005094
24,LTR,39995,205.24655581947744,72.93238981763979
24,RC,125,271.288,37.680512947676284
24,Retroposon,511,164.92759295499022,95.97419256157384
24,SINE,112540,177.83214856939756,85.26416364230305
25,DNA,32407,228.1543493689635,62.95504779233959
25,LINE,127161,227.60688418618915,84.75067679109688
25,LTR,40232,204.8632431895009,72.14282385866085
25,RC,122,265.54918032786884,46.8571429302986
25,Retroposon,503,162.77335984095427,94.79514548959445
25,SINE,113220,177.85280869104398,85.32310019007272
26,DNA,32865,227.9529590750038,62.56690738507977
26,LINE,126902,227.71834171250256,84.7376353574626
26,LTR,40513,204.94549897563746,71.74531525779562
26,RC,136,274.69117647058823,38.02679293562446
26,Retroposon,516,164.3391472868217,92.42316785234117
26,SINE,111959,177.09806268366097,85.15570180585532
27,DNA,32255,227.73864517129127,62.657674315577054
27,LINE,127788,227.5329843177763,85.26913132196208
27,LTR,39999,204.22598064951623,72.23421283270356
27,RC,125,274.584,41.83705228622112
27,Retroposon,515,167.8233009708738,97.24800564893773
27,SINE,111902,176.682579399832,85.25899495119533
28,DNA,32873,228.09135156511422,62.454513529373784
28,LINE,126653,227.35200903255353,85.09240239971173
28,LTR,40326,204.76645340475127,72.6992250049895
28,RC,127,275.1653543307087,39.06299450675895
28,Retroposon,469,157.3859275053305,98.17265530546726
28,SINE,112809,177.9865790850021,85.49704299879588
29,DNA,32795,226.95209635615186,62.756082052092026
29,LINE,126642,227.48850302427314,84.76028995102199
29,LTR,40089,204.32891815710045,72.63363279408435
29,RC,112,276.3482142857143,37.20208083212276
29,Retroposon,517,167.88974854932303,95.30290420870581
29,SINE,112847,177.4900706266006,85.21296266643003
30,DNA,32476,227.5423081660303,62.76383771478909
30,LINE,126299,227.51275148655176,84.54675855039365
30,LTR,40215,205.5829416884247,72.33277311043753
30,RC,124,265.96774193548384,44.65854964272202
30,Retroposon,476,163.88655462184875,94.29965060876998
30,SINE,112649,177.64966400056812,85.30118714313191
31,DNA,32851,226.99464247663693,63.39996819043547
31,LINE,126641,227.7634652284805,84.63240471196227
31,LTR,39596,204.52659359531265,72.02954851379063
31,RC,142,274.38028169014086,39.40342667489044
31,Retroposon,472,163.15889830508473,98.08046552413144
31,SINE,112741,177.69509761311323,85.46550508901039
32,DNA,32142,227.21930807043742,62.616891896774774
32,LINE,126301,227.51887950214171,84.9475415482936
32,LTR,40260,205.15983606557376,72.26933266942352
32,RC,122,282.1393442622951,37.13275156670012
32,Retroposon,526,165.16920152091254,94.72431422526152
32,SINE,112269,178.0708922320498,85.48662628530784
33,DNA,32282,227.15407967288272,62.078685549428776
33,LINE,127196,228.49724047926034,84.30413871747265
33,LTR,40043,204.78393227280674,72.60288456590256
33,RC,122,264.5327868852459,47.229156114790335
33,Retroposon,507,166.12623274161734,94.95106100723405
33,SINE,113294,177.5056578459583,85.21890763967541
34,DNA,32705,227.48200580950925,63.06053072568411
34,LINE,126777,228.07335715468895,84.75311914996519
34,LTR,39795,205.46005779620555,72.02470804671059
34,RC,132,276.47727272727275,41.47643834777197
34,Retroposon,469,153.93390191897655,91.86609508601556
34,SINE,112560,177.75924840085287,85.02655982011603
35,DNA,32916,227.8743468222141,62.97767040638923
35,LINE,126480,227.71329063883618,84.95154812367318
35,LTR,40299,205.3258641653639,72.29417762935137
35,RC,137,271.88321167883214,42.69088787942099
35,Retroposon,516,165.34302325581396,97.82336839842212
35,SINE,112819,177.48816245490565,85.35745245261786
36,DNA,32428,227.48374861231034,62.76018752668026
36,LINE,127162,228.185652946635,84.956642803029
36,LTR,39933,204.6318583627576,72.14199023842033
36,RC,128,275.6484375,36.055423881970846
36,Retroposon,506,166.05533596837944,97.87608575758965
36,SINE,112253,177.57660819755375,85.16495715073044
37,DNA,32388,226.91796344325058,62.29643520183172
37,LINE,126998,227.99893699113372,84.72152866852534
37,LTR,40069,204.6922808155931,72.51181977890373
37,RC,143,269.6643356643357,42.51465301589741
37,Retroposon,533,167.63789868667916,94.57120682487053
37,SINE,112814,177.36892584253727,85.3108927525593
38,DNA,32422,228.00567515884276,62.889209313453726
38,LINE,127183,227.75876492927515,84.8911146922542
38,LTR,40397,204.2216253682204,71.95884498543904
38,RC,117,268.6923076923077,43.93885836206644
38,Retroposon,540,159.27777777777777,95.38965249160486
38,SINE,112420,177.58470912648994,85.15302049928185
39,DNA,32434,227.541807979281,62.85060698049377
39,LINE,125834,228.33084063130792,84.94803555307958
39,LTR,39907,205.49672989701054,72.21567158917057
39,RC,146,272.3767123287671,38.37542385843452
39,Retroposon,478,167.9539748953975,94.7946358518891
39,SINE,112463,177.93803295306012,85.12554067105087
40,DNA,32792,227.16662600634302,62.59776241675652
40,LINE,127519,227.51233149569867,84.89833031709514
40,LTR,40120,205.48120638085743,71.92122259085554
40,RC,121,269.2396694214876,35.93796877803082
40,Retroposon,515,167.06796116504853,96.33429478723468
40,SINE,113215,177.56205449807888,85.37249998046029
41,DNA,32977,226.8179337113746,62.88230688138966
41,LINE,127086,227.34689108162976,84.98464311501324
41,LTR,39925,204.76420788979337,72.23573325231114
41,RC,130,268.8538461538462,46.92204853854161
41,Retroposon,506,159.17391304347825,95.41226021074064
41,SINE,112389,177.43884187954336,85.20204551586404
42,DNA,32631,227.45331126842572,62.82344046311545
42,LINE,126775,227.19733385919938,84.92139989030028
42,LTR,39765,205.52890733056708,72.21213318813275
42,RC,126,272.87301587301585,39.33090874831145
42,Retroposon,523,159.8910133843212,93.01897242446951
42,SINE,111350,177.3812932195779,85.02227450207828
43,DNA,32269,226.56853326722242,63.003647969979994
43,LINE,126756,228.03879106314494,84.9778600168936
43,LTR,39762,204.87696795935818,71.90152563082559
43,RC,109,274.11009174311926,39.46903081619265
43,Retroposon,496,173.59072580645162,97.84477829601222
43,SINE,112797,177.313909057865,84.80720740686128
44,DNA,32190,227.81997514756137,62.96679197861097
44,LINE,126879,228.1592540924818,84.91098372723354
44,LTR,39968,204.69910928742993,72.04847828917897
44,RC,131,275.9618320610687,35.03115398206727
44,Retroposon,502,167.70119521912352,96.00019898803734
44,SINE,112356,177.4695788386913,85.20466253235755
45,DNA,32456,227.02375523786048,63.043353854844845
45,LINE,126339,227.73426257925107,85.19142702396215
45,LTR,40276,204.54325156420697,72.24437361973865
45,RC,129,266.5426356589147,36.717021326202456
45,Retroposon,491,168.72097759674133,98.02691735088489
45,SINE,111975,177.59966956910026,85.59551766697598
46,DNA,32796,227.0358275399439,62.53836995209753
46,LINE,126669,227.73653380069314,84.94567357799576
46,LTR,40045,204.83436134348858,72.18363368089047
46,RC,112,270.1517857142857,40.94316832544241
46,Retroposon,553,156.64556962025316,95.34633293262537
46,SINE,113201,177.6152507486683,85.20738224360885
47,DNA,32141,227.8198562583616,62.490626027432235
47,LINE,126243,227.7382825186347,84.62786667347864
47,LTR,39971,204.84251082034476,72.22521089571028
47,RC,128,274.0703125,38.77543189511039
47,Retroposon,497,165.70422535211267,94.362773594763
47,SINE,112809,177.77219016213246,85.2349147235597
48,DNA,32101,228.0377246814741,62.57659318883826
48,LINE,126590,227.30957421597282,84.62493269081865
48,LTR,39896,205.34171345498297,72.33533751390226
48,RC,146,274.4657534246575,38.648958302352845
48,Retroposon,530,171.88867924528302,95.17378773507184
48,SINE,111993,176.8288553748895,85.42219848529928
49,DNA,32595,226.80748581070716,62.83684622046903
49,LINE,126072,228.00095976902088,84.87688407481511
49,LTR,40415,205.233527155759,72.41654083927348
49,RC,147,270.86394557823127,39.22439187247835
49,Retroposon,559,162.94454382826476,93.47443070983181
49,SINE,112805,177.88634369043925,85.49731927563279
50,DNA,32680,227.96799265605875,62.6122528101978
50,LINE,126120,228.44330003171584,84.41081055914883
50,LTR,39774,205.01827827223815,72.3543252414524
50,RC,124,267.5,45.804370125356435
50,Retroposon,522,168.19731800766283,94.81480917443186
50,SINE,112946,178.22486852124024,85.54734514820757
51,DNA,32585,227.88700322234158,62.684051283244976
51,LINE,126878,227.9199151941235,84.7564007407651
51,LTR,39911,205.0988699857182,72.1966296487657
51,RC,136,270.9117647058824,42.23054208888524
51,Retroposon,533,158.02251407129455,96.64941897032004
51,SINE,112272,177.42052337181133,85.12813008873074
52,DNA,32353,227.55067536240844,62.83039267733401
52,LINE,126215,227.55128154339818,84.97509005469773
52,LTR,39985,205.12137051394274,72.14323975510999
52,RC,114,275.5438596491228,41.600468188761546
52,Retroposon,548,168.54744525547446,97.11814392962107
52,SINE,112838,177.59954979705418,85.27953100741065
53,DNA,32773,227.6766545632075,62.346747882658974
53,LINE,127426,227.9479776497732,84.70616525432295
53,LTR,40266,204.45167138528782,72.53828145314942
53,RC,130,273.38461538461536,36.30350366973173
53,Retroposon,523,167.18355640535373,98.70459605403111
53,SINE,112701,177.61332197584758,85.23184746071549
54,DNA,32005,227.98353382284017,62.68405196660618
54,LINE,126552,227.7834091914786,84.61174847880099
54,LTR,40298,204.8516799841183,72.26441020422502
54,RC,147,268.2448979591837,38.926861795003134
54,Retroposon,524,164.54007633587787,98.82659034274529
54,SINE,112056,177.42019168986934,85.24196063530593
55,DNA,32795,228.14965695990242,62.55616253469322
55,LINE,126241,228.33489912152154,84.70680178028424
55,LTR,40120,205.77133599202392,71.88010404719975
55,RC,121,266.12396694214874,43.932813137947164
55,Retroposon,506,159.35573122529644,94.49823772725192
55,SINE,113302,177.58957476478793,85.39126443152566
56,DNA,32736,227.70857771260998,62.68949324468369
56,LINE,126856,227.88917355111306,85.31702325693162
56,LTR,40216,205.13201213447385,72.0762290674802
56,RC,92,271.20652173913044,48.437888970326746
56,Retroposon,492,162.859756097561,95.73055984243165
56,SINE,112988,177.6335894077247,85.3402579639543
57,DNA,32791,227.43862645238022,63.04637710494426
57,LINE,127647,227.20482267503348,85.05562223727405
57,LTR,39679,205.1362433529071,72.47770730793843
57,RC,114,272.60526315789474,34.61888198430199
57,Retroposon,499,164.9759519038076,96.85652169283472
57,SINE,112175,177.81093826610208,85.48667874692686
58,DNA,32624,226.8805787150564,63.1991718433532
58,LINE,127893,228.042770128154,84.74342401544085
58,LTR,40062,204.62760221656433,72.0445468720501
58,RC,127,269.503937007874,33.58849494058918
58,Retroposon,540,165.65555555555557,95.23189954714768
58,SINE,113250,177.67742163355408,85.27791013177173
59,DNA,32786,227.23293478923932,62.97002025870829
59,LINE,126854,227.8132892932032,84.77718288356894
59,LTR,39848,205.39577896004818,72.40483462825668
59,RC,114,269.7543859649123,37.626875754026216
59,Retroposon,508,174.91535433070865,97.26129026052536
59,SINE,112262,176.98291496677416,85.20683028257956
60,DNA,32659,227.20129213999203,63.07368259792521
60,LINE,126218,227.88671187944666,84.73488519641568
60,LTR,40074,205.07950291959875,72.14839045770893
60,RC,136,272.34558823529414,36.93224692445984
60,Retroposon,505,165.73069306930694,95.25535638126412
60,SINE,112750,177.4108470066519,84.91107707251848
61,DNA,32122,227.73236411182367,62.89948628529414
61,LINE,126499,228.41752899232404,84.72819500940238
61,LTR,40079,205.97305321989072,72.30408569259036
61,RC,139,269.6546762589928,38.40220921219515
61,Retroposon,455,157.05054945054945,95.9674376708303
61,SINE,112544,177.48343758885414,85.1032902378571
62,DNA,32340,228.43243661100803,62.58305486434182
62,LINE,126696,228.32363294815937,84.82562310313301
62,LTR,40518,204.94629547361666,72.45540969908927
62,RC,138,274.8695652173913,41.13319229657013
62,Retroposon,484,157.53925619834712,98.03882952848085
62,SINE,113113,177.6896643179829,85.19440597557833
63,DNA,32705,227.5312031799419,62.80431151063735
63,LINE,126718,227.93995328209095,84.70618375376932
63,LTR,39741,204.73259354319217,72.44900995941998
63,RC,143,268.72027972027973,43.92657662722524
63,Retroposon,470,160.45106382978724,96.07898318314243
63,SINE,112601,177.60380458432874,85.49080358613436
64,DNA,32613,227.47603716309447,62.77505789136908
64,LINE,127245,227.3631498290699,84.89940543525289
64,LTR,40101,204.71030647614774,72.39320913950635
64,RC,113,266.7345132743363,36.01917328635021
64,Retroposon,518,153.01544401544402,91.66187525564814
64,SINE,112365,177.71100431629065,85.348521690722
65,DNA,32516,226.88744002952393,63.09838655217257
65,LINE,126229,227.87271546158172,85.1164496639817
65,LTR,40025,204.60964397251718,72.19131101503402
65,RC,156,273.8269230769231,40.11124969470542
65,Retroposon,477,174.92033542976938,97.05086276705008
65,SINE,112585,177.9639383576853,85.48000150698451
66,DNA,32449,228.05916977410706,63.11363091704405
66,LINE,126581,227.62565471911267,84.78658931847589
66,LTR,39983,204.9261436110347,72.49577483159739
66,RC,137,273.57664233576645,36.80719594586939
66,Retroposon,534,155.69850187265916,96.13460502025174
66,SINE,112526,177.3884168992055,85.31605298529124
67,DNA,32461,227.65949909121716,62.65083200054564
67,LINE,126482,227.58852643063835,84.75001115480657
67,LTR,40633,205.7382915364359,71.74858774075463
67,RC,114,269.4736842105263,45.62532586306428
67,Retroposon,477,160.63522012578616,96.40518232351388
67,SINE,112482,177.16037232623887,85.06536593259821
68,DNA,32410,227.82098117864857,62.6628059932362
68,LINE,126794,227.85842390018456,84.72873877538542
68,LTR,40015,205.0555291765588,72.42192495818341
68,RC,130,266.66923076923075,39.89686482024881
68,Retroposon,516,166.71124031007753,96.82042010663051
68,SINE,111943,177.58099211205703,85.24957092097307
69,DNA,32142,227.2610602949412,62.78069602800666
69,LINE,126338,227.14561731228926,85.13122457459924
69,LTR,40696,204.9090574012188,71.9898222671857
69,RC,141,273.29787234042556,43.17402434858011
69,Retroposon,477,168.24109014675054,94.93181128462753
69,SINE,112847,178.01054525153526,85.20145634948409
70,DNA,32545,228.12044860961745,62.869743397423676
70,LINE,127404,227.95556654422154,84.81285578795696
70,LTR,40284,204.54306920861882,72.11653461903396
70,RC,137,264.3430656934307,41.46996766744279
70,Retroposon,508,158.71653543307087,94.14383346838368
70,SINE,112112,177.51262130726417,85.21269802380365
71,DNA,32656,228.43373346398823,62.58916877732641
71,LINE,126653,227.87179932571672,84.8772871876317
71,LTR,40052,204.93750624188556,72.38897707007234
71,RC,145,270.66896551724136,42.5429689757858
71,Retroposon,548,164.03467153284672,94.064141236169
71,SINE,113538,177.67832796068276,85.19724552481489
72,DNA,32571,226.71600503515398,62.59363341366928
72,LINE,127691,227.4881471677722,85.04866469497384
72,LTR,40442,204.75137233569063,71.63573603196788
72,RC,143,268.57342657342656,39.92589105293059
72,Retroposon,505,173.25148514851486,100.5277466390697
72,SINE,112115,177.41292422958568,85.27748425836651
73,DNA,32715,227.06578022313923,62.27521814556318
73,LINE,127153,227.83843086675108,84.69793137542591
73,LTR,40124,204.7347223606819,71.98984783445076
73,RC,154,280.0779220779221,39.945503862125996
73,Retroposon,475,162.8084210526316,95.41576131873204
73,SINE,112226,177.4332685830378,84.72018373499178
74,DNA,32522,227.11801242236024,62.570396998421174
74,LINE,126837,227.2766937092489,84.75909778559834
74,LTR,39792,204.8623592681946,72.0448155446768
74,RC,120,276.69166666666666,41.534683465214414
74,Retroposon,482,162.69294605809128,94.90393216449674
74,SINE,112196,177.51603443973048,85.57253945016915
75,DNA,32568,227.1388172439204,62.979884878144354
75,LINE,125942,228.0606390243128,84.89989331181549
75,LTR,40006,205.54431835224716,71.73677019812968
75,RC,106,270.92452830188677,40.28827679882834
75,Retroposon,477,160.8846960167715,97.52179413764819
75,SINE,112262,177.27734228857494,85.22670894994955
76,DNA,32573,227.70724219445552,62.893314728948106
76,LINE,126283,228.09997386821664,84.68500682838346
76,LTR,40089,204.86856743745167,72.04140886206419
76,RC,134,277.8805970149254,38.621207687301315
76,Retroposon,493,169.7789046653144,95.32977778571856
76,SINE,111654,177.2021512888029,85.10489672813651
77,DNA,32529,227.72824249131546,62.60947512925362
77,LINE,127280,227.57093023255814,84.8853715394908
77,LTR,40099,204.52699568567795,72.27712246389514
77,RC,135,277.3333333333333,43.08235008549196
77,Retroposon,514,152.55642023346303,94.72139018401016
77,SINE,112433,177.9452829685235,85.3595976696799
78,DNA,32322,226.92228203700267,62.91087303525281
78,LINE,126929,227.86769768925936,85.15196587422072
78,LTR,40252,205.30433270396503,72.01769672564451
78,RC,114,274.7719298245614,39.99803396214845
78,Retroposon,481,165.17255717255716,97.1383765301653
78,SINE,112340,177.75267936620972,85.38371549464756
79,DNA,32611,227.487473551869,62.33997935073348
79,LINE,127158,227.7993048019,84.7595510416204
79,LTR,39796,205.2400995074882,72.07412285331002
79,RC,152,272.375,38.909783051377495
79,Retroposon,503,161.30218687872764,95.66934926535109
79,SINE,112197,177.9574587555817,85.31457077451824
80,DNA,32304,226.84927563150075,63.10055280922209
80,LINE,126874,227.31887541970775,85.30399911065838
80,LTR,40056,205.11156880367486,71.75004469334158
80,RC,138,266.4130434782609,44.47531936665802
80,Retroposon,553,163.4611211573237,96.92273739271812
80,SINE,111774,177.82578238230715,85.13272220209446
81,DNA,32577,227.39580071829818,63.05851679242156
81,LINE,127174,227.5215924638684,84.96106369350082
81,LTR,39192,206.2668912022862,72.53554715512026
81,RC,122,274.1803278688525,36.503764996352025
81,Retroposon,529,160.8695652173913,95.82847389120616
81,SINE,112985,178.07872726468116,85.43492061346497
82,DNA,32684,227.9181862685106,62.65859897410089
82,LINE,126204,227.4579173401794,85.06274093607574
82,LTR,40169,205.56680524782792,71.71806479539795
82,RC,141,276.7659574468085,37.44738877693551
82,Retroposon,534,157.1760299625468,97.23757012294595
82,SINE,112543,177.5194370151853,85.427134072723
83,DNA,32321,228.46146468240462,62.40182791430274
83,LINE,126471,227.57933439286478,84.92716031814766
83,LTR,39999,205.23128078201955,72.56499174869259
83,RC,121,266.27272727272725,40.071011347521825
83,Retroposon,471,176.1380042462845,97.78862804212417
83,SINE,112352,177.38942786955283,85.24845981000975
84,DNA,32630,228.06310144039227,63.21834456075205
84,LINE,126561,227.31286889326097,84.77983201869708
84,LTR,40066,204.9013128338242,72.16380173750291
84,RC,115,272.23478260869564,35.84394447305603
84,Retroposon,510,166.21176470588236,98.8423098401331
84,SINE,112460,177.19215721145295,85.10340236292477
85,DNA,33058,227.74030491862786,62.843604586921614
85,LINE,126568,227.44306617786486,84.68099602014695
85,LTR,40104,204.79455914621983,71.9277706343678
85,RC,140,261.4428571428571,48.718179567879616
85,Retroposon,486,154.2551440329218,96.49459314625217
85,SINE,112122,177.73428943472288,85.26508295339742
86,DNA,32806,227.68048527708345,62.78881858092136
86,LINE,126909,227.257129124018,84.97547256021646
86,LTR,40090,205.27637814916437,72.06648902826295
86,RC,142,271.27464788732397,42.7831321845877
86,Retroposon,533,161.76735459662288,97.10224734252071
86,SINE,112247,177.32625370833964,85.38556750974325
87,DNA,32839,227.03888668960687,62.88964641616048
87,LINE,127249,228.19684241133527,84.93502009245334
87,LTR,40176,204.9724960175229,72.42034663087085
87,RC,139,267.7482014388489,39.625239672049126
87,Retroposon,513,161.60233918128654,94.72894415132741
87,SINE,111877,177.1901999517327,85.1604788407631
88,DNA,32406,228.0591865703882,62.17727751693001
88,LINE,127399,227.65110401180544,84.76807654888523
88,LTR,40236,204.60637240282335,71.72864006864292
88,RC,115,276.3304347826087,46.33708660957374
88,Retroposon,541,171.4158964879852,99.83410845626513
88,SINE,112043,177.556250725168,85.35978590797745
89,DNA,32270,226.99705608924697,63.02196525126501
89,LINE,126710,227.96992344724174,84.87931370959215
89,LTR,40052,205.4295915310097,71.49475303529543
89,RC,141,265.65248226950354,47.52811572762464
89,Retroposon,492,180.02642276422765,96.8845664723578
89,SINE,112614,177.26538441046407,85.47790611816956
90,DNA,32337,228.15508550576737,61.8645334426201
90,LINE,126781,228.06571962675795,84.71384075894744
90,LTR,40026,205.1956977964323,72.16106436294103
90,RC,134,272.0149253731343,35.52316567567277
90,Retroposon,543,159.21731123388582,99.74799145731554
90,SINE,112663,177.51496942208178,85.40077240971416
91,DNA,32321,226.84177469756506,64.02173160730418
91,LINE,127397,227.9003822695982,85.16756985631083
91,LTR,39842,204.0273831634958,72.20313312617047
91,RC,125,278.872,34.90008045835997
91,Retroposon,525,152.40190476190477,92.11620195730255
91,SINE,111903,177.70297489790264,84.94522707757318
92,DNA,32523,228.3049226701104,62.18703274673615
92,LINE,127677,227.8976323065235,85.01069465508351
92,LTR,40739,205.2569282505707,71.80665243899921
92,RC,151,271.02649006622516,39.24940578617442
92,Retroposon,481,151.58627858627858,94.84078648207097
92,SINE,112418,178.21923535376897,85.7025160926728
93,DNA,32654,227.90191094506034,63.29573782104864
93,LINE,127293,227.20939093273,85.23662308943963
93,LTR,40011,205.30844017895078,72.5599796862187
93,RC,157,272.0700636942675,39.572414417097306
93,Retroposon,526,156.18250950570342,95.09479440126832
93,SINE,112872,177.58923382238288,85.30484401156635
94,DNA,32334,227.4067544999072,62.78956263289227
94,LINE,126629,227.49742160168682,84.83512182287166
94,LTR,40379,205.16298075732436,72.39417125152636
94,RC,176,275.3011363636364,42.96411291658048
94,Retroposon,491,170.87983706720976,97.81500797373668
94,SINE,112842,177.4763563212279,85.36696358668848
