subfamily_name,subfamily_name,class_name,Observed_TEs_number,Total_TEs_number,Observed_Odds_Ratio,Enrichment_p_value,Enrichment_p_value_adjusted,Average_divergence_genes,Average_divergence_all,Observed_TEs_number_log,Total_TEs_number_log,Random_Odds_Ratio_Mean,Random_Odds_Ratio_SD,Random_Odds_Ratio_Quantile_Of_Observed,p_raw_empirical,p_raw_empirical_clamped,p_adjusted_empirical_bh
AluYk4,AluYk4,SINE,250,1714,1.784623585415489,2.990027720113704e-15,1.6510153063236537e-14,75.188,78.23745624270711,2.3979400086720375,3.2340108175871793,1.5338098208320972,0.16741874533626916,0.072,0.144,0.144,0.23958078602620086
MLT-int,MLT-int,LTR,31,330,1.083522739937105,0.626478355557417,0.7077923379897558,204.06451612903226,209.63333333333333,1.4913616938342726,2.5185139398778875,1.7990856683583232,0.40984449709562926,0.972,0.05600000000000005,0.05600000000000005,0.10848813559322044
Charlie16,Charlie16,DNA,166,1091,1.875486748387834,4.158359482663669e-12,2.0225552717806697e-11,256.9578313253012,265.62786434463794,2.220108088040055,3.037824750588342,2.026792998497732,0.25397244820102827,0.716,0.5680000000000001,0.5680000000000001,0.674869022869023
MLT2B3,MLT2B3,LTR,149,2980,0.5500393061827897,8.953459205782017e-15,4.873239939147069e-14,159.95973154362417,156.08020134228187,2.173186268412274,3.4742162640762553,1.6267329756710838,0.12631395076058022,1.0,0.0,0.003992015968063872,0.010707259953161602
Tigger3c,Tigger3c,DNA,201,1687,1.413594552232907,1.0333234933401701e-05,3.0284326997123443e-05,170.318407960199,168.55068168346176,2.303196057420489,3.2271150825891253,1.583641190869204,0.16502603637302354,0.842,0.31600000000000006,0.31600000000000006,0.43256047904191625
MER91A,MER91A,DNA,474,3415,1.6843453634075418,3.8862768081807695e-23,2.9613429278337465e-22,299.337552742616,310.4333821376281,2.6757783416740852,3.5333907080175515,1.5095335964937613,0.11336715514674521,0.058,0.116,0.116,0.19938045112781955
MLT2B1,MLT2B1,LTR,196,3230,0.6751307131541568,1.9207603366339872e-08,7.467445798546419e-08,189.6122448979592,191.96346749226007,2.292256071356476,3.509202522331103,1.6239600458512746,0.12201546446908673,1.0,0.0,0.003992015968063872,0.010707259953161602
AluYc,AluYc,SINE,453,2814,2.0051649203853548,4.8000502966898315e-36,5.175903291619318e-35,74.50551876379691,74.2956645344705,2.656098202012832,3.449324093098727,1.5321387936787514,0.12268324094313746,0.0,0.0,0.003992015968063872,0.010707259953161602
L1M2,L1M2,LINE,603,5342,1.3297756096518571,2.0316449815079518e-10,8.897203884534823e-10,179.77943615257047,180.68906776488205,2.780317312140151,3.727703883685354,2.729680344986741,0.14522366048412708,1.0,0.0,0.003992015968063872,0.010707259953161602
MER47B,MER47B,DNA,34,555,0.6820067758079081,0.028932601930080744,0.052078683474145335,178.8235294117647,184.86306306306307,1.5314789170422551,2.7442929831226763,1.553247782550784,0.2677241092547025,1.0,0.0,0.003992015968063872,0.010707259953161602
AmnSINE2,AmnSINE2,SINE,56,455,1.4667722359042348,0.00979025138547958,0.019632030409830106,285.51785714285717,278.63956043956046,1.7481880270062005,2.6580113966571126,1.5708087871021577,0.32686603796677605,0.582,0.8360000000000001,0.8360000000000001,0.8831312384473198
MamRTE1,MamRTE1,LINE,810,5006,2.0174264572493765,6.59348667244992e-64,9.661993931551613e-63,294.0234567901235,305.8080303635637,2.9084850188786495,3.6994908452722046,2.180835820089287,0.12063890875617188,0.918,0.16399999999999992,0.16399999999999992,0.26401690140845074
THE1A,THE1A,LTR,225,3022,0.8406931421107546,0.01192294454522759,0.023577725977846253,96.96444444444444,101.23229649238915,2.3521825181113627,3.4802944600030066,1.673934282458505,0.1291987286884084,1.0,0.0,0.003992015968063872,0.010707259953161602
MER45B,MER45B,DNA,90,1001,1.0324562507982344,0.7794258520946674,0.8372967565265084,204.92222222222222,211.86313686313687,1.9542425094393248,3.000434077479319,1.693362756555381,0.22384677356496094,1.0,0.0,0.003992015968063872,0.010707259953161602
LTR81C,LTR81C,LTR,40,514,0.8819199401768058,0.48251992892217255,0.5727105698422048,265.2,286.0875486381323,1.6020599913279625,2.710963118995276,1.7141716153496454,0.33212258446489173,1.0,0.0,0.003992015968063872,0.010707259953161602
MLT1J,MLT1J,LTR,1188,11622,1.1899081296867604,2.7638476022060197e-08,1.0565477623148766e-07,267.7306397306397,276.4653243847875,3.074816440645175,4.065280871102755,1.593775635623643,0.06353036936901517,1.0,0.0,0.003992015968063872,0.010707259953161602
Tigger2a,Tigger2a,DNA,269,2946,1.0501502746610354,0.4336382691038837,0.5217353069323569,155.8624535315985,155.5773930753564,2.429752280002408,3.469232742506612,1.5704751396744483,0.12368569234670511,1.0,0.0,0.003992015968063872,0.010707259953161602
LTR41C,LTR41C,LTR,68,585,1.3745670215595196,0.015612242811832495,0.029840791862750075,206.38235294117646,224.60683760683762,1.8325089127062364,2.7671558660821804,1.6335411950276346,0.28196951623278643,0.808,0.3839999999999999,0.3839999999999999,0.5068267898383371
OldhAT1,OldhAT1,DNA,424,2424,2.215561210520212,3.386644109465787e-42,4.162294857117629e-41,249.9740566037736,257.5519801980198,2.6273658565927325,3.3845326154942486,1.9877571481630196,0.16361693303631764,0.092,0.184,0.184,0.28575
MER58C,MER58C,DNA,282,2362,1.4168811636002054,1.4323291827555217e-07,5.180861569270764e-07,208.15602836879432,225.846316680779,2.450249108319361,3.373279893277496,1.5224585110328381,0.13476342481010453,0.782,0.43599999999999994,0.43599999999999994,0.5574362416107382
Charlie15b,Charlie15b,DNA,218,1576,1.677661681304534,2.3186295037904217e-11,1.0817116419724294e-10,252.40825688073394,255.48032994923858,2.3384564936046046,3.1975562131535367,1.675569316581897,0.17895562171832202,0.474,0.948,0.948,0.9614587400177462
LTR26,LTR26,LTR,73,452,2.012941852779557,4.068020172898122e-07,1.4047574192213152e-06,166.05479452054794,172.70353982300884,1.863322860120456,2.655138434811382,1.6201757701047104,0.3053208638036261,0.098,0.196,0.196,0.298306258322237
L1ME3A,L1ME3A,LINE,1527,9044,2.1229672587870274,4.525346273585661e-134,9.578649612422983e-133,233.6326129666012,241.08049535603715,3.1838390370564214,3.956360553673322,2.6655455124649556,0.1065531452706827,1.0,0.0,0.003992015968063872,0.010707259953161602
LTR40c,LTR40c,LTR,66,588,1.3213594625491663,0.040342324417942096,0.0691323490400417,231.3939393939394,236.7517006802721,1.8195439355418688,2.7693773260761385,1.6016758392910857,0.27409790290520875,0.828,0.3440000000000001,0.3440000000000001,0.46149295774647897
MER34,MER34,LTR,143,1097,1.5665175554727615,2.265368695986172e-06,7.152807788707721e-06,206.91608391608392,218.04740200546945,2.155336037465062,3.0402066275747113,1.6132951052163778,0.2053217371635707,0.566,0.8680000000000001,0.8680000000000001,0.904397447584321
LTR19A,LTR19A,LTR,43,339,1.518183576300223,0.015608298133460837,0.029840791862750075,122.23255813953489,112.1858407079646,1.6334684555795866,2.530199698203082,1.7029456796844107,0.4099750281853516,0.624,0.752,0.752,0.8264769230769231
MER89,MER89,LTR,108,996,1.2710374517177094,0.021251624099485812,0.03949692088733705,182.78703703703704,189.34337349397592,2.03342375548695,2.998259338423699,1.6446799374772672,0.205403157736365,0.974,0.052000000000000046,0.052000000000000046,0.10194854202401381
L1MCc,L1MCc,LINE,162,1400,1.3675460526958279,0.0003115957682451063,0.000782755962866278,258.84567901234567,266.6842857142857,2.2095150145426308,3.146128035678238,2.7316957445128422,0.27289795686524854,1.0,0.0,0.003992015968063872,0.010707259953161602
AmnSINE1,AmnSINE1,SINE,309,2019,1.8884701385671054,1.256821161060714e-21,8.978416169327475e-21,259.2977346278317,274.5948489351164,2.4899584794248346,3.305136318943639,1.5922473837179987,0.15166174237265334,0.03,0.06,0.06,0.11487437185929658
HERVL-int,HERVL-int,LTR,50,721,0.7787444822161366,0.09862199322687853,0.1531588835031551,110.94,112.02635228848821,1.6989700043360187,2.857935264719429,2.57130634157701,0.3817428791171493,1.0,0.0,0.003992015968063872,0.010707259953161602
LTR27C,LTR27C,LTR,5,108,0.5073180247710433,0.1699931851016109,0.24257454503263579,141.8,156.0,0.6989700043360189,2.03342375548695,1.6298524149092706,0.6956984904578559,0.98,0.040000000000000036,0.040000000000000036,0.08237837837837846
MER117,MER117,DNA,365,3919,1.073304627347673,0.2028820639982118,0.27939060138548927,293.86575342465756,301.51033426894617,2.5622928644564746,3.5931752634781025,1.5136999208972843,0.10825128083165739,1.0,0.0,0.003992015968063872,0.010707259953161602
L1M4a1,L1M4a1,LINE,126,1290,1.1312669753456221,0.18323757507875527,0.2566673386213447,228.75396825396825,242.53875968992247,2.100370545117563,3.110589710299249,2.3049845277203196,0.2633512609197465,1.0,0.0,0.003992015968063872,0.010707259953161602
LTR106_Mam,LTR106_Mam,LTR,55,467,1.3951246728328985,0.02638304296527858,0.04794247712132499,227.05454545454546,241.3661670235546,1.7403626894942439,2.6693168805661123,1.612574576199248,0.33053691057659174,0.706,0.5880000000000001,0.5880000000000001,0.6921565396498456
LTR12D,LTR12D,LTR,75,606,1.4760949753290546,0.0024308983682006288,0.005405674775979219,113.73333333333333,109.1914191419142,1.8750612633917,2.782472624166286,1.7376916135607174,0.29712768108047816,0.796,0.4079999999999999,0.4079999999999999,0.5299363636363635
LTR12E,LTR12E,LTR,188,1192,1.95691428770028,4.768630809060896e-15,2.620454334017598e-14,103.8563829787234,108.38171140939598,2.27415784926368,3.076276255404218,1.7334493180156825,0.21105171561412386,0.144,0.288,0.288,0.4034117647058824
MER75,MER75,DNA,24,423,0.6286165986388468,0.024757650677732373,0.045349350520269394,120.33333333333333,117.05673758865248,1.380211241711606,2.6263403673750423,1.589853340915412,0.34038262962683724,1.0,0.0,0.003992015968063872,0.010707259953161602
MLT2B4,MLT2B4,LTR,163,2805,0.6447660605661479,8.1559865950774e-09,3.27097988707841e-08,179.51533742331287,190.07023172905525,2.2121876044039577,3.4479328655921804,1.6178915411663775,0.12525952084303205,1.0,0.0,0.003992015968063872,0.010707259953161602
Tigger17b,Tigger17b,DNA,25,259,1.1165332902625746,0.5816991713268551,0.6628934724093674,225.04,208.35907335907336,1.3979400086720377,2.413299764081252,1.698231514536377,0.46318820030738056,0.91,0.17999999999999994,0.17999999999999994,0.2814500683994528
Charlie25,Charlie25,DNA,37,763,0.5326139934701132,6.450772942295254e-05,0.0001743081199301058,259.35135135135135,276.8230668414155,1.568201724066995,2.8825245379548803,1.9907220829678975,0.29554553196710986,1.0,0.0,0.003992015968063872,0.010707259953161602
MER51A,MER51A,LTR,147,775,2.446275414736546,7.772400634579123e-19,5.195236213639729e-18,132.75510204081633,137.32387096774193,2.167317334748176,2.88930170250631,1.6569555679731194,0.2529052629841311,0.004,0.008,0.008,0.020052631578947388
MER96,MER96,DNA,167,1236,1.6326248033723898,2.5467271314372512e-08,9.768151379975765e-08,225.47305389221557,230.7864077669903,2.2227164711475833,3.092018470752797,1.5150708295898014,0.18374354591998984,0.234,0.468,0.468,0.5923853820598007
AluSq4,AluSq4,SINE,299,1599,2.403674385926416,1.380853451964093e-35,1.4614032366619983e-34,104.36789297658864,104.59724828017511,2.4756711883244296,3.2038484637462346,1.5346634543447744,0.16621274845507208,0.0,0.0,0.003992015968063872,0.010707259953161602
MER44A,MER44A,DNA,239,1998,1.4199717204421682,1.0351249686216402e-06,3.409647951396354e-06,156.29707112970712,160.4099099099099,2.3783979009481375,3.3005954838899636,1.5513721809644239,0.14782139305289504,0.806,0.3879999999999999,0.3879999999999999,0.5115155709342559
MLT1E2,MLT1E2,LTR,260,3138,0.9441262111052309,0.3932637797437377,0.483854144507096,224.97307692307692,233.71032504780115,2.4149733479708178,3.496652939250918,1.6190456594406195,0.1195004367320367,1.0,0.0,0.003992015968063872,0.010707259953161602
MER107,MER107,DNA,26,290,1.029240680497057,0.8354846599051855,0.8831748929205405,80.88461538461539,88.52758620689656,1.414973347970818,2.462397997898956,1.531722741178409,0.3885846064169883,0.902,0.19599999999999995,0.19599999999999995,0.298306258322237
Arthur1C,Arthur1C,DNA,79,482,2.0486587862942636,6.790221771392197e-08,2.5198777547731434e-07,210.32911392405063,222.49585062240664,1.8976270912904414,2.6830470382388496,1.560476785429561,0.297340867715555,0.054,0.108,0.108,0.1873201820940821
MER45C,MER45C,DNA,105,1141,1.0591978096592745,0.5640411963380921,0.6453444318462855,228.4,239.3567046450482,2.0211892990699383,3.0572856444182146,1.6626074882959774,0.213708106094074,1.0,0.0,0.003992015968063872,0.010707259953161602
MER121,MER121,DNA,54,945,0.6333788058645923,0.0006540097283411791,0.0015737539357767742,259.81481481481484,257.5068783068783,1.7323937598229686,2.975431808509263,1.5449200858843337,0.20958652372564282,1.0,0.0,0.003992015968063872,0.010707259953161602
L1PA12,L1PA12,LINE,167,1290,1.554119217879841,4.3987556949624506e-07,1.5053226824377489e-06,126.74251497005989,129.2093023255814,2.2227164711475833,3.110589710299249,2.6880274389063157,0.29838875893674216,1.0,0.0,0.003992015968063872,0.010707259953161602
LTR16A1,LTR16A1,LTR,171,2170,0.8939861794988141,0.17092637660141047,0.24329869047996533,248.98830409356725,262.45714285714286,2.2329961103921536,3.3364597338485296,1.5880053029861738,0.14845506558698793,1.0,0.0,0.003992015968063872,0.010707259953161602
L1MDa,L1MDa,LINE,335,2624,1.529490276468719,4.993849110268159e-12,2.418631158066316e-11,215.9731343283582,221.9394054878049,2.525044807036845,3.4189638307036225,2.78830057947801,0.2052810041865605,1.0,0.0,0.003992015968063872,0.010707259953161602
L1MA4A,L1MA4A,LINE,339,3136,1.2666448645323023,6.618484716986944e-05,0.0001779983066239077,145.69321533923303,151.24426020408163,2.530199698203082,3.496376054012401,2.744681468536367,0.1895848807642253,1.0,0.0,0.003992015968063872,0.010707259953161602
L1ME3Cz,L1ME3Cz,LINE,1289,7315,2.2354885381503466,4.6247793305665805e-127,9.611132317886548e-126,247.3933281613654,254.04073820915926,3.110252917353403,3.8642143304613294,2.689009553317727,0.11874140635878758,1.0,0.0,0.003992015968063872,0.010707259953161602
L1ME2z,L1ME2z,LINE,849,3898,2.9100381052101256,5.086387599713971e-135,1.0969322691458622e-133,206.23439340400472,209.81272447408926,2.928907690243953,3.5908418347816027,2.7116033707824334,0.1672886753883079,0.114,0.228,0.228,0.33582989690721654
L1PA15,L1PA15,LINE,479,5351,1.0274856737546354,0.5612346010604536,0.6434214132518541,131.84342379958247,138.18575967108953,2.680335513414563,3.728434950974255,2.6639280582075178,0.14529953376609875,1.0,0.0,0.003992015968063872,0.010707259953161602
Eulor10,Eulor10,DNA,1,37,0.29029865007889233,0.37279867933905375,0.46467708885991105,215.0,263.7837837837838,0.0,1.568201724066995,1.597786868795721,1.110774699848608,0.88,0.24,0.24,0.3472405063291139
AmnL2-1,AmnL2-1,LINE,220,1178,2.3999649406152437,1.5780057379011687e-26,1.3070004046529244e-25,263.2681818181818,260.50339558573853,2.342422680822206,3.0711452904510828,1.9482373848403212,0.23671834196118213,0.028,0.056,0.056,0.10848813559322044
X30_DNA,X30_DNA,DNA,52,739,0.7910320966607829,0.11736038346767583,0.17696954921313124,264.2307692307692,263.05548037889037,1.7160033436347992,2.8686444383948255,1.5722866542518417,0.24798296726040855,1.0,0.0,0.003992015968063872,0.010707259953161602
L1MC2,L1MC2,LINE,539,3426,1.9511466898155383,1.0651779751356469e-39,1.1595223100762328e-38,163.49536178107607,169.24751897256274,2.7315887651867388,3.5347873586294916,2.718559996253885,0.17626534159098822,1.0,0.0,0.003992015968063872,0.010707259953161602
MamTip2b,MamTip2b,DNA,604,4888,1.4734496741523484,1.7296988805294378e-17,1.0922905085332307e-16,289.432119205298,295.7107201309329,2.7810369386211318,3.689131197234498,1.5668643636137536,0.09078210461852225,0.858,0.28400000000000003,0.28400000000000003,0.4002614056720099
Tigger17a,Tigger17a,DNA,185,1829,1.1760275082398743,0.03834791219120179,0.06611110653777322,195.46486486486486,198.64953526517223,2.2671717284030137,3.262213705476417,1.610808249767041,0.14885360163141298,1.0,0.0,0.003992015968063872,0.010707259953161602
MamSINE1,MamSINE1,SINE,527,4154,1.5184862639092769,1.5853479083620725e-17,1.006695921809916e-16,307.22201138519927,311.30621088107847,2.7218106152125467,3.6184664921990803,1.5244671176216766,0.0994185988950497,0.494,0.988,0.988,0.9897318141980719
L1ME3C,L1ME3C,LINE,288,1655,2.2017689605054644,6.629119866922998e-29,6.013558736423005e-28,251.84375,259.2797583081571,2.459392487759231,3.2187979981117376,2.681324533240403,0.2601186231474607,0.968,0.06400000000000006,0.06400000000000006,0.12071287128712882
L1PB4,L1PB4,LINE,634,5297,1.4209266609464644,1.8398302649588843e-15,1.035924134407884e-14,159.38485804416405,163.0681517840287,2.8020892578817325,3.7240299729355977,2.669831841202926,0.1483035621495246,1.0,0.0,0.003992015968063872,0.010707259953161602
L1MEh,L1MEh,LINE,192,1501,1.5328837122438927,1.6666830643166815e-07,5.971845587818079e-07,257.859375,266.4903397734843,2.2833012287035497,3.1763806922432702,2.0813186078423205,0.21113048315505292,0.992,0.016000000000000014,0.016000000000000014,0.03709533468559841
L1MA5A,L1MA5A,LINE,305,2231,1.6549743612702492,1.4343653842807484e-14,7.59018349181896e-14,126.10491803278688,126.65262214253698,2.484299839346786,3.348499570283838,2.6720436551762203,0.22445091153962904,1.0,0.0,0.003992015968063872,0.010707259953161602
LTR10B2,LTR10B2,LTR,23,100,3.1216532237168275,1.3859322915501085e-05,4.000304568792359e-05,176.0,176.36,1.3617278360175928,2.0,1.8295379975430883,0.7308249672106338,0.048,0.096,0.096,0.170385093167702
LTR21C,LTR21C,LTR,4,18,2.9859290282342994,0.06605480810950216,0.10739778900307392,155.0,135.83333333333334,0.6020599913279624,1.255272505103306,2.1462108090466563,2.5811231015792617,0.172,0.344,0.344,0.46149295774647897
LTR62,LTR62,LTR,42,230,2.3347425615670208,5.5672255200395845e-06,1.6968903385080654e-05,148.3095238095238,150.9695652173913,1.6232492903979006,2.361727836017593,1.6441657599305155,0.4665239506076414,0.086,0.172,0.172,0.27191701244813277
MER44C,MER44C,DNA,109,878,1.4813160745606913,0.0002524482355384167,0.0006355690159039873,174.78899082568807,180.14236902050115,2.037426497940624,2.9434945159061026,1.6306938247771228,0.22331747753110015,0.726,0.548,0.548,0.6648429926238146
Charlie4a,Charlie4a,DNA,373,2278,2.046264062547951,2.1576499053823554e-31,2.0724317998756573e-30,220.10455764075067,216.0750658472344,2.571708831808688,3.3575537197430814,1.5887544793026818,0.1400503717817101,0.004,0.008,0.008,0.020052631578947388
MER34C2,MER34C2,LTR,64,376,2.1437441656427434,3.232395393060283e-07,1.1229872140631926e-06,169.40625,176.62234042553192,1.806179973983887,2.575187844927661,1.6370457228565842,0.3523182276211486,0.08,0.16,0.16,0.2597727272727273
MER34B-int,MER34B-int,LTR,35,320,1.2834256588395754,0.1651048561705031,0.23707895804382545,185.4857142857143,181.38125,1.5440680443502757,2.505149978319906,2.661194374328105,0.5727105808514656,1.0,0.0,0.003992015968063872,0.010707259953161602
MER31-int,MER31-int,LTR,42,303,1.6817302310812183,0.002974454270411332,0.006525530194011809,189.54761904761904,189.30693069306932,1.6232492903979006,2.481442628502305,2.5325511250893293,0.5753118649581977,0.97,0.06000000000000005,0.06000000000000005,0.11487437185929658
MER39,MER39,LTR,266,2357,1.3294598619065927,2.2600197402069165e-05,6.378277933472854e-05,184.98496240601503,194.95248196860416,2.424881636631067,3.3723595825243238,1.6131768593162688,0.13568868652028082,0.984,0.03200000000000003,0.03200000000000003,0.0673591160220995
Harlequin-int,Harlequin-int,LTR,53,133,6.923624019804123,2.881730207476503e-22,2.0846947007250905e-21,91.28301886792453,103.78195488721805,1.7242758696007892,2.123851640967086,2.857423938064676,0.9258930954910692,0.004,0.008,0.008,0.020052631578947388
Helitron3Na_Mam,Helitron3Na_Mam,RC,99,873,1.3367241510991563,0.008241043906162268,0.016730929280183788,274.07070707070704,281.971363115693,1.99563519459755,2.9410142437055695,1.598130833228457,0.23201910566813816,0.856,0.28800000000000003,0.28800000000000003,0.4034117647058824
LTR5B,LTR5B,LTR,131,373,5.657227224826651,2.5679454514440758e-45,3.2254523637369e-44,87.91603053435115,90.62466487935657,2.1172712956557644,2.571708831808688,1.7050798154128528,0.3429070524769774,0.0,0.0,0.003992015968063872,0.010707259953161602
LTR45C,LTR45C,LTR,83,369,3.0329110191945303,1.1506882816639085e-15,6.609229678099736e-15,167.74698795180723,169.84010840108402,1.919078092376074,2.56702636615906,1.5999901043714992,0.35500732787080913,0.0,0.0,0.003992015968063872,0.010707259953161602
Tigger3d,Tigger3d,DNA,44,491,1.0287093242249428,0.8107918675976478,0.8641437893683146,201.75,195.9002036659878,1.6434526764861874,2.6910814921229687,1.5326405611810325,0.29623378394995603,0.948,0.10400000000000009,0.10400000000000009,0.1817614678899084
LTR8A,LTR8A,LTR,142,1094,1.5588308718813413,2.871021346486742e-06,9.015322524819632e-06,157.1267605633803,161.35740402193784,2.1522883443830563,3.039017321997412,1.6461913774985928,0.22572975901830133,0.636,0.728,0.728,0.8070843840931134
HERVK13-int,HERVK13-int,LTR,6,14,7.838063773228416,0.0007176926077685844,0.001719753984653023,103.16666666666667,113.71428571428571,0.7781512503836436,1.146128035678238,,,0.078,0.156,0.156,0.25509012875536485
LTR38,LTR38,LTR,21,195,1.2612976145846144,0.3092168954823174,0.3953410643582649,198.57142857142858,218.3230769230769,1.3222192947339193,2.290034611362518,1.6460416890109082,0.5075379293672989,0.732,0.536,0.536,0.6538399146211313
LTR3B_v,LTR3B_v,LTR,23,206,1.3134824550308195,0.21625456518969965,0.29356171972901035,107.47826086956522,105.2864077669903,1.3617278360175928,2.3138672203691533,1.6025851888158409,0.485066403583802,0.688,0.6240000000000001,0.6240000000000001,0.7233590263691685
MLT1E1,MLT1E1,LTR,78,796,1.1353184464897923,0.2856401114118863,0.3705864328533326,220.97435897435898,225.00879396984925,1.8920946026904804,2.900913067737669,1.6208924585751792,0.24632630181412563,0.984,0.03200000000000003,0.03200000000000003,0.0673591160220995
LTR78B,LTR78B,LTR,144,2079,0.7777302263683694,0.00312447478232851,0.0068024279546694995,283.6875,291.86387686387684,2.1583624920952498,3.317854489331469,1.7193388196127575,0.16279005079495007,1.0,0.0,0.003992015968063872,0.010707259953161602
L1MB1,L1MB1,LINE,324,3409,1.097583093425238,0.11461387866657638,0.17351478584886992,162.64197530864197,169.99178644763862,2.510545010206612,3.5326270012288914,2.636402994052116,0.17988494328711188,1.0,0.0,0.003992015968063872,0.010707259953161602
Tigger4a,Tigger4a,DNA,360,3258,1.2982303939673845,5.758675235637285e-06,1.750576009131228e-05,161.84444444444443,167.27900552486187,2.5563025007672873,3.5129510799724906,1.5276611906074706,0.11706919103201897,0.978,0.04400000000000004,0.04400000000000004,0.08901238938053105
L1MD2,L1MD2,LINE,976,5626,2.1935383566117226,6.375051465260373e-93,1.1210282807373241e-91,201.69672131147541,208.8174546747245,2.9894498176666917,3.750199727829182,2.7144989771826458,0.14070172227394376,1.0,0.0,0.003992015968063872,0.010707259953161602
MER115,MER115,DNA,230,2039,1.3287304293293374,8.549991822044822e-05,0.0002283327255279727,285.504347826087,297.8852378616969,2.361727836017593,3.30941722577814,1.606838638351746,0.15426483845065814,0.972,0.05600000000000005,0.05600000000000005,0.10848813559322044
MER77,MER77,LTR,86,1049,0.9332965819554345,0.5844121728690217,0.6653218262841551,210.8372093023256,225.13155386081982,1.9344984512435677,3.020775488193558,1.6233483590228752,0.2099221784633684,1.0,0.0,0.003992015968063872,0.010707259953161602
MADE2,MADE2,DNA,318,2754,1.3642610888602589,5.582858984384125e-07,1.876825829162075e-06,195.75157232704402,201.56826434277414,2.5024271199844326,3.439963935920905,1.4948401980480206,0.12427391774217164,0.848,0.30400000000000005,0.30400000000000005,0.4211781818181819
LTR3A,LTR3A,LTR,45,126,5.805973848141721,5.643393937147789e-17,3.4679565968601736e-16,95.91111111111111,95.72222222222223,1.6532125137753437,2.100370545117563,1.8076499099699086,0.6765769350861403,0.0,0.0,0.003992015968063872,0.010707259953161602
MER77B,MER77B,LTR,62,1031,0.6686754589021899,0.0013579039388756887,0.0031369172422135937,221.03225806451613,235.91949563530554,1.792391689498254,3.0132586652835167,1.6070595469215208,0.20989961805357688,1.0,0.0,0.003992015968063872,0.010707259953161602
LTR33C,LTR33C,LTR,40,664,0.6699199192369882,0.013093530535964713,0.025539087717760523,249.15,263.5707831325301,1.6020599913279625,2.8221680793680175,1.622918785995262,0.26590020449715784,1.0,0.0,0.003992015968063872,0.010707259953161602
Kanga1a,Kanga1a,DNA,56,639,1.0038457706275972,0.944173159139073,0.9696225704366221,227.41071428571428,240.17683881064164,1.7481880270062005,2.8055008581584002,1.6128983119562597,0.26731940250722536,0.984,0.03200000000000003,0.03200000000000003,0.0673591160220995
MLT2B2,MLT2B2,LTR,119,2212,0.5941897070373573,3.016814506715787e-09,1.24935470332469e-08,178.72268907563026,184.52667269439422,2.075546961392531,3.344785122632661,1.6120114483971966,0.14091537093702458,1.0,0.0,0.003992015968063872,0.010707259953161602
LTR40A1,LTR40A1,LTR,25,412,0.6751131159457129,0.05476560436353392,0.0904582164559527,236.88,246.1747572815534,1.3979400086720377,2.6148972160331345,1.5947343441456396,0.3326279144145553,1.0,0.0,0.003992015968063872,0.010707259953161602
HERVL40-int,HERVL40-int,LTR,57,464,1.4636188570509685,0.010475004081571735,0.020858762482990408,235.49122807017545,250.68965517241378,1.7558748556724915,2.6665179805548807,2.4895720905041507,0.45702560850256624,0.992,0.016000000000000014,0.016000000000000014,0.03709533468559841
MLT1L,MLT1L,LTR,838,9180,1.0498358947431934,0.18317841512208288,0.2566673386213447,265.85322195704055,270.3429193899782,2.9232440186302764,3.9628426812012423,1.605893582128219,0.06958688211716829,1.0,0.0,0.003992015968063872,0.010707259953161602
MER85,MER85,DNA,76,906,0.9569362696024878,0.7685702186240033,0.8287507168747508,68.86842105263158,73.24834437086092,1.8808135922807914,2.957128197676813,1.50888717454183,0.2185105808003276,0.996,0.008000000000000007,0.008000000000000007,0.020052631578947388
MLT1J1,MLT1J1,LTR,283,3994,0.796971676186241,0.00017106980884393197,0.0004423818812412087,258.1625441696113,266.50751126690034,2.45178643552429,3.6014080605346837,1.5901498485029861,0.10723402184914828,1.0,0.0,0.003992015968063872,0.010707259953161602
MER92B,MER92B,LTR,116,563,2.7120525720560913,5.427619339762804e-18,3.565384428361429e-17,218.69827586206895,213.1474245115453,2.0644579892269186,2.7505083948513462,1.6192071496138847,0.3092299067421721,0.004,0.008,0.008,0.020052631578947388
LTR10E,LTR10E,LTR,37,203,2.329384550424759,1.709288226253625e-05,4.8842911065197335e-05,123.89189189189189,128.6551724137931,1.568201724066995,2.307496037913213,1.6848136889142964,0.5270041119315345,0.094,0.188,0.188,0.28960107816711594
MER34A,MER34A,LTR,103,1045,1.1427043046921843,0.20723615532939405,0.28470063166045356,204.7378640776699,205.27177033492822,2.012837224705172,3.019116290447073,1.6327057498674615,0.20843308545946682,1.0,0.0,0.003992015968063872,0.010707259953161602
MER63C,MER63C,DNA,75,744,1.171608959463157,0.19382286967230097,0.26820767558769976,213.29333333333332,211.93817204301075,1.8750612633917,2.8715729355458786,1.679246790894298,0.24176378799095927,0.988,0.02400000000000002,0.02400000000000002,0.052351145038167984
LTR16E2,LTR16E2,LTR,121,1814,0.7469230600481589,0.0015519647611110382,0.0035508287328780076,297.1818181818182,307.01157662624036,2.08278537031645,3.2586372827240764,1.5860558230513564,0.1620070622160549,1.0,0.0,0.003992015968063872,0.010707259953161602
MER91C,MER91C,DNA,210,1908,1.2924959937725706,0.0006495357070163203,0.0015662854707165698,249.5952380952381,257.4837526205451,2.322219294733919,3.2805783703680764,1.5104282140488086,0.14717269207473838,0.934,0.1319999999999999,0.1319999999999999,0.22451785714285716
