subfamily_name,subfamily_name,class_name,Observed_TEs_number,Total_TEs_number,Observed_Odds_Ratio,Enrichment_p_value,Enrichment_p_value_adjusted,Average_divergence_genes,Average_divergence_all,Observed_TEs_number_log,Total_TEs_number_log,Random_Odds_Ratio_Mean,Random_Odds_Ratio_SD,Random_Odds_Ratio_Quantile_Of_Observed,p_raw_empirical,p_raw_empirical_clamped,p_adjusted_empirical_bh
LTR22B2,LTR22B2,LTR,3,33,1.0450751501657962,0.7630342999604715,0.825897921264033,104.33333333333333,92.63636363636364,0.47712125471966244,1.5185139398778875,1.9253004140153838,1.6028858605201723,0.588,0.8240000000000001,0.8240000000000001,0.8736846011131726
Eulor12,Eulor12,DNA,9,60,1.844250292032704,0.10347657229304684,0.15939854734629724,279.55555555555554,266.73333333333335,0.9542425094393249,1.7781512503836436,1.5948352321494152,0.9455790901631131,0.304,0.608,0.608,0.7105766871165644
LTR6A,LTR6A,LTR,63,304,2.731939588735635,1.3571832402116943e-10,6.081922020870818e-10,135.15873015873015,142.71381578947367,1.7993405494535817,2.482873583608754,1.718306512123536,0.4113424093612413,0.01,0.02,0.02,0.04508875739644974
MamGypLTR3,MamGypLTR3,LTR,45,463,1.1250809234295869,0.45817016290823864,0.5466476995867607,289.02222222222224,291.8380129589633,1.6532125137753437,2.6655809910179533,1.6890712206939515,0.34233353020416,0.966,0.06800000000000006,0.06800000000000006,0.12720785597381354
X12_DNA,X12_DNA,DNA,143,1310,1.2805978029436944,0.007025920824743457,0.014495717513866014,270.16083916083915,276.9175572519084,2.155336037465062,3.1172712956557644,1.5346790629485894,0.18144444610170335,0.904,0.19199999999999995,0.19199999999999995,0.2937831325301205
X2b_DNA,X2b_DNA,DNA,17,197,0.9870154183210583,1.0,1.0,216.88235294117646,227.24365482233503,1.2304489213782739,2.294466226161593,1.5523247208567572,0.48663688447814035,0.886,0.22799999999999998,0.22799999999999998,0.33582989690721654
MER51C,MER51C,LTR,32,148,2.8829661514571834,1.3954254931778145e-06,4.492877010428851e-06,141.34375,143.52702702702703,1.505149978319906,2.1702617153949575,1.6488074097595409,0.5832339635652609,0.026,0.052,0.052,0.10194854202401381
LTR35A,LTR35A,LTR,14,63,2.985929101183838,0.000913714822678369,0.002166755274525676,124.0,134.4126984126984,1.146128035678238,1.7993405494535817,1.774163368723687,0.9650162676193716,0.088,0.176,0.176,0.2759506172839506
MER4CL34,MER4CL34,LTR,78,598,1.5676128871354738,0.0004743289115753179,0.001169828869816706,161.62820512820514,164.4648829431438,1.8920946026904804,2.776701183988411,1.6717994673077534,0.3121816793418902,0.61,0.78,0.78,0.8434626300851467
MER51-int,MER51-int,LTR,35,218,1.9987777370657611,0.0004339312734200929,0.001080573955379447,109.68571428571428,123.10550458715596,1.5440680443502757,2.3384564936046046,3.020146367215998,0.8011271534792227,0.916,0.16799999999999993,0.16799999999999993,0.2681899441340782
MER97c,MER97c,DNA,20,209,1.105899637059505,0.624417383350439,0.7066426427421304,215.8,223.60287081339712,1.3010299956639813,2.320146286111054,1.7091965413697991,0.49110734241369186,0.906,0.18799999999999994,0.18799999999999994,0.28960107816711594
MER41-int,MER41-int,LTR,69,338,2.6806764604498796,3.1610367408695316e-11,1.4568810462959173e-10,114.46376811594203,122.65680473372781,1.8388490907372552,2.5289167002776547,2.757242414866564,0.5781643360851032,0.508,0.984,0.984,0.9874556628621598
MamGypsy2-LTR,MamGypsy2-LTR,LTR,51,704,0.8162148604108943,0.1814043793999512,0.25535123849032537,278.6078431372549,285.55539772727275,1.7075701760979363,2.847572659142112,1.6392229195098935,0.27211153456961285,1.0,0.0,0.003992015968063872,0.010707259953161602
MER34D,MER34D,LTR,27,162,2.0901504074588746,0.0011368734534105336,0.0026519313413229384,147.22222222222223,158.96296296296296,1.4313637641589874,2.2095150145426308,1.7260630487941162,0.5874153363791934,0.22,0.44,0.44,0.5612946428571429
MER65C,MER65C,LTR,86,500,2.1709294247712188,1.6174382309651456e-09,6.79680844850427e-09,165.8953488372093,172.682,1.9344984512435677,2.6989700043360187,1.6554884487208896,0.310794656907685,0.054,0.108,0.108,0.1873201820940821
MamTip3B,MamTip3B,DNA,84,683,1.465547932834302,0.0017526707152514685,0.00397480680065958,267.6904761904762,272.8155197657394,1.9242792860618816,2.8344207036815323,1.6107318216674271,0.25830331537783974,0.68,0.6399999999999999,0.6399999999999999,0.7374193548387096
UCON55,UCON55,DNA,38,338,1.3237619014401731,0.10173576307398585,0.15692844425582433,289.86842105263156,294.73668639053255,1.5797835966168101,2.5289167002776547,1.5094972570574878,0.33993082187507134,0.658,0.6839999999999999,0.6839999999999999,0.7710177514792899
MER57C2,MER57C2,LTR,32,356,1.032172991109291,0.8509091092595077,0.8931029493880783,181.5,179.9129213483146,1.505149978319906,2.5514499979728753,1.7024634459904988,0.3849070167228783,0.97,0.06000000000000005,0.06000000000000005,0.11487437185929658
LTR35,LTR35,LTR,8,72,1.306343946088733,0.4076303688651806,0.49618904325122626,175.125,157.13888888888889,0.9030899869919435,1.8573324964312685,1.8241072067704285,0.870222869289069,0.648,0.704,0.704,0.7888941176470587
MER50B,MER50B,LTR,44,559,0.8928797222096566,0.5485082302559181,0.6320009144985025,135.13636363636363,141.0,1.6434526764861874,2.747411807886423,1.6436951398332718,0.2948248740501523,0.998,0.0040000000000000036,0.0040000000000000036,0.010707259953161602
LTR1D,LTR1D,LTR,12,281,0.46620450420379184,0.005734004641320024,0.011959794352242313,157.16666666666666,168.9964412811388,1.0791812460476249,2.44870631990508,1.6869280279829766,0.4308712118793305,1.0,0.0,0.003992015968063872,0.010707259953161602
LTR91A,LTR91A,LTR,114,1825,0.6963094406953371,9.523999631740694e-05,0.00025316119951347937,282.20175438596493,284.1846575342466,2.0569048513364727,3.2612628687924934,1.6601156246983053,0.16932683333580692,1.0,0.0,0.003992015968063872,0.010707259953161602
L1MDb,L1MDb,LINE,67,431,1.923627563245586,4.7806424467012845e-06,1.4688909453170883e-05,242.4179104477612,242.78654292343387,1.8260748027008264,2.6344772701607315,2.709476548291916,0.4844357922991554,0.958,0.08400000000000007,0.08400000000000007,0.1519177215189875
UCON7,UCON7,DNA,1,133,0.07917235644091947,0.00015222327421234955,0.000397240188184282,340.0,224.50375939849624,0.0,2.123851640967086,1.5748311944492401,0.5889875653844345,1.0,0.0,0.003992015968063872,0.010707259953161602
LTR31,LTR31,LTR,28,204,1.662619624444098,0.017557175218806967,0.033170002107597296,191.5,191.9313725490196,1.4471580313422192,2.3096301674258988,1.589460259414683,0.4608590689644241,0.382,0.764,0.764,0.8332557251908397
Tigger17d,Tigger17d,DNA,16,171,1.0787872559018712,0.78571255094572,0.8432231449685819,209.0625,210.5438596491228,1.2041199826559248,2.2329961103921536,1.673478153541309,0.5396738234969545,0.856,0.28800000000000003,0.28800000000000003,0.4034117647058824
LTR1F2,LTR1F2,LTR,5,132,0.41144689850881105,0.04375057142710931,0.0740843009499051,159.2,164.4090909090909,0.6989700043360189,2.12057393120585,1.6132163874046281,0.5537431796075439,0.988,0.02400000000000002,0.02400000000000002,0.052351145038167984
L1M3c,L1M3c,LINE,50,522,1.1070711527893469,0.4850886724443295,0.5745661685014183,231.82,243.63409961685824,1.6989700043360187,2.717670503002262,2.818111894651881,0.4874739372452111,1.0,0.0,0.003992015968063872,0.010707259953161602
HERVK22-int,HERVK22-int,LTR,19,88,2.87774329680891,0.00018278833179642654,0.0004684463301419631,167.89473684210526,139.89772727272728,1.2787536009528289,1.9444826721501687,2.8150411909328015,1.1453556750556873,0.384,0.768,0.768,0.8344334600760457
LTR17,LTR17,LTR,66,651,1.179059186627342,0.21094641788087176,0.2891028245057991,73.4090909090909,77.17357910906298,1.8195439355418688,2.8135809885681917,1.9172554585826507,0.32065922426287696,0.998,0.0040000000000000036,0.0040000000000000036,0.010707259953161602
MER83B,MER83B,LTR,15,94,1.9843199586707805,0.025493471302030724,0.046566085827587735,123.26666666666667,132.24468085106383,1.1760912590556813,1.9731278535996986,1.672879751239257,0.732857832791778,0.284,0.568,0.568,0.674869022869023
PrimLTR79,PrimLTR79,LTR,26,115,3.0530287232003617,5.516800592018337e-06,1.686016865421647e-05,172.23076923076923,179.28695652173914,1.414973347970818,2.060697840353612,1.5687224809227662,0.7077709927298379,0.026,0.052,0.052,0.10194854202401381
LTR14B,LTR14B,LTR,32,296,1.266757788531008,0.2154658254854453,0.292838809191277,92.90625,94.25,1.505149978319906,2.4712917110589387,1.7407907298987138,0.42274250209639047,0.868,0.264,0.264,0.37484720496894414
MLT1H-int,MLT1H-int,LTR,16,206,0.8800632768827922,0.7117569268812687,0.7785054233734834,272.5625,280.79126213592235,1.2041199826559248,2.3138672203691533,1.7631445059508875,0.5003394878923285,0.98,0.040000000000000036,0.040000000000000036,0.08237837837837846
LTR27,LTR27,LTR,24,280,0.9797579510302202,1.0,1.0,139.875,151.42857142857142,1.380211241711606,2.4471580313422194,1.6604410169454387,0.43070662272600035,0.954,0.09200000000000008,0.09200000000000008,0.16379439252336464
MER74C,MER74C,LTR,15,197,0.8613256651632496,0.7044205434191891,0.7734415764919628,199.86666666666667,209.4010152284264,1.1760912590556813,2.294466226161593,1.6622489749986797,0.5041270271486712,0.968,0.06400000000000006,0.06400000000000006,0.12071287128712882
L1PBa1,L1PBa1,LINE,33,331,1.1572980036004592,0.43512261361705606,0.5229707122652945,116.60606060606061,120.50755287009063,1.5185139398778875,2.519827993775719,2.7251866383186827,0.5758068105625446,1.0,0.0,0.003992015968063872,0.010707259953161602
MER99,MER99,DNA,12,235,0.5623722585582642,0.04891773647852532,0.0816636613638663,222.08333333333334,218.3404255319149,1.0791812460476249,2.3710678622717363,1.682945855698082,0.46140829794750127,1.0,0.0,0.003992015968063872,0.010707259953161602
LTR88c,LTR88c,LTR,67,790,0.9684652070082953,0.8501526598363525,0.8931029493880783,289.7761194029851,288.1886075949367,1.8260748027008264,2.8976270912904414,1.6412416322725134,0.24388216282533826,1.0,0.0,0.003992015968063872,0.010707259953161602
L1M3e,L1M3e,LINE,44,369,1.4148710389136496,0.033784343760135234,0.05931721185535265,241.38636363636363,239.61246612466124,1.6434526764861874,2.56702636615906,2.815922903336781,0.5456696807052758,1.0,0.0,0.003992015968063872,0.010707259953161602
LTR6B,LTR6B,LTR,38,148,3.6102599723038953,1.0511699562687895e-09,4.4499528148712085e-09,54.73684210526316,57.560810810810814,1.5797835966168101,2.1702617153949575,1.644349904774991,0.5787351115967635,0.004,0.008,0.008,0.020052631578947388
LTR38A1,LTR38A1,LTR,13,126,1.2022988544124378,0.5260399694740973,0.6110403303952167,227.69230769230768,212.66666666666666,1.1139433523068367,2.100370545117563,1.6432287775396495,0.6620291941458095,0.678,0.6439999999999999,0.6439999999999999,0.7390481927710844
EUTREP15,EUTREP15,LTR,14,144,1.1254655522497121,0.6569277726029786,0.7354245289766941,266.64285714285717,272.0833333333333,1.146128035678238,2.1583624920952498,1.698326236545035,0.6130340447550926,0.804,0.3919999999999999,0.3919999999999999,0.5138256880733946
LTR89,LTR89,LTR,74,791,1.078599199545355,0.5286707738140125,0.6134727862633668,287.31081081081084,294.53729456384326,1.8692317197309762,2.8981764834976764,1.6484137087993225,0.238631617510259,1.0,0.0,0.003992015968063872,0.010707259953161602
L1P,L1P,LINE,24,151,1.9749452506798202,0.003687791146382461,0.007908340113161638,96.58333333333333,87.21854304635761,1.380211241711606,2.1789769472931693,2.7241918250551223,0.8925505998344119,0.778,0.44399999999999995,0.44399999999999995,0.5651358574610245
HERVS71-int,HERVS71-int,LTR,5,52,1.1117820761690886,0.8040067183500117,0.8588595131533303,80.6,138.69230769230768,0.6989700043360189,1.7160033436347992,3.258869020063822,1.867456004721632,0.918,0.16399999999999992,0.16399999999999992,0.26401690140845074
HERVK11-int,HERVK11-int,LTR,20,72,4.019520028252786,2.3377806163056187e-06,7.361110866218518e-06,89.95,92.02777777777777,1.3010299956639813,1.8573324964312685,3.0608831719219887,1.4374260720207757,0.174,0.348,0.348,0.4657658079625294
LTR90A,LTR90A,LTR,35,340,1.1992665908129654,0.2911738302036011,0.37601967150830395,251.45714285714286,266.90294117647056,1.5440680443502757,2.531478917042255,1.6850731245444208,0.40205394898257246,0.884,0.23199999999999998,0.23199999999999998,0.33996923076923075
THE1-int,THE1-int,LTR,18,299,0.6694431345153036,0.10125848281533725,0.15661151972017914,113.16666666666667,116.31103678929766,1.255272505103306,2.4756711883244296,1.7384290596051732,0.41699165763034696,0.996,0.008000000000000007,0.008000000000000007,0.020052631578947388
L1M6B,L1M6B,LINE,24,436,0.6087816060942326,0.01383953822107526,0.026856693016449957,285.25,280.2683486238532,1.380211241711606,2.639486489268586,1.6892731972329789,0.34767056286002757,1.0,0.0,0.003992015968063872,0.010707259953161602
MLT1-int,MLT1-int,LTR,21,237,1.0160452856382136,0.9083634770383828,0.9404524042163692,195.9047619047619,216.30801687763713,1.3222192947339193,2.374748346010104,1.7780061254396249,0.4705079047069264,0.966,0.06800000000000006,0.06800000000000006,0.12720785597381354
LTR86B2,LTR86B2,LTR,21,215,1.1312669247161249,0.5465652440813389,0.6310344181666367,266.57142857142856,285.8139534883721,1.3222192947339193,2.3324384599156054,1.5487124370589447,0.4569009194230184,0.792,0.4159999999999999,0.4159999999999999,0.5360631341600901
MER97d,MER97d,DNA,2,44,0.49765482948519807,0.43142723706028097,0.5212699069343564,200.5,217.88636363636363,0.3010299956639812,1.6434526764861874,1.9613307385429535,1.5427723291223534,0.898,0.20399999999999996,0.20399999999999996,0.30883708609271515
LTR69,LTR69,LTR,7,120,0.6473916765690036,0.3311233515672954,0.4205266564904651,224.28571428571428,183.99166666666667,0.8450980400142568,2.0791812460476247,1.607696370796907,0.6524993564136535,0.954,0.09200000000000008,0.09200000000000008,0.16379439252336464
THE1D-int,THE1D-int,LTR,25,390,0.7158048709351158,0.1068222795001326,0.16388975230691483,150.52,158.47179487179488,1.3979400086720377,2.591064607026499,1.8089582055805553,0.3720815158434265,1.0,0.0,0.003992015968063872,0.010707259953161602
LTR72B,LTR72B,LTR,13,135,1.113604673105139,0.6483020719297037,0.72862268261126,131.3846153846154,154.84444444444443,1.1139433523068367,2.130333768495006,1.5737841724298973,0.5952426236084565,0.736,0.528,0.528,0.6461498929336188
HERVFH19-int,HERVFH19-int,LTR,2,39,0.5649054831111222,0.5778441959559621,0.6594628331376726,80.5,137.35897435897436,0.3010299956639812,1.591064607026499,3.4497706611210854,2.3565994165652313,0.97,0.06000000000000005,0.06000000000000005,0.11487437185929658
Tigger6b,Tigger6b,DNA,18,121,1.826344976389509,0.02319109032224639,0.04254801964418559,171.22222222222223,190.80165289256198,1.255272505103306,2.08278537031645,1.8358011762407265,0.6905619975321283,0.412,0.824,0.824,0.8736846011131726
LTR80A,LTR80A,LTR,10,319,0.3382119982370313,9.616871669366893e-05,0.00025503675912033315,235.4,249.62382445141066,1.0,2.503790683057181,1.608167817891275,0.3731716090521322,1.0,0.0,0.003992015968063872,0.010707259953161602
L1MEg1,L1MEg1,LINE,49,453,1.2675416900809071,0.114181699946315,0.17308976530323347,266.57142857142856,281.6379690949227,1.6901960800285136,2.656098202012832,2.6431808372485506,0.47022769417165816,1.0,0.0,0.003992015968063872,0.010707259953161602
LTR19-int,LTR19-int,LTR,14,55,3.5685494236443893,0.0002067898515857443,0.0005229221246958091,124.07142857142857,115.65454545454546,1.146128035678238,1.7403626894942439,2.759738060033637,1.4940161400059475,0.222,0.444,0.444,0.5651358574610245
LTR2752,LTR2752,LTR,19,207,1.0561929743321112,0.8051094084394838,0.8592344106875163,159.57894736842104,191.3574879227053,1.2787536009528289,2.315970345456918,1.748859701733442,0.5225041980614019,0.924,0.1519999999999999,0.1519999999999999,0.24997985611510778
hAT-4b_Ther,hAT-4b_Ther,DNA,17,176,1.1173759535167669,0.5951260082390197,0.6768448034001986,261.3529411764706,266.9375,1.2304489213782739,2.24551266781415,1.7694608657452513,0.5394382413865141,0.882,0.236,0.236,0.34319083969465647
Zaphod5b,Zaphod5b,DNA,3,43,0.7838063598693569,1.0,1.0,262.0,242.72093023255815,0.47712125471966244,1.6334684555795866,1.727652792807049,1.1725350908578913,0.748,0.504,0.504,0.625485342019544
X24_DNA,X24_DNA,DNA,37,476,0.8808150302193534,0.5159010182513672,0.6035566672070755,258.5135135135135,249.9810924369748,1.568201724066995,2.677606952720493,1.542691456348551,0.2935217535059262,0.996,0.008000000000000007,0.008000000000000007,0.020052631578947388
Eulor2B,Eulor2B,DNA,5,63,0.9009268513433542,1.0,1.0,298.0,252.88888888888889,0.6989700043360189,1.7993405494535817,1.5754907402505232,0.8857005465277631,0.724,0.552,0.552,0.6648429926238146
CR1-L3A_Croc,CR1-L3A_Croc,LINE,15,80,2.4117119616367537,0.004323052677293021,0.009167438237747539,260.3333333333333,261.5625,1.1760912590556813,1.9030899869919435,2.3584923366932222,1.1422923748316647,0.396,0.792,0.792,0.8540150943396227
Eulor3,Eulor3,DNA,1,37,0.29029865007889233,0.37279867933905375,0.46467708885991105,269.0,269.02702702702703,0.0,1.568201724066995,1.4761468039685701,1.0349386581145545,0.882,0.236,0.236,0.34319083969465647
UCON14,UCON14,DNA,4,101,0.43095881624471977,0.10991883013134823,0.16773995038735784,272.5,241.63366336633663,0.6020599913279624,2.0043213737826426,1.5006081235159892,0.6479290521615948,0.98,0.040000000000000036,0.040000000000000036,0.08237837837837846
LTR1B0,LTR1B0,LTR,4,87,0.5036506672463104,0.2503144928195581,0.3311452144592071,133.25,135.7471264367816,0.6020599913279624,1.9395192526186185,1.695066809537006,0.8007414406865949,0.964,0.07200000000000006,0.07200000000000006,0.13230868167202586
LTR43,LTR43,LTR,33,264,1.4929645592841951,0.03750241532219204,0.06504591914000835,146.3030303030303,133.81439393939394,1.5185139398778875,2.4216039268698313,1.7065773269420506,0.4487164664459073,0.634,0.732,0.732,0.809947725072604
UCON40,UCON40,DNA,13,221,0.6531719519810318,0.15217350299310517,0.22208008917235433,289.15384615384613,275.5656108597285,1.1139433523068367,2.3443922736851106,1.6228369968056102,0.47426695782048645,0.996,0.008000000000000007,0.008000000000000007,0.020052631578947388
MER70-int,MER70-int,LTR,8,65,1.466772153603243,0.27389559609810854,0.3577859043887292,183.125,239.6,0.9030899869919435,1.8129133566428555,2.53275203083796,1.2215022609585642,0.774,0.45199999999999996,0.45199999999999996,0.5740399999999999
L1M3d,L1M3d,LINE,48,385,1.4885344239456622,0.01432799944151777,0.027663688110903393,267.7083333333333,263.84935064935064,1.6812412373755872,2.5854607295085006,2.6959898984239263,0.549458928824224,0.996,0.008000000000000007,0.008000000000000007,0.020052631578947388
L1MEa,L1MEa,LINE,18,177,1.183103955128379,0.5040887935246462,0.5952205485523457,255.44444444444446,260.84180790960454,1.255272505103306,2.2479732663618064,2.706535636410288,0.819251434581763,0.988,0.02400000000000002,0.02400000000000002,0.052351145038167984
L1M3de,L1M3de,LINE,15,206,0.8207396364597548,0.537587813570472,0.6225561002138293,240.06666666666666,241.2135922330097,1.1760912590556813,2.3138672203691533,2.8959654287830117,0.7928252914007738,1.0,0.0,0.003992015968063872,0.010707259953161602
Eulor9B,Eulor9B,DNA,1,31,0.34835838082933485,0.5177167497761075,0.6042378334944698,239.0,230.1290322580645,0.0,1.4913616938342726,1.776668723960714,1.4695173900700127,0.828,0.3440000000000001,0.3440000000000001,0.46149295774647897
Eulor9A,Eulor9A,DNA,3,116,0.27745357159572664,0.012987239845369508,0.02541851908092012,179.0,253.41379310344828,0.47712125471966244,2.0644579892269186,1.5740751885876787,0.6044208649655135,0.99,0.020000000000000018,0.020000000000000018,0.04508875739644974
HERV17-int,HERV17-int,LTR,51,186,3.9480622288156213,1.0686098078924601e-13,5.477224261977946e-13,73.49019607843137,79.77956989247312,1.7075701760979363,2.2695129442179165,3.0304199175248416,0.8550041571935606,0.114,0.228,0.228,0.33582989690721654
UCON99,UCON99,RC,3,54,0.6147500837951902,0.62680624701973,0.7077923379897558,233.66666666666666,252.61111111111111,0.47712125471966244,1.7323937598229686,1.7401722786393161,1.0895841507669457,0.878,0.244,0.244,0.35213636363636364
L1PBb,L1PBb,LINE,22,139,1.9650986500198737,0.006153691353213643,0.012788489484951263,190.0909090909091,192.10071942446044,1.3424226808222062,2.143014800254095,3.0574045586714886,1.082214431480777,0.84,0.32000000000000006,0.32000000000000006,0.435947556615018
EuthAT-N1,EuthAT-N1,DNA,15,76,2.5698570119145607,0.0031418217158665465,0.00682719053466818,232.2,257.2763157894737,1.1760912590556813,1.8808135922807914,1.545399998793936,0.8038937106702844,0.082,0.164,0.164,0.26401690140845074
MER68C,MER68C,LTR,11,126,0.9996370996687945,1.0,1.0,240.45454545454547,236.16666666666666,1.041392685158225,2.100370545117563,1.5873573377923509,0.6024362272513044,0.814,0.3720000000000001,0.3720000000000001,0.49326682134570776
LTR3B,LTR3B,LTR,17,80,2.820044168317859,0.00047489115975061385,0.001169828869816706,113.29411764705883,105.225,1.2304489213782739,1.9030899869919435,1.8639874160330423,0.9035779070683058,0.114,0.228,0.228,0.33582989690721654
Ricksha_b,Ricksha_b,DNA,7,129,0.5996332723022806,0.21313518274634827,0.29095915986133836,144.28571428571428,149.80620155038758,0.8450980400142568,2.110589710299249,1.7765652403757903,0.6621772608138285,0.988,0.02400000000000002,0.02400000000000002,0.052351145038167984
MER76,MER76,LTR,27,534,0.5565488522921399,0.0016216138905250491,0.0036848999540161653,236.07407407407408,226.32022471910113,1.4313637641589874,2.727541257028556,1.6597963059754108,0.31075180279481823,1.0,0.0,0.003992015968063872,0.010707259953161602
CR1-12_AMi,CR1-12_AMi,LINE,4,126,0.3426475803967687,0.025503385588862577,0.046566085827587735,270.25,264.1507936507937,0.6020599913279624,2.100370545117563,1.6202627664201665,0.6511627212260945,0.998,0.0040000000000000036,0.0040000000000000036,0.010707259953161602
MER97a,MER97a,DNA,29,189,1.89419880403087,0.002775091431163103,0.006123416034400438,218.48275862068965,221.25925925925927,1.462397997898956,2.2764618041732443,1.6858016860465228,0.5253269424700987,0.286,0.572,0.572,0.6775088082901555
LTR27B,LTR27B,LTR,14,147,1.1000791100615273,0.662506854067274,0.7394973966786076,128.42857142857142,159.73469387755102,1.146128035678238,2.167317334748176,1.7735876302438451,0.6052265389036626,0.872,0.256,0.256,0.36439352428393523
LTR47B4,LTR47B4,LTR,18,91,2.5768977335851035,0.0010560775988178867,0.002488859165873906,140.38888888888889,149.72527472527472,1.255272505103306,1.9590413923210936,1.692296502072198,0.748338262506615,0.12,0.24,0.24,0.3472405063291139
FordPrefect_a,FordPrefect_a,DNA,21,205,1.1927488269909,0.456405957917321,0.5451118180768003,266.0952380952381,285.74146341463415,1.3222192947339193,2.311753861055754,1.5796262470650697,0.48701786000267333,0.798,0.4039999999999999,0.4039999999999999,0.5271369863013697
PABL_A-int,PABL_A-int,LTR,23,105,2.931308509801998,3.192622192659767e-05,8.835755850387685e-05,117.08695652173913,124.61904761904762,1.3617278360175928,2.0211892990699383,2.5947185468444185,1.0399999045030135,0.274,0.548,0.548,0.6648429926238146
LTR59,LTR59,LTR,15,96,1.9353244027752106,0.027398780822335392,0.04947362793037813,183.26666666666668,154.72916666666666,1.1760912590556813,1.9822712330395684,1.6734299930171996,0.7054745703343952,0.276,0.552,0.552,0.6648429926238146
HUERS-P3b-int,HUERS-P3b-int,LTR,14,115,1.4486190424141654,0.18589268320589905,0.25998654528719134,87.78571428571429,112.8,1.146128035678238,2.060697840353612,3.0297500638548125,1.0928779185466704,0.948,0.10400000000000009,0.10400000000000009,0.1817614678899084
Merlin1_HS,Merlin1_HS,DNA,4,40,1.1611946131118887,0.7762023679255324,0.8346183504599093,110.75,143.975,0.6020599913279624,1.6020599913279625,1.7834167959005798,1.2873514550003138,0.6,0.8,0.8,0.8569821930646673
LTR108a_Mam,LTR108a_Mam,LTR,11,67,2.0528262293910067,0.04620346810137915,0.07754855218777734,254.36363636363637,232.47761194029852,1.041392685158225,1.8260748027008264,1.694515295353958,1.0167776825559527,0.238,0.476,0.476,0.6005165562913908
X10b_DNA,X10b_DNA,DNA,33,282,1.3850394016574157,0.09019826443219187,0.14122824143287027,283.27272727272725,283.90425531914894,1.5185139398778875,2.450249108319361,1.5282281527162567,0.39585720376611383,0.59,0.8200000000000001,0.8200000000000001,0.8718697674418605
Eutr2,Eutr2,DNA,25,206,1.443474004356864,0.08447129037972632,0.13372671039338946,257.88,252.8640776699029,1.3979400086720377,2.3138672203691533,1.6979949391777844,0.489392924137865,0.652,0.696,0.696,0.7814616895874262
L1P4b,L1P4b,LINE,5,101,0.5443099654164966,0.2173820743032197,0.2947422430944011,178.6,234.65346534653466,0.6989700043360189,2.0043213737826426,2.9357976401726535,1.13111642038105,1.0,0.0,0.003992015968063872,0.010707259953161602
UCON39,UCON39,DNA,12,115,1.2175632907580043,0.5069992538924659,0.5980393675945186,253.33333333333334,277.4260869565217,1.0791812460476249,2.060697840353612,1.5272490731918515,0.6408794412472465,0.638,0.724,0.724,0.8034291262135922
MER61F,MER61F,LTR,20,130,1.9001367018917543,0.012021835861902499,0.023732225198885248,123.05,137.46923076923076,1.3010299956639813,2.113943352306837,1.6713222250230981,0.6161057248248031,0.28,0.56,0.56,0.6681419624217119
HERV4_I,HERV4_I,LTR,20,82,3.3712103344271087,1.9779238891572656e-05,5.6378229558771936e-05,185.25,181.3658536585366,1.3010299956639813,1.9138138523837167,2.973897637378806,1.2732553096259251,0.288,0.576,0.576,0.6808355739400206
LTR1A1,LTR1A1,LTR,15,320,0.5139713583030657,0.007384351747982978,0.01515316705196507,145.86666666666667,138.3625,1.1760912590556813,2.505149978319906,1.6615133977110916,0.3966450133954888,1.0,0.0,0.003992015968063872,0.010707259953161602
L1M3a,L1M3a,LINE,41,384,1.249215231015321,0.175063805137987,0.2482604581547384,269.9268292682927,275.3359375,1.6127838567197355,2.584331224367531,2.608492414399325,0.4954061405106533,1.0,0.0,0.003992015968063872,0.010707259953161602
LTR12B,LTR12B,LTR,29,127,3.092569543362958,1.3239228164528972e-06,4.274699941258931e-06,73.06896551724138,98.45669291338582,1.462397997898956,2.103803720955957,2.090003834596241,0.9740649993172115,0.104,0.208,0.208,0.3115910878112713
HERV9N-int,HERV9N-int,LTR,7,90,0.8813886773939121,1.0,1.0,65.28571428571429,79.32222222222222,0.8450980400142568,1.9542425094393248,2.6060667259980934,1.1851547626929622,0.964,0.07200000000000006,0.07200000000000006,0.13230868167202586
LTR60,LTR60,LTR,5,35,1.7417919297393134,0.22748953422610296,0.30626682876376404,151.6,134.05714285714285,0.6989700043360189,1.5440680443502757,1.791482161222572,1.3712823783415165,0.354,0.708,0.708,0.7918238747553816
EUTREP4,EUTREP4,DNA,25,316,0.8978308752129227,0.6901488642840728,0.7636400308583691,254.28,236.5759493670886,1.3979400086720377,2.499687082618404,1.5765266995708953,0.38254599582740817,0.968,0.06400000000000006,0.06400000000000006,0.12071287128712882
Eulor1,Eulor1,DNA,3,90,0.36037073421650695,0.08896797501075016,0.13968460911715308,231.66666666666666,247.62222222222223,0.47712125471966244,1.9542425094393248,1.5518071513628968,0.7589144800669647,0.978,0.04400000000000004,0.04400000000000004,0.08901238938053105
L1M2b,L1M2b,LINE,22,166,1.5966426379886998,0.052326655511196425,0.08680604825732585,246.77272727272728,247.0421686746988,1.3424226808222062,2.220108088040055,2.893112463166387,0.8764005754176794,0.946,0.1080000000000001,0.1080000000000001,0.1873201820940821
L1P4e,L1P4e,LINE,7,153,0.5010634150942493,0.08344775624636254,0.13228957751677167,209.0,205.88235294117646,0.8450980400142568,2.184691430817599,2.6286046587305107,0.8215039724687475,1.0,0.0,0.003992015968063872,0.010707259953161602
