subfamily_name,subfamily_name,subfamily_name.1,class_name,Observed_TEs_number,Total_TEs_number,Observed_Odds_Ratio,Enrichment_p_value,Enrichment_p_value_adjusted,Average_divergence_genes,Average_divergence_all,Observed_TEs_number_log,Total_TEs_number_log,Random_Odds_Ratio_Mean,Random_Odds_Ratio_SD,Random_Odds_Ratio_Quantile_Of_Observed,p_raw_empirical,p_raw_empirical_clamped,p_adjusted_empirical_bh,Status,OR_Observed_to_Random,Enrichment_p_value_adjusted_log,avg_weight,total_weight,node_degree,gene_number
LTR1F2,LTR1F2,LTR1F2,LTR,5,132,0.411446898508811,0.0437505714271093,0.0740843009499051,159.2,164.4090909090909,0.6989700043360189,2.12057393120585,1.613216387404628,0.5537431796075439,0.988,0.024,0.024,0.0523511450381679,Non-Significant,0.25504755699311626,-1.1302738127112462,0.005439369397172624,0.19581729829821448,36.0,4.0
L1M3c,L1M3c,L1M3c,LINE,50,522,1.1070711527893469,0.4850886724443295,0.5745661685014183,231.82,243.63409961685824,1.6989700043360187,2.717670503002262,2.818111894651881,0.4874739372452111,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.39284144639192986,-0.2406599496383811,0.006477547442946574,1.4768808169918188,228.0,44.0
HERVK22-int,HERVK22-int,HERVK22-int,LTR,19,88,2.87774329680891,0.0001827883317964,0.0004684463301419,167.89473684210526,139.89772727272728,1.2787536009528289,1.944482672150169,2.815041190932801,1.1453556750556873,0.384,0.768,0.768,0.8344334600760457,Non-Significant,1.022273956799663,-3.3293401590097016,0.010714544731497902,1.2321726441222587,115.0,16.0
LTR17,LTR17,LTR17,LTR,66,651,1.179059186627342,0.2109464178808717,0.2891028245057991,73.4090909090909,77.17357910906298,1.8195439355418688,2.813580988568192,1.917255458582651,0.3206592242628769,0.998,0.004,0.004,0.0107072599531616,Significant,0.6149723978352748,-0.5389476652947851,0.006071302559483771,1.7363925320123585,286.0,52.0
MER83B,MER83B,MER83B,LTR,15,94,1.9843199586707805,0.0254934713020307,0.0465660858275877,123.26666666666668,132.24468085106383,1.1760912590556811,1.9731278535996983,1.672879751239257,0.732857832791778,0.284,0.568,0.568,0.674869022869023,Non-Significant,1.186170110075641,-1.3319302657160055,0.007892363694705765,0.6313890955764612,80.0,11.0
PrimLTR79,PrimLTR79,PrimLTR79,LTR,26,115,3.0530287232003617,5.516800592018337e-06,1.686016865421647e-05,172.23076923076923,179.28695652173914,1.414973347970818,2.060697840353612,1.5687224809227662,0.7077709927298379,0.026,0.052,0.052,0.1019485420240138,Non-Significant,1.9461879078857116,-4.773138085391631,0.006262730429629424,0.8579940688592311,137.0,24.0
LTR14B,LTR14B,LTR14B,LTR,32,296,1.266757788531008,0.2154658254854453,0.292838809191277,92.90625,94.25,1.505149978319906,2.4712917110589387,1.7407907298987138,0.4227425020963904,0.868,0.264,0.264,0.3748472049689441,Non-Significant,0.7276910238399035,-0.5333713678434294,0.007830522797006113,1.3625109666790638,174.0,22.0
MLT1H-int,MLT1H-int,MLT1H-int,LTR,16,206,0.8800632768827922,0.7117569268812687,0.7785054233734834,272.5625,280.79126213592235,1.2041199826559248,2.3138672203691533,1.7631445059508877,0.5003394878923285,0.98,0.04,0.04,0.0823783783783784,Non-Significant,0.49914415631415426,-0.10873835761998037,0.006410396674745199,0.8782243444400922,137.0,15.0
LTR27,LTR27,LTR27,LTR,24,280,0.9797579510302202,1.0,1.0,139.875,151.42857142857142,1.380211241711606,2.4471580313422194,1.6604410169454389,0.4307066227260003,0.954,0.092,0.092,0.1637943925233646,Non-Significant,0.5900588705238028,0.0,0.005279258748400012,0.7549340010212018,143.0,19.0
MER74C,MER74C,MER74C,LTR,15,197,0.8613256651632496,0.7044205434191891,0.7734415764919628,199.86666666666667,209.4010152284264,1.1760912590556811,2.294466226161593,1.6622489749986795,0.5041270271486712,0.968,0.064,0.064,0.1207128712871288,Non-Significant,0.5181688652651651,-0.11157248605696163,0.006078032270302858,0.5470229043272572,90.0,12.0
L1PBa1,L1PBa1,L1PBa1,LINE,33,331,1.1572980036004592,0.435122613617056,0.5229707122652945,116.6060606060606,120.50755287009063,1.5185139398778875,2.519827993775719,2.7251866383186827,0.5758068105625446,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.42466742913228867,-0.28152263208440104,0.007594960849296441,1.3746879137226558,181.0,33.0
MER99,MER99,MER99,DNA,12,235,0.5623722585582642,0.0489177364785253,0.0816636613638663,222.08333333333331,218.3404255319149,1.0791812460476249,2.3710678622717363,1.682945855698082,0.4614082979475012,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.33415944824023674,-1.0879711525237636,0.004522191188274371,0.23063175060199292,51.0,9.0
LTR88c,LTR88c,LTR88c,LTR,67,790,0.9684652070082952,0.8501526598363525,0.8931029493880783,289.7761194029851,288.1886075949367,1.8260748027008264,2.8976270912904414,1.6412416322725134,0.2438821628253382,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.5900808192802961,-0.04909847641476566,0.005738356075325617,1.738721890823662,303.0,58.0
L1M3e,L1M3e,L1M3e,LINE,44,369,1.4148710389136496,0.0337843437601352,0.0593172118553526,241.38636363636363,239.61246612466124,1.6434526764861874,2.56702636615906,2.815922903336781,0.5456696807052758,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.5024537558315505,-1.2268192707301804,0.006571467829170694,1.524580536367601,232.0,39.0
LTR6B,LTR6B,LTR6B,LTR,38,148,3.6102599723038953,1.0511699562687895e-09,4.4499528148712085e-09,54.73684210526316,57.560810810810814,1.57978359661681,2.170261715394957,1.644349904774991,0.5787351115967635,0.004,0.008,0.008,0.0200526315789473,Significant,2.19555458471469,-8.351644594041474,0.007054119298838518,1.2344708772967408,175.0,30.0
LTR38A1,LTR38A1,LTR38A1,LTR,13,126,1.2022988544124378,0.5260399694740973,0.6110403303952167,227.69230769230768,212.66666666666663,1.1139433523068367,2.100370545117563,1.6432287775396497,0.6620291941458095,0.678,0.6439999999999999,0.6439999999999999,0.7390481927710844,Non-Significant,0.7316685727793781,-0.21393012414360915,0.009133934138275585,0.8585898089979049,94.0,12.0
EUTREP15,EUTREP15,EUTREP15,LTR,14,144,1.125465552249712,0.6569277726029786,0.7354245289766941,266.6428571428572,272.0833333333333,1.146128035678238,2.1583624920952498,1.698326236545035,0.6130340447550926,0.804,0.3919999999999999,0.3919999999999999,0.5138256880733946,Non-Significant,0.6626910236865245,-0.13346188898773165,0.00653472056067645,0.4378262775653221,67.0,12.0
LTR89,LTR89,LTR89,LTR,74,791,1.078599199545355,0.5286707738140125,0.6134727862633668,287.31081081081084,294.53729456384326,1.869231719730976,2.8981764834976764,1.6484137087993225,0.238631617510259,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.654325545697499,-0.2122046978722486,0.0049959217574956334,1.1440660824665,229.0,61.0
L1P,L1P,L1P,LINE,24,151,1.97494525067982,0.0036877911463824,0.0079083401131616,96.58333333333331,87.21854304635761,1.380211241711606,2.1789769472931693,2.7241918250551223,0.8925505998344119,0.778,0.4439999999999999,0.4439999999999999,0.5651358574610245,Non-Significant,0.724965559515934,-2.101914661299058,0.006511851455530136,0.7553747688414958,116.0,16.0
HERVS71-int,HERVS71-int,HERVS71-int,LTR,5,52,1.1117820761690886,0.8040067183500117,0.8588595131533303,80.6,138.69230769230768,0.6989700043360189,1.7160033436347992,3.258869020063822,1.867456004721632,0.918,0.1639999999999999,0.1639999999999999,0.2640169014084507,Non-Significant,0.3411558026186997,-0.06607786952388073,0.007530103210885282,0.24849340595921432,33.0,5.0
HERVK11-int,HERVK11-int,HERVK11-int,LTR,20,72,4.019520028252786,2.3377806163056187e-06,7.361110866218518e-06,89.95,92.02777777777776,1.3010299956639813,1.8573324964312683,3.0608831719219887,1.4374260720207757,0.174,0.348,0.348,0.4657658079625294,Non-Significant,1.3131896261590572,-5.133056641278774,0.010775038832536651,0.5387519416268326,50.0,13.0
LTR90A,LTR90A,LTR90A,LTR,35,340,1.1992665908129654,0.2911738302036011,0.3760196715083039,251.45714285714288,266.90294117647056,1.5440680443502757,2.531478917042255,1.6850731245444208,0.4020539489825724,0.884,0.2319999999999999,0.2319999999999999,0.3399692307692307,Non-Significant,0.7117000285297418,-0.4247894343169313,0.005308247214698749,0.9873339819339673,186.0,30.0
THE1-int,THE1-int,THE1-int,LTR,18,299,0.6694431345153036,0.1012584828153372,0.1566115197201791,113.16666666666669,116.31103678929766,1.255272505103306,2.4756711883244296,1.7384290596051732,0.4169916576303469,0.996,0.008,0.008,0.0200526315789473,Significant,0.3850851035976961,-0.8051762961292647,0.009383000768446137,0.891385073002383,95.0,14.0
L1M6B,L1M6B,L1M6B,LINE,24,436,0.6087816060942326,0.0138395382210752,0.0268566930164499,285.25,280.2683486238532,1.380211241711606,2.639486489268586,1.6892731972329789,0.3476705628600275,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.3603807880758505,-1.5709474649780646,0.004096377277061263,0.561203686957393,137.0,21.0
MLT1-int,MLT1-int,MLT1-int,LTR,21,237,1.0160452856382136,0.9083634770383828,0.9404524042163692,195.9047619047619,216.30801687763716,1.3222192947339193,2.374748346010104,1.7780061254396249,0.4705079047069264,0.966,0.068,0.068,0.1272078559738135,Non-Significant,0.5714520726901259,-0.026663178964476786,0.007445044574894968,0.9604107501614508,129.0,19.0
LTR86B2,LTR86B2,LTR86B2,LTR,21,215,1.1312669247161249,0.5465652440813389,0.6310344181666367,266.57142857142856,285.8139534883721,1.3222192947339193,2.3324384599156054,1.548712437058945,0.4569009194230184,0.792,0.4159999999999999,0.4159999999999999,0.5360631341600901,Non-Significant,0.7304564085921835,-0.19994695262242637,0.005186266170927924,0.6534695375369184,126.0,14.0
MER97d,MER97d,MER97d,DNA,2,44,0.497654829485198,0.4314272370602809,0.5212699069343564,200.5,217.88636363636363,0.3010299956639812,1.6434526764861874,1.9613307385429533,1.5427723291223534,0.898,0.2039999999999999,0.2039999999999999,0.3088370860927151,Non-Significant,0.25373325350261894,-0.28293734629797845,0.01232757948599223,0.22189643074786017,18.0,2.0
LTR69,LTR69,LTR69,LTR,7,120,0.6473916765690036,0.3311233515672954,0.4205266564904651,224.28571428571428,183.99166666666667,0.8450980400142568,2.0791812460476247,1.607696370796907,0.6524993564136535,0.954,0.092,0.092,0.1637943925233646,Non-Significant,0.4026828002653902,-0.3762064697833292,0.004723268928746547,0.22671690857983423,48.0,7.0
THE1D-int,THE1D-int,THE1D-int,LTR,25,390,0.7158048709351158,0.1068222795001326,0.1638897523069148,150.52,158.47179487179488,1.3979400086720375,2.591064607026499,1.8089582055805555,0.3720815158434265,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.39570006024842896,-0.7854482011317409,0.0076177245507404664,0.6398888622621992,84.0,19.0
LTR72B,LTR72B,LTR72B,LTR,13,135,1.113604673105139,0.6483020719297037,0.72862268261126,131.3846153846154,154.84444444444443,1.1139433523068367,2.130333768495006,1.573784172429897,0.5952426236084565,0.736,0.528,0.528,0.6461498929336188,Non-Significant,0.7075968183018079,-0.13749731294646356,0.0066917881212509465,0.4617333803663153,69.0,12.0
HERVFH19-int,HERVFH19-int,HERVFH19-int,LTR,2,39,0.5649054831111222,0.5778441959559621,0.6594628331376726,80.5,137.35897435897436,0.3010299956639812,1.591064607026499,3.449770661121085,2.3565994165652318,0.97,0.06,0.06,0.1148743718592965,Non-Significant,0.16375160513642456,-0.18080967596002356,0.008439551188164135,0.20254922851593926,24.0,2.0
Tigger6b,Tigger6b,Tigger6b,DNA,18,121,1.826344976389509,0.0231910903222463,0.0425480196441855,171.22222222222223,190.801652892562,1.255272505103306,2.08278537031645,1.8358011762407265,0.6905619975321283,0.412,0.824,0.824,0.8736846011131726,Non-Significant,0.9948490065407947,-1.3711206489194028,0.0064209367355294806,0.47514931842918157,74.0,10.0
LTR80A,LTR80A,LTR80A,LTR,10,319,0.3382119982370313,9.616871669366892e-05,0.0002550367591203,235.4,249.62382445141063,1.0,2.503790683057181,1.608167817891275,0.3731716090521322,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.2103088959213939,-3.593397219046188,0.006205715199319787,0.4530172095503444,73.0,9.0
L1MEg1,L1MEg1,L1MEg1,LINE,49,453,1.2675416900809071,0.114181699946315,0.1730897653032334,266.57142857142856,281.6379690949227,1.6901960800285136,2.656098202012832,2.6431808372485506,0.4702276941716581,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.4795516342348975,-0.7617286109445857,0.006051153630529102,1.1497191898005295,190.0,29.0
LTR19-int,LTR19-int,LTR19-int,LTR,14,55,3.5685494236443893,0.0002067898515857,0.0005229221246958,124.07142857142856,115.65454545454546,1.146128035678238,1.740362689494244,2.759738060033637,1.4940161400059475,0.222,0.444,0.444,0.5651358574610245,Non-Significant,1.293075410062973,-3.281562982897773,0.009254389916064488,0.832895092445804,90.0,12.0
LTR2752,LTR2752,LTR2752,LTR,19,207,1.0561929743321112,0.8051094084394838,0.8592344106875163,159.57894736842104,191.3574879227053,1.2787536009528289,2.315970345456918,1.748859701733442,0.5225041980614019,0.924,0.1519999999999999,0.1519999999999999,0.2499798561151077,Non-Significant,0.6039323642057906,-0.06588833863653994,0.006496821440167686,0.5132488937732472,79.0,16.0
hAT-4b_Ther,hAT-4b_Ther,hAT-4b_Ther,DNA,17,176,1.1173759535167669,0.5951260082390197,0.6768448034001986,261.3529411764706,266.9375,1.230448921378274,2.24551266781415,1.7694608657452513,0.5394382413865141,0.882,0.236,0.236,0.3431908396946564,Non-Significant,0.6314781949394269,-0.16951090111344688,0.005478853101394791,0.48761792602413634,89.0,12.0
Zaphod5b,Zaphod5b,Zaphod5b,DNA,3,43,0.7838063598693569,1.0,1.0,262.0,242.72093023255812,0.4771212547196624,1.6334684555795866,1.727652792807049,1.172535090857891,0.748,0.504,0.504,0.625485342019544,Non-Significant,0.4536828019684713,0.0,0.010167671523514459,0.12201205828217351,12.0,2.0
X24_DNA,X24_DNA,X24_DNA,DNA,37,476,0.8808150302193534,0.5159010182513672,0.6035566672070755,258.5135135135135,249.9810924369748,1.568201724066995,2.677606952720493,1.542691456348551,0.2935217535059262,0.996,0.008,0.008,0.0200526315789473,Significant,0.570959945745849,-0.21928194826756323,0.0042681786470579195,0.6957131194704409,163.0,33.0
Eulor2B,Eulor2B,Eulor2B,DNA,5,63,0.9009268513433542,1.0,1.0,298.0,252.88888888888889,0.6989700043360189,1.7993405494535817,1.5754907402505232,0.8857005465277631,0.724,0.552,0.552,0.6648429926238146,Non-Significant,0.5718388742799563,0.0,0.009917077613076333,0.28759525077921366,29.0,4.0
CR1-L3A_Croc,CR1-L3A_Croc,CR1-L3A_Croc,LINE,15,80,2.4117119616367537,0.004323052677293,0.0091674382377475,260.3333333333333,261.5625,1.1760912590556811,1.9030899869919435,2.3584923366932222,1.142292374831665,0.396,0.792,0.792,0.8540150943396227,Non-Significant,1.0225651040351267,-2.037752007257276,0.004219679139884001,0.24474139011327206,58.0,13.0
Eulor3,Eulor3,Eulor3,DNA,1,37,0.2902986500788923,0.3727986793390537,0.464677088859911,269.0,269.02702702702703,0.0,1.568201724066995,1.47614680396857,1.0349386581145543,0.882,0.236,0.236,0.3431908396946564,Non-Significant,0.1966597423091215,-0.3328487401034645,0.005067056611249185,0.05067056611249185,10.0,1.0
UCON14,UCON14,UCON14,DNA,4,101,0.4309588162447197,0.1099188301313482,0.1677399503873578,272.5,241.63366336633663,0.6020599913279624,2.004321373782642,1.5006081235159892,0.6479290521615948,0.98,0.04,0.04,0.0823783783783784,Non-Significant,0.2871894463925497,-0.7753634897703299,0.004042399746044739,0.1536111903497001,38.0,3.0
LTR1B0,LTR1B0,LTR1B0,LTR,4,87,0.5036506672463104,0.2503144928195581,0.3311452144592071,133.25,135.7471264367816,0.6020599913279624,1.9395192526186185,1.695066809537006,0.8007414406865949,0.964,0.072,0.072,0.1323086816720258,Non-Significant,0.2971273252550314,-0.47998151677284334,0.007244962451504705,0.1738790988361129,24.0,4.0
LTR43,LTR43,LTR43,LTR,33,264,1.4929645592841951,0.037502415322192,0.0650459191400083,146.3030303030303,133.81439393939394,1.5185139398778875,2.4216039268698317,1.7065773269420506,0.4487164664459073,0.634,0.732,0.732,0.809947725072604,Non-Significant,0.8748297165997044,-1.1867799450757985,0.0061835518364837935,0.9213492236360853,149.0,29.0
UCON40,UCON40,UCON40,DNA,13,221,0.6531719519810318,0.1521735029931051,0.2220800891723543,289.15384615384613,275.5656108597285,1.1139433523068367,2.3443922736851106,1.6228369968056102,0.4742669578204864,0.996,0.008,0.008,0.0200526315789473,Significant,0.40248771334812705,-0.6534903768418924,0.004755281339776368,0.32811441244456935,69.0,11.0
MER70-int,MER70-int,MER70-int,LTR,8,65,1.466772153603243,0.2738955960981085,0.3577859043887292,183.125,239.6,0.9030899869919436,1.8129133566428557,2.53275203083796,1.2215022609585642,0.774,0.4519999999999999,0.4519999999999999,0.5740399999999999,Non-Significant,0.5791218941863653,-0.4463767732342102,0.01097117057724229,0.5046738465531453,46.0,5.0
L1M3d,L1M3d,L1M3d,LINE,48,385,1.4885344239456622,0.0143279994415177,0.0276636881109033,267.7083333333333,263.84935064935064,1.6812412373755872,2.5854607295085006,2.6959898984239263,0.549458928824224,0.996,0.008,0.008,0.0200526315789473,Significant,0.55212908060815,-1.5580899204147602,0.005521285132461353,0.9883100387105823,179.0,36.0
L1MEa,L1MEa,L1MEa,LINE,18,177,1.183103955128379,0.5040887935246462,0.5952205485523457,255.44444444444449,260.84180790960454,1.255272505103306,2.2479732663618064,2.706535636410288,0.819251434581763,0.988,0.024,0.024,0.0523511450381679,Non-Significant,0.43712853406118257,-0.22532208423494116,0.005181291854052812,0.6839305247349712,132.0,17.0
L1M3de,L1M3de,L1M3de,LINE,15,206,0.8207396364597548,0.537587813570472,0.6225561002138293,240.06666666666663,241.2135922330097,1.1760912590556811,2.3138672203691533,2.895965428783012,0.7928252914007738,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.28340795380442746,-0.20582150701855034,0.006791457352310315,0.6655628205264109,98.0,15.0
Eulor9B,Eulor9B,Eulor9B,DNA,1,31,0.3483583808293348,0.5177167497761075,0.6042378334944698,239.0,230.1290322580645,0.0,1.4913616938342726,1.776668723960714,1.4695173900700127,0.828,0.3440000000000001,0.3440000000000001,0.4614929577464789,Non-Significant,0.19607390850712006,-0.21879208547870896,0.0018391960519704158,0.03310552893546748,18.0,1.0
Eulor9A,Eulor9A,Eulor9A,DNA,3,116,0.2774535715957266,0.0129872398453695,0.0254185190809201,179.0,253.41379310344828,0.4771212547196624,2.0644579892269186,1.5740751885876787,0.6044208649655135,0.99,0.02,0.02,0.0450887573964497,Significant,0.17626449715192366,-1.5948497556592625,0.0,0.0,0.0,2.0
HERV17-int,HERV17-int,HERV17-int,LTR,51,186,3.948062228815621,1.0686098078924601e-13,5.477224261977946e-13,73.49019607843137,79.77956989247312,1.7075701760979365,2.2695129442179165,3.0304199175248416,0.8550041571935606,0.114,0.228,0.228,0.3358298969072165,Non-Significant,1.3028102824905805,-12.261439476755058,0.007897905490046023,1.2083795399770416,153.0,29.0
UCON99,UCON99,UCON99,RC,3,54,0.6147500837951902,0.62680624701973,0.7077923379897558,233.66666666666663,252.61111111111111,0.4771212547196624,1.7323937598229686,1.740172278639316,1.0895841507669457,0.878,0.244,0.244,0.3521363636363636,Non-Significant,0.35326966837782214,-0.15009414300788526,0.015487222946384865,0.3097444589276973,20.0,3.0
L1PBb,L1PBb,L1PBb,LINE,22,139,1.9650986500198735,0.0061536913532136,0.0127884894849512,190.0909090909091,192.10071942446044,1.3424226808222062,2.143014800254095,3.0574045586714886,1.082214431480777,0.84,0.32,0.32,0.435947556615018,Non-Significant,0.6427342578679719,-1.8931807492735964,0.006242772932771251,0.7304044331342363,117.0,19.0
EuthAT-N1,EuthAT-N1,EuthAT-N1,DNA,15,76,2.5698570119145607,0.0031418217158665,0.0068271905346681,232.2,257.2763157894737,1.1760912590556811,1.8808135922807916,1.545399998793936,0.8038937106702844,0.082,0.164,0.164,0.2640169014084507,Non-Significant,1.662907346913507,-2.1657579765975274,0.008005372276667108,0.6484351544100357,81.0,14.0
MER68C,MER68C,MER68C,LTR,11,126,0.9996370996687944,1.0,1.0,240.45454545454547,236.16666666666663,1.041392685158225,2.100370545117563,1.5873573377923509,0.6024362272513044,0.814,0.3720000000000001,0.3720000000000001,0.4932668213457077,Non-Significant,0.6297492542284523,0.0,0.014743172003785322,0.7224154281854808,49.0,7.0
LTR3B,LTR3B,LTR3B,LTR,17,80,2.820044168317859,0.0004748911597506,0.0011698288698167,113.29411764705884,105.225,1.230448921378274,1.9030899869919435,1.8639874160330423,0.9035779070683058,0.114,0.228,0.228,0.3358298969072165,Non-Significant,1.5129094456654149,-2.9318776650317027,0.008039826860142492,0.8522216471751042,106.0,16.0
Ricksha_b,Ricksha_b,Ricksha_b,DNA,7,129,0.5996332723022806,0.2131351827463482,0.2909591598613383,144.28571428571428,149.80620155038758,0.8450980400142568,2.110589710299249,1.7765652403757903,0.6621772608138285,0.988,0.024,0.024,0.0523511450381679,Non-Significant,0.3375239246352936,-0.5361679659680255,0.011890381955931518,0.642080625620302,54.0,4.0
MER76,MER76,MER76,LTR,27,534,0.5565488522921399,0.001621613890525,0.0036848999540161,236.07407407407408,226.32022471910116,1.4313637641589874,2.727541257028556,1.6597963059754108,0.3107518027948182,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.33531153810170305,-2.4335742988520317,0.00640058163317304,1.0624965511067246,166.0,24.0
CR1-12_AMi,CR1-12_AMi,CR1-12_AMi,LINE,4,126,0.3426475803967687,0.0255033855888625,0.0465660858275877,270.25,264.1507936507937,0.6020599913279624,2.100370545117563,1.6202627664201663,0.6511627212260945,0.998,0.004,0.004,0.0107072599531616,Significant,0.21147655028438353,-1.3319302657160055,0.0038001206135725766,0.23560747804149976,62.0,4.0
MER97a,MER97a,MER97a,DNA,29,189,1.89419880403087,0.0027750914311631,0.0061234160344004,218.48275862068965,221.25925925925927,1.462397997898956,2.2764618041732443,1.6858016860465228,0.5253269424700987,0.286,0.572,0.572,0.6775088082901555,Non-Significant,1.1236189996185566,-2.2130062329199185,0.005829159740575516,0.6994991688690619,120.0,23.0
LTR27B,LTR27B,LTR27B,LTR,14,147,1.1000791100615273,0.662506854067274,0.7394973966786076,128.42857142857142,159.73469387755102,1.146128035678238,2.167317334748176,1.7735876302438451,0.6052265389036626,0.872,0.256,0.256,0.3643935242839352,Non-Significant,0.6202564177278801,-0.13106335055161267,0.009996510261737507,0.6097871259659879,61.0,10.0
LTR47B4,LTR47B4,LTR47B4,LTR,18,91,2.5768977335851035,0.0010560775988178,0.0024888591658739,140.38888888888889,149.72527472527472,1.255272505103306,1.9590413923210936,1.692296502072198,0.748338262506615,0.12,0.24,0.24,0.3472405063291139,Non-Significant,1.5227223659859377,-2.6039996776036562,0.007777794194608608,0.9022241265745985,116.0,15.0
FordPrefect_a,FordPrefect_a,FordPrefect_a,DNA,21,205,1.1927488269909,0.456405957917321,0.5451118180768003,266.0952380952381,285.7414634146341,1.3222192947339193,2.311753861055754,1.5796262470650697,0.4870178600026733,0.798,0.4039999999999999,0.4039999999999999,0.5271369863013697,Non-Significant,0.7550829376297182,-0.2635144023239748,0.0051891223530356745,0.5241013576566032,101.0,16.0
PABL_A-int,PABL_A-int,PABL_A-int,LTR,23,105,2.931308509801998,3.192622192659767e-05,8.835755850387685e-05,117.08695652173913,124.61904761904762,1.3617278360175928,2.0211892990699383,2.5947185468444185,1.0399999045030135,0.274,0.548,0.548,0.6648429926238146,Non-Significant,1.1297211843523165,-4.053756293060259,0.008017990005365275,0.7216191004828748,90.0,17.0
LTR59,LTR59,LTR59,LTR,15,96,1.9353244027752103,0.0273987808223353,0.0494736279303781,183.26666666666668,154.72916666666666,1.1760912590556811,1.9822712330395684,1.6734299930171996,0.7054745703343952,0.276,0.552,0.552,0.6648429926238146,Non-Significant,1.1565015631671656,-1.3056262413970265,0.010784943010328446,0.798085782764305,74.0,12.0
HUERS-P3b-int,HUERS-P3b-int,HUERS-P3b-int,LTR,14,115,1.4486190424141654,0.185892683205899,0.2599865452871913,87.78571428571429,112.8,1.146128035678238,2.060697840353612,3.0297500638548125,1.0928779185466704,0.948,0.104,0.104,0.1817614678899084,Non-Significant,0.4781315329262038,-0.5850491268704359,0.00871884005073952,0.7149448841606407,82.0,13.0
Merlin1_HS,Merlin1_HS,Merlin1_HS,DNA,4,40,1.1611946131118889,0.7762023679255324,0.8346183504599093,110.75,143.975,0.6020599913279624,1.6020599913279625,1.7834167959005798,1.2873514550003138,0.6,0.8,0.8,0.8569821930646673,Non-Significant,0.6511066935003914,-0.07851207083942258,0.007143527326482841,0.11429643722372546,16.0,3.0
LTR108a_Mam,LTR108a_Mam,LTR108a_Mam,LTR,11,67,2.0528262293910067,0.0462034681013791,0.0775485521877773,254.3636363636364,232.4776119402985,1.041392685158225,1.8260748027008264,1.694515295353958,1.016777682555953,0.238,0.476,0.476,0.6005165562913908,Non-Significant,1.2114533489425972,-1.1104263059448787,0.007950409157228519,0.48497495859093964,61.0,10.0
X10b_DNA,X10b_DNA,X10b_DNA,DNA,33,282,1.3850394016574157,0.0901982644321918,0.1412282414328702,283.27272727272725,283.90425531914894,1.5185139398778875,2.450249108319361,1.528228152716257,0.3958572037661138,0.59,0.8200000000000001,0.8200000000000001,0.8718697674418605,Non-Significant,0.9063040745556618,-0.8500784486663113,0.004950091924540702,0.9207170979645706,186.0,26.0
Eutr2,Eutr2,Eutr2,DNA,25,206,1.443474004356864,0.0844712903797263,0.1337267103933894,257.88,252.8640776699029,1.3979400086720375,2.3138672203691533,1.6979949391777844,0.489392924137865,0.652,0.696,0.696,0.7814616895874262,Non-Significant,0.850105009768659,-0.8737818386775855,0.007174370111241738,1.0833298867975025,151.0,21.0
L1P4b,L1P4b,L1P4b,LINE,5,101,0.5443099654164966,0.2173820743032197,0.2947422430944011,178.6,234.65346534653463,0.6989700043360189,2.004321373782642,2.935797640172653,1.13111642038105,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.1854044563454605,-0.5305576156667221,0.018829601351287247,0.4707400337821812,25.0,5.0
UCON39,UCON39,UCON39,DNA,12,115,1.2175632907580043,0.5069992538924659,0.5980393675945186,253.33333333333331,277.4260869565217,1.0791812460476249,2.060697840353612,1.5272490731918515,0.6408794412472465,0.638,0.724,0.724,0.8034291262135922,Non-Significant,0.79722640670089,-0.2232702264358032,0.004166094617159394,0.35828413707570794,86.0,12.0
MER61F,MER61F,MER61F,LTR,20,130,1.9001367018917543,0.0120218358619024,0.0237322251988852,123.05,137.46923076923076,1.3010299956639813,2.113943352306837,1.671322225023098,0.6161057248248031,0.28,0.56,0.56,0.6681419624217119,Non-Significant,1.1369062610685345,-1.6246615392251476,0.004536450146656666,0.4354992140790399,96.0,15.0
HERV4_I,HERV4_I,HERV4_I,LTR,20,82,3.3712103344271087,1.9779238891572656e-05,5.6378229558771936e-05,185.25,181.3658536585366,1.3010299956639813,1.9138138523837167,2.973897637378806,1.2732553096259251,0.288,0.576,0.576,0.6808355739400206,Non-Significant,1.1335999908182763,-4.24888856636666,0.007970502341190814,0.645610689636456,81.0,10.0
LTR1A1,LTR1A1,LTR1A1,LTR,15,320,0.5139713583030657,0.0073843517479829,0.015153167051965,145.86666666666667,138.3625,1.1760912590556811,2.505149978319906,1.6615133977110916,0.3966450133954888,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.3093392800871272,-1.8194965889803099,0.00538667334857108,0.4794139280228261,89.0,14.0
