subfamily_name,subfamily_name,subfamily_name.1,class_name,Observed_TEs_number,Total_TEs_number,Observed_Odds_Ratio,Enrichment_p_value,Enrichment_p_value_adjusted,Average_divergence_genes,Average_divergence_all,Observed_TEs_number_log,Total_TEs_number_log,Random_Odds_Ratio_Mean,Random_Odds_Ratio_SD,Random_Odds_Ratio_Quantile_Of_Observed,p_raw_empirical,p_raw_empirical_clamped,p_adjusted_empirical_bh,Status,OR_Observed_to_Random,Enrichment_p_value_adjusted_log,avg_weight,total_weight,node_degree,gene_number
LTR46,LTR46,LTR46,LTR,74,180,7.295809359995947,1.684664263488178e-31,1.6318400450567692e-30,132.44594594594594,141.8111111111111,1.869231719730976,2.255272505103306,1.7314019751417096,0.5527654061876897,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,4.213816008497281,-29.787322413568514,0.005904857196433685,1.535262871072758,260.0,71.0
L1MB7,L1MB7,L1MB7,LINE,2194,10050,2.918669839817248,0.0,0.0,178.55970829535096,181.6513432835821,3.3412366232386925,4.002166061756507,2.6715105338604763,0.1007236439294168,0.014,0.028,0.028,0.0599325842696629,Non-Significant,1.0925166877779866,-inf,0.007217740292626282,6.171167950195471,855.0,1436.0
MER9a1,MER9a1,MER9a1,LTR,29,286,1.1792676977116263,0.4011319006356655,0.4905802852037519,54.93103448275862,53.90559440559441,1.462397997898956,2.456366033129043,1.7054476143992057,0.4200885850268209,0.904,0.1919999999999999,0.1919999999999999,0.2937831325301205,Non-Significant,0.6914710764229824,-0.3092899086352585,0.006329642157988464,1.0190723874361427,161.0,25.0
LTR13,LTR13,LTR13,LTR,129,386,5.245709961565783,5.485459388132736e-42,6.670085192165657e-41,63.34883720930232,69.92746113989638,2.110589710299249,2.586587304671755,1.6880337777506689,0.3531794918812508,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,3.107585897099626,-40.17586861911926,0.006710495448385118,2.0869640844477715,311.0,107.0
LTR13_v,LTR13_v,LTR13_v,LTR,16,79,2.65415920749076,0.0019193652217332,0.0043442266305764,83.6875,81.31645569620254,1.2041199826559248,1.8976270912904412,1.6645309518990945,0.7677193590033571,0.094,0.188,0.188,0.2896010781671159,Non-Significant,1.5945388125481117,-2.3620875264575605,0.005587431924479444,0.49728144127867047,89.0,13.0
MER54A,MER54A,MER54A,LTR,44,537,0.9327242606364052,0.7028341735550644,0.7734415764919628,196.29545454545453,199.08193668528864,1.6434526764861874,2.7299742856995555,1.6482884969605784,0.2989897354981201,0.998,0.004,0.004,0.0107072599531616,Significant,0.565874397811024,-0.11157248605696163,0.005861927130621703,1.125490009079367,192.0,37.0
L3b,L3b,L3b,LINE,1727,7859,2.9433338928758705,3.936793424952124e-277,1.2499319124222994e-275,289.97973364215403,298.01921364041226,3.237292337567459,3.895367288773362,2.4262335904248027,0.1082144778005778,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,1.2131288201151853,-274.90311364368364,0.006726448793107371,5.508961561554937,819.0,1284.0
MER68,MER68,MER68,LTR,129,1226,1.2289398925079544,0.0294992809284542,0.0527663194072351,207.4186046511628,204.4127243066884,2.110589710299249,3.0884904701823963,1.6085317273872597,0.1954073725182157,0.982,0.036,0.036,0.0748145454545455,Non-Significant,0.7640134612104439,-1.277643197975143,0.006093663099141039,2.4496525658546977,402.0,115.0
MER4B,MER4B,MER4B,LTR,185,1225,1.859028494234084,4.207565837682589e-13,2.0909772836831307e-12,127.1027027027027,126.88816326530612,2.2671717284030137,3.088136088700552,1.656711083540364,0.1944290878699516,0.128,0.256,0.256,0.3643935242839352,Non-Significant,1.1221199113736664,-11.679650685319418,0.006780282941172811,3.403702036468751,502.0,156.0
AluSc8,AluSc8,AluSc8,SINE,3240,19212,2.1200004853527887,3.4492379520355487e-281,1.1264225654790377e-279,98.43302469135804,102.90412242348532,3.510545010206612,4.2835725779669245,1.5350327864726128,0.0480825674411989,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,1.381078309229073,-278.94829865794907,0.007299840091313161,6.146465356885682,842.0,1436.0
AluSg4,AluSg4,AluSg4,SINE,1433,7203,2.595489662703163,6.277151788557873e-188,1.6306328396185568e-186,109.30425680390788,111.51797862001943,3.1562461903973444,3.85751341477669,1.532821372829707,0.075346831544704,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,1.6932760129196842,-185.78764381558642,0.006592487210758002,5.287174743027918,802.0,1159.0
AluYh3,AluYh3,AluYh3,SINE,307,1768,2.1960182614810537,1.6845566582054845e-30,1.5654050896982672e-29,134.442996742671,129.39932126696831,2.4871383754771865,3.2474822606770544,1.538495627961904,0.1574228748654921,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,1.427380241821156,-28.805373258465362,0.005710483118378524,2.9066359072546684,509.0,259.0
MER20,MER20,MER20,DNA,2217,15687,1.7200738721323914,5.974361664510248e-109,1.1194582594320024e-107,197.38249887235003,202.64563013960608,3.345765693114488,4.195539896549319,1.5233471773177212,0.0495850048983612,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,1.1291410767971242,-106.95099209506066,0.007034320270776065,6.056549753138192,861.0,1436.0
hAT-1_Mam,hAT-1_Mam,hAT-1_Mam,DNA,186,1164,1.9875669103097715,2.1144864583969747e-15,1.1789551326574352e-14,260.35483870967744,261.81529209621993,2.2695129442179165,3.06595298031387,2.1232910800506923,0.2512462424185939,0.686,0.6279999999999999,0.6279999999999999,0.7272583586626139,Non-Significant,0.9360783968735551,-13.928502722479186,0.005686088540039979,2.0128753431741524,354.0,125.0
MER63D,MER63D,MER63D,DNA,161,1153,1.696140523562789,5.593446928619065e-09,2.283324942646997e-08,208.8447204968944,213.6712922810061,2.206825876031849,3.061829307294699,1.6548469189162074,0.2054603229450167,0.4,0.8,0.8,0.8569821930646673,Non-Significant,1.0249531265850413,-7.64143227915518,0.0057489689057530656,2.3168344690184854,403.0,122.0
MER66-int,MER66-int,MER66-int,LTR,27,196,1.6696467552357377,0.0216033263727606,0.0399556667379699,187.07407407407408,190.76530612244895,1.4313637641589874,2.292256071356476,2.7879429745313464,0.8116074297145158,0.932,0.1359999999999999,0.1359999999999999,0.2289366715758468,Non-Significant,0.5988812434430821,-1.398421617889322,0.010615804887088525,1.3163598059989772,124.0,20.0
MER66C,MER66C,MER66C,LTR,62,440,1.7141445880266044,0.0001884397291131,0.0004818492402155,148.9516129032258,155.03181818181818,1.792391689498254,2.6434526764861874,1.6488790292527555,0.3278631233580044,0.346,0.692,0.692,0.7777345132743363,Non-Significant,1.03958177502168,-3.3170888214792544,0.0055996002699599525,1.3271052639805088,237.0,48.0
MER66B,MER66B,MER66B,LTR,178,1177,1.862096425955845,9.862588794387625e-13,4.838171241195302e-12,137.6966292134831,146.43415463041632,2.250420002308894,3.070776462843434,1.6266975268355857,0.2002605013628602,0.116,0.232,0.232,0.3399692307692307,Non-Significant,1.1447096926360862,-11.315318764376356,0.006210321007620654,2.347501340880607,378.0,135.0
SVA_A,SVA_A,SVA_A,Retroposon,470,2390,2.5582595670677604,2.5342121483408827e-61,3.6665879563969997e-60,229.5276595744681,222.34100418410043,2.672097857935717,3.378397900948137,1.733846233362087,0.1466118964570292,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,1.4754823800649612,-59.43573789241672,0.00589832179027007,3.3502467768733997,568.0,384.0
AluYi6_4d,AluYi6_4d,AluYi6_4d,SINE,24,196,1.4582444352857606,0.0980487504804309,0.152475811971609,125.54166666666669,132.64795918367346,1.380211241711606,2.292256071356476,1.5499546157203226,0.455308385296853,0.52,0.96,0.96,0.9701856763925728,Non-Significant,0.9408304091588251,-0.8167990452380081,0.0062273571748363375,0.88428471882676,142.0,19.0
AluYh9,AluYh9,AluYh9,SINE,97,710,1.6537080554020458,1.383036564107118e-05,4.000304568792359e-05,153.35051546391753,156.55915492957746,1.9867717342662448,2.8512583487190755,1.5444907603105889,0.2507277743565144,0.296,0.592,0.592,0.6954326824254882,Non-Significant,1.070714113608225,-4.397906941794444,0.005452224856390338,1.61385855749154,296.0,86.0
MER74B,MER74B,MER74B,LTR,101,844,1.4206272101138442,0.0014759626025471,0.0034012605941762,218.7029702970297,218.978672985782,2.004321373782642,2.926342446625655,1.6075799582199644,0.2413717307600709,0.764,0.472,0.472,0.5961281767955801,Non-Significant,0.8837054747104905,-2.468360092478603,0.005953361386287539,2.083676485200639,350.0,91.0
LTR5_Hs,LTR5_Hs,LTR5_Hs,LTR,100,345,4.265614055356775,2.4227176854406435e-27,2.0978532685292846e-26,38.93,40.91884057971014,2.0,2.537819095073274,1.6963750341453367,0.3939261764843596,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,2.51454658875351,-25.678224891212324,0.006305510895609082,1.551155680319834,246.0,82.0
LTR2B,LTR2B,LTR2B,LTR,69,269,3.6055099267485007,2.5279973815760883e-16,1.5049484412195149e-15,90.68115942028986,83.31970260223048,1.8388490907372552,2.429752280002408,1.8272777485790836,0.4681232734246913,0.002,0.004,0.004,0.0107072599531616,Significant,1.973159214329729,-14.822478378526894,0.007164671069232585,1.9129671754851,267.0,56.0
LTR75,LTR75,LTR75,LTR,35,218,1.998777737065761,0.00043393127342,0.0010805739553794,213.37142857142857,228.88532110091745,1.5440680443502757,2.3384564936046046,1.6004114428400549,0.4395281550029103,0.156,0.312,0.312,0.4291407942238268,Non-Significant,1.248914924976276,-2.966345504288329,0.007654772793332412,1.3242756932465072,173.0,31.0
HERVIP10B3-int,HERVIP10B3-int,HERVIP10B3-int,LTR,16,68,3.2156159753542752,0.0002030736444968,0.0005158070570221,180.75,184.7058823529412,1.2041199826559248,1.8325089127062364,3.1717236306549954,1.5630982029625236,0.358,0.716,0.716,0.7984273170731706,Non-Significant,1.0138386410073867,-3.2875127203508714,0.012952975010834774,0.9326142007801037,72.0,13.0
HERVIP10F-int,HERVIP10F-int,HERVIP10F-int,LTR,7,68,1.1992665703178045,0.6645142931346483,0.7402922388429853,177.85714285714286,162.7941176470588,0.8450980400142568,1.8325089127062364,3.146784084400214,1.6111338249697174,0.924,0.1519999999999999,0.1519999999999999,0.2499798561151077,Non-Significant,0.38110862968419645,-0.1305968036980808,0.02023785658852495,0.7690385503639481,38.0,7.0
LTR10A,LTR10A,LTR10A,LTR,45,258,2.207905445445789,7.649434775838088e-06,2.282846984016432e-05,120.26666666666668,123.34108527131782,1.6532125137753435,2.41161970596323,1.6680367724948286,0.4565838596921663,0.104,0.208,0.208,0.3115910878112713,Non-Significant,1.3236551386954714,-4.64152319767508,0.006826165066614061,1.576844130387848,231.0,34.0
MER131,MER131,MER131,DNA,78,933,0.953401877574922,0.7280464536456379,0.7911938158205118,291.6923076923077,289.4533762057878,1.8920946026904804,2.9698816437465,1.518647750597896,0.2111932511382772,0.998,0.004,0.004,0.0107072599531616,Significant,0.6277965889058638,-0.10171711595779695,0.0047542278556075785,0.8985490647098323,189.0,62.0
L1MC4a,L1MC4a,L1MC4a,LINE,855,4635,2.363864741059639,4.080092837624203e-95,7.286790802194475e-94,209.12280701754383,212.83279395900755,2.931966114728173,3.666049738480516,3.035620120053997,0.1708845607168244,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.7787090108684583,-93.13746369853568,0.006631340491991218,4.927085985549475,743.0,683.0
LTR7B,LTR7B,LTR7B,LTR,143,635,3.0375162410624457,8.162869773583162e-26,6.664400108003967e-25,68.82517482517483,73.02362204724409,2.155336037465062,2.8027737252919755,1.781394186249439,0.3044370052814429,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,1.7051342507508997,-24.17623893724922,0.006096643193390493,2.139921760880063,351.0,105.0
LTR7C,LTR7C,LTR7C,LTR,73,348,2.774199963968391,2.6700772620671853e-12,1.3042300472405096e-11,131.6986301369863,120.60919540229884,1.863322860120456,2.5415792439465807,1.7788110819852565,0.3880956271050252,0.01,0.02,0.02,0.0450887573964497,Significant,1.5595809988277243,-10.884645798607602,0.00677742327881966,1.7485752059354724,258.0,54.0
AluSc5,AluSc5,AluSc5,SINE,607,3609,2.1131291170237554,6.337411105847551e-54,8.727302281908133e-53,102.30807248764415,106.35882515932391,2.783188691075257,3.557386882059508,1.531828927953243,0.1096363713378556,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,1.3794811407871883,-52.059119981396506,0.006018221838660304,3.851661976742595,640.0,495.0
HERVIP10FH-int,HERVIP10FH-int,HERVIP10FH-int,LTR,41,952,0.4703410962612054,1.50827932671072e-07,5.438369938266097e-07,178.65853658536585,209.7016806722689,1.6127838567197357,2.9786369483844743,2.4296189017710663,0.3164504549052747,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.19358636694765222,-6.264531253408491,0.006161514663124159,0.9427117434579962,153.0,35.0
Charlie22a,Charlie22a,Charlie22a,DNA,141,992,1.731558499975381,1.4798127493811022e-08,5.832503353595173e-08,267.93617021276594,269.0715725806452,2.14921911265538,2.9965116721541785,1.571307272264581,0.217969301020217,0.206,0.412,0.412,0.5321084745762711,Non-Significant,1.1019859263298926,-7.234145002821829,0.00543971024064697,1.8277426408573818,336.0,115.0
AluYa8,AluYa8,AluYa8,SINE,208,1375,1.8626881581191488,1.2770057224615088e-14,6.85266451067373e-14,134.0625,131.16363636363636,2.318063334962761,3.1383026981662816,1.536959119655514,0.1811002030519972,0.042,0.084,0.084,0.1519177215189875,Non-Significant,1.2119308407738536,-13.164140529634475,0.005822446847670376,2.398848101240195,412.0,179.0
MER47C,MER47C,MER47C,DNA,87,801,1.2734109840319623,0.0385783929821626,0.0664082879195961,193.1494252873563,207.1972534332085,1.9395192526186185,2.9036325160842376,1.4934906954183131,0.2242716233412474,0.828,0.3440000000000001,0.3440000000000001,0.4614929577464789,Non-Significant,0.8526407214577868,-1.177777716217362,0.006469082816581129,2.00541567314015,310.0,70.0
MER65A,MER65A,MER65A,LTR,145,958,1.8639106286824412,1.4181631475464588e-10,6.307239212628803e-10,156.17241379310346,155.67536534446765,2.161368002234975,2.9813655090785445,1.7212866969877845,0.2474521590247365,0.256,0.512,0.512,0.6319827213822894,Non-Significant,1.0828589054596458,-9.200160697347478,0.006335644065480541,2.2998387957694364,363.0,121.0
MER52A,MER52A,MER52A,LTR,57,1104,0.568951996959876,8.951062439306907e-06,2.6368722598267516e-05,198.71929824561403,197.27083333333331,1.7558748556724917,3.04296907339318,1.7920624866399115,0.22186551763153,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.31748446340543174,-4.578910908582028,0.0064049697457394346,1.6845070431294713,263.0,53.0
MER52C,MER52C,MER52C,LTR,37,311,1.4112329222332842,0.055593423460268,0.0914291841943689,148.45945945945945,155.37620578778134,1.568201724066995,2.492760389026837,1.7572504640480493,0.3948556910422265,0.784,0.4319999999999999,0.4319999999999999,0.5535605381165919,Non-Significant,0.8030915063651941,-1.0389151553438238,0.006835256811555687,1.1209821170951326,164.0,29.0
MER83,MER83,MER83,LTR,74,363,2.675971427043089,9.003866779802714e-12,4.2880915538810416e-11,138.3783783783784,135.72727272727272,1.869231719730976,2.5599066250361124,1.6331234732098452,0.3751131010627027,0.004,0.008,0.008,0.0200526315789473,Significant,1.6385603850170396,-10.367735950712474,0.006132611129057486,1.7477941717813834,285.0,60.0
MER21B,MER21B,MER21B,LTR,259,2144,1.4359392145587473,1.8200526960474e-07,6.480748384991209e-07,170.67181467181467,179.04384328358208,2.413299764081252,3.3312247810207323,1.683952760390916,0.1554857385604526,0.954,0.092,0.092,0.1637943925233646,Non-Significant,0.8527194160870675,-6.188374839699627,0.0062488569445434,3.186917041717134,510.0,221.0
MER113,MER113,MER113,DNA,540,3088,2.214839854101411,2.75566394627805e-53,3.749671298328347e-52,248.5351851851852,251.6658031088083,2.7323937598229686,3.4896772916636984,1.577078215943071,0.1184852493837307,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,1.4043944248998248,-51.426006801493344,0.006723715547660674,3.8056229999759412,566.0,401.0
THE1C,THE1C,THE1C,LTR,453,7847,0.6402740062257041,9.118844526723322e-23,6.81231326408154e-22,113.1832229580574,118.2288772779406,2.656098202012832,3.89470365260923,1.6073088417839765,0.0753202518516284,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.39835157350036987,-21.166705389227662,0.006662578723554549,4.237400068180693,636.0,376.0
LTR26C,LTR26C,LTR26C,LTR,29,223,1.5622257990878607,0.0317288317181813,0.0562264413238468,165.10344827586206,164.05829596412556,1.462397997898956,2.3483048630481607,1.6410993043314823,0.4782206104871163,0.486,0.972,0.972,0.9797142857142856,Non-Significant,0.9519386151493425,-1.250059402927097,0.005623156290780546,0.9334439442695707,166.0,27.0
LTR42,LTR42,LTR42,LTR,66,243,3.896891090916323,4.9949556363138594e-17,3.086072590436076e-16,185.03030303030303,186.88888888888889,1.8195439355418688,2.385606273598312,1.5810429936568544,0.4260143576374889,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,2.464759722885875,-15.510593862700915,0.0069008626882728005,1.449181164537288,210.0,44.0
MER4D,MER4D,MER4D,LTR,91,797,1.347051654534991,0.0099287641319495,0.0198401702846473,175.84615384615384,165.9573400250941,1.9590413923210936,2.9014583213961123,1.6838500590047407,0.249167625573353,0.906,0.1879999999999999,0.1879999999999999,0.2896010781671159,Non-Significant,0.7999831382440202,-1.7024546046936693,0.007375463331282781,2.655166799261801,360.0,79.0
L1M4a2,L1M4a2,L1M4a2,LINE,86,851,1.1748557790488914,0.1621965030362484,0.2340790441545857,233.2906976744186,233.0223266745006,1.934498451243568,2.929929560084588,2.21489798315578,0.3006791525373751,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.5304333599035385,-0.6306374646263025,0.006205848971606738,1.9300190301696953,311.0,72.0
L1M4c,L1M4c,L1M4c,LINE,216,1468,1.803005687681856,8.758594991331916e-14,4.5094928266181894e-13,197.0648148148148,206.80449591280652,2.3344537511509307,3.166726055580052,2.8329157910597638,0.2963812800065875,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.6364487406833123,-12.345872299582542,0.006802347261642419,3.265126685588361,480.0,175.0
AluYb9,AluYb9,AluYb9,SINE,39,295,1.5921067581488877,0.0095580931884952,0.0192679021418871,61.94871794871795,46.28813559322034,1.591064607026499,2.469822015978163,1.5294916314512703,0.4083492112895739,0.382,0.764,0.764,0.8332557251908397,Non-Significant,1.0409385219311102,-1.7151655680533875,0.005040086867153017,0.8467345936817069,168.0,32.0
Tigger1a_Art,Tigger1a_Art,Tigger1a_Art,DNA,13,142,1.053176509957789,0.7677258439000747,0.8286219448326586,143.3846153846154,164.96478873239437,1.1139433523068367,2.1522883443830563,1.6244499510344308,0.6039758255742276,0.804,0.3919999999999999,0.3919999999999999,0.5138256880733946,Non-Significant,0.6483280751660822,-0.08164356923525354,0.008513712642754344,0.4767679079942433,56.0,11.0
MER65B,MER65B,MER65B,LTR,21,141,1.8288815758605708,0.0157697469753125,0.030091520522174,199.28571428571428,200.73758865248223,1.3222192947339193,2.14921911265538,1.7335740815947394,0.5999466702238277,0.368,0.736,0.736,0.8135860735009671,Non-Significant,1.0549774568492376,-1.5215558668393256,0.008236573147271543,0.9472059119362275,115.0,19.0
AluYc3,AluYc3,AluYc3,SINE,145,755,2.4841958184312567,4.548773579149622e-19,3.0764782254248623e-18,120.65517241379312,127.28741721854304,2.161368002234975,2.8779469516291885,1.5221619795875103,0.2209385197621015,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,1.6320180452177944,-17.511946154397272,0.005608307323419582,1.783441728847427,318.0,126.0
L1MC5,L1MC5,L1MC5,LINE,2041,8807,3.15254108710397,0.0,0.0,222.1513963743263,226.39695696604971,3.3098430047160705,3.944827996343217,3.0301762174016984,0.1268255907606975,0.172,0.344,0.344,0.4614929577464789,Non-Significant,1.0403820969221376,-inf,0.007123986648059033,6.04114067755406,848.0,1436.0
MER47A,MER47A,MER47A,DNA,244,2279,1.2530633055368394,0.0012315824784772,0.0028611763676817,156.2377049180328,163.36419482229047,2.3873898263387296,3.357744325180376,1.562935337469185,0.1378784509851492,0.982,0.036,0.036,0.0748145454545455,Non-Significant,0.8017371387647347,-2.543455370733653,0.006236094691293874,3.105575156264349,498.0,205.0
ORSL-2b,ORSL-2b,ORSL-2b,DNA,108,585,2.366208428043467,1.4201878830073354e-13,7.214554445677262e-13,241.1203703703704,244.16752136752137,2.03342375548695,2.7671558660821804,1.6031508950885909,0.274795572585512,0.006,0.012,0.012,0.0288757894736842,Significant,1.475973618760765,-12.141790484772669,0.0052036557971640906,1.436209000017289,276.0,85.0
AluYm1,AluYm1,AluYm1,SINE,516,2952,2.213708282560724,5.555417120338295e-51,7.4704020806431445e-50,70.76937984496124,73.91971544715447,2.7126497016272118,3.470116353151004,1.5317538058825884,0.1175350871553704,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,1.445211543825868,-49.12665602245432,0.0060853707019962,3.639051679793728,598.0,411.0
Tigger1,Tigger1,Tigger1,DNA,720,8150,1.0127242702098682,0.7387571247949514,0.8011379446305782,140.43333333333334,143.68245398773007,2.8573324964312685,3.911157608739976,1.9483874132814984,0.0848713580080898,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.5197756171624129,-0.0962926981056926,0.006377001390802726,4.113165897067758,645.0,417.0
AluYi6,AluYi6,AluYi6,SINE,118,733,2.005185275714818,1.3621802601425453e-10,6.081922020870818e-10,124.864406779661,115.51159618008184,2.071882007306125,2.865103974641128,1.5488997663460349,0.2278306153479302,0.026,0.052,0.052,0.1019485420240138,Non-Significant,1.294586854025547,-9.21595915244618,0.005746324165942935,1.511283255642992,263.0,103.0
Tigger16a,Tigger16a,Tigger16a,DNA,238,1565,1.8743631277975448,9.355218145411652e-17,5.718189486740919e-16,273.76050420168065,273.33865814696486,2.376576957056512,3.194514341882467,1.665862539217579,0.1751503195393721,0.112,0.224,0.224,0.3320778210116731,Non-Significant,1.1251607402600543,-15.242741457288197,0.005884421125679448,2.865713088205891,487.0,188.0
Arthur1A,Arthur1A,Arthur1A,DNA,183,1076,2.141644131256817,7.259102882807682e-18,4.6876579633046216e-17,235.38251366120215,244.4600371747212,2.2624510897304293,3.0318122713303706,1.50888572265421,0.193400157770515,0.002,0.004,0.004,0.0107072599531616,Significant,1.4193547590135263,-16.329044084291287,0.005792929297487502,2.4388232342422382,421.0,153.0
L1ME3G,L1ME3G,L1ME3G,LINE,2922,14445,2.6501171537114083,0.0,0.0,259.51026694045174,264.41370716510903,3.465680211598278,4.159717546180215,2.6715027733763907,0.0869733826229046,0.584,0.8320000000000001,0.8320000000000001,0.8805333333333334,Non-Significant,0.9919949101763597,-inf,0.0070650733985497755,6.019442535564409,852.0,1436.0
L1MEb,L1MEb,L1MEb,LINE,152,1363,1.3117377690174803,0.0021162785981301,0.0047429537993387,242.80921052631575,252.6265590608951,2.1818435879447726,3.1344958558346736,2.622348395634558,0.278134250818918,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.5002149108795534,-2.323951105748716,0.006143121853462882,2.4818212287990042,404.0,134.0
Tigger15a,Tigger15a,Tigger15a,DNA,530,4075,1.5624547743565638,1.0684372487780996e-19,7.356769731044385e-19,271.0377358490566,276.2920245398773,2.724275869600789,3.610127613075996,1.6195356729207957,0.1041684175516634,0.694,0.6120000000000001,0.6120000000000001,0.7130642201834864,Non-Significant,0.9647547753849177,-18.133312837283835,0.006582794497469849,3.7587756580552836,571.0,397.0
X26_DNA,X26_DNA,X26_DNA,DNA,78,936,0.9500683035745936,0.7282028821025184,0.7911938158205118,269.79487179487177,259.3760683760684,1.8920946026904804,2.971275848738105,1.6354803743609316,0.2423950728947181,0.998,0.004,0.004,0.0107072599531616,Significant,0.5809108555924037,-0.10171711595779695,0.005170032422430301,1.3493784622543086,261.0,62.0
Charlie15a,Charlie15a,Charlie15a,DNA,344,2971,1.368503897268128,1.340064541218675e-07,4.862519906707762e-07,260.9360465116279,271.5466173005722,2.53655844257153,3.472902651803664,1.5211620713139613,0.1226176160281501,0.888,0.2239999999999999,0.2239999999999999,0.3320778210116731,Non-Significant,0.8996437152065138,-6.313138607701067,0.005985162646559498,3.10031425091782,518.0,286.0
AluYb8,AluYb8,AluYb8,SINE,518,3834,1.6325371732068403,1.4207160962202654e-22,1.0343175146367919e-21,77.42084942084942,61.49217527386541,2.714329759745233,3.583652108542044,1.5326741270625626,0.1046251899225527,0.164,0.328,0.328,0.4436733727810651,Non-Significant,1.0651560852897477,-20.985346121119207,0.006104033053035744,3.723460162351804,610.0,413.0
Tigger2,Tigger2,Tigger2,DNA,215,2496,0.985055477802135,0.8593440139958604,0.8995434063351349,149.26046511627908,152.99278846153845,2.3324384599156054,3.397244581010386,1.9799507705367665,0.1722806222538964,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.4975151364672999,-0.04597787547907177,0.0055894176272201996,2.1407469512253363,383.0,125.0
L1PA16,L1PA16,L1PA16,LINE,835,9287,1.0324631260430843,0.377681455142697,0.4677030370835349,137.9568862275449,141.57370517928288,2.921686475483602,3.967875445548033,2.6327953430871984,0.1030196021586678,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.3921547220728615,-0.3300298099411051,0.006652471940669914,5.109098450434494,768.0,701.0
MER119,MER119,MER119,DNA,116,927,1.4948056037074338,0.000116078583715,0.0003057092654061,228.0086206896552,233.7119741100324,2.0644579892269186,2.967079734144497,1.6050761979340218,0.231612127887144,0.67,0.6599999999999999,0.6599999999999999,0.752874251497006,Non-Significant,0.9312988415325558,-3.5146913985203523,0.005642584721021982,1.8902658815423639,335.0,79.0
X7B_LINE,X7B_LINE,X7B_LINE,LINE,147,974,1.857631019345651,1.0104060974908156e-10,4.5647990886640405e-10,270.8707482993197,275.629363449692,2.167317334748176,2.988558956878616,1.536470456599787,0.204072855588764,0.056,0.112,0.112,0.1927951807228917,Non-Significant,1.2090248864638717,-9.340578332391393,0.006186440240701311,2.1033896818384457,340.0,121.0
L2d2,L2d2,L2d2,LINE,7234,37008,2.5391937295656737,0.0,0.0,293.24232789604645,299.794611975789,3.859378504425601,4.568295615426544,2.123440997554808,0.0441353102922465,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,1.1957919869163376,-inf,0.006654684822902348,5.416913445842511,814.0,1436.0
MER1B,MER1B,MER1B,DNA,616,5096,1.4369793195766245,7.619255817688943e-16,4.5123364764862496e-15,139.23701298701295,145.2598116169545,2.7895807121644256,3.707229419327294,1.5394229107921442,0.0882769874868052,0.874,0.252,0.252,0.3609473684210526,Non-Significant,0.9334532502424528,-14.34559852329049,0.006562721160925461,4.19357882183137,639.0,502.0
Charlie1,Charlie1,Charlie1,DNA,255,1528,2.09343514177884,3.315827339529324e-23,2.5436178852899443e-22,202.36470588235292,210.3455497382199,2.406540180433955,3.184123354239671,1.9831410297552916,0.2025294318455571,0.278,0.556,0.556,0.6661509433962265,Non-Significant,1.0556158691533695,-21.594548129963222,0.006428548229852109,2.777132835296111,432.0,172.0
ERV3-16A3_I,ERV3-16A3_I,ERV3-16A3_I,LTR,241,1964,1.4617712217362713,1.2331930707036718e-07,4.488979872020053e-07,267.49377593361,277.5488798370672,2.3820170425748683,3.2931414834509307,2.4965163711105616,0.2354528007007143,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.5855243885646985,-6.347852341911829,0.006430385261700761,3.067293769831263,477.0,200.0
L1MB2,L1MB2,L1MB2,LINE,951,4908,2.511671864882586,2.61558398581466e-118,5.154504303079579e-117,155.05993690851736,161.73349633251834,2.978180516937414,3.690904554054967,2.6820616883040174,0.1508845500004332,0.884,0.2319999999999999,0.2319999999999999,0.3399692307692307,Non-Significant,0.9364705800151912,-116.28781309348199,0.007035423491006702,5.171036265889926,735.0,764.0
